"Title","Date","Latest","diff01","diff12","ratio01","ratio12","PorN","fig1","fig2","fig3","fig4","fig5"
"全産業活動指数(100):季節調整値","2017年06月",105.2,0.4,2.3,0.4,2.2,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-1.png"" width=""15%"" /></a>"
"建設業活動指数(5.77):季節調整値","2017年06月",119.1,-2,7.4,-1.7,6.6,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-2.png"" width=""15%"" /></a>"
"民間・建築・土木活動指数(3.54):季節調整値","2017年06月",116.5,-0.4,10,-0.3,9.4,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-3.png"" width=""15%"" /></a>"
"民間・建築活動指数(2.86):季節調整値","2017年06月",118,0.2,8.6,0.2,7.9,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-4.png"" width=""15%"" /></a>"
"民間・建築住宅活動(1.89):季節調整値","2017年06月",107.3,0,3.5,0,3.4,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-5.png"" width=""15%"" /></a>"
"民間・建築非住宅活動(0.97):季節調整値","2017年06月",139,0.5,18.8,0.4,15.6,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-6.png"" width=""15%"" /></a>"
"民間・土木活動(0.68):季節調整値","2017年06月",110.4,-1.3,15.9,-1.2,16.8,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-7.png"" width=""15%"" /></a>"
"公共・建築・土木活動指数(2.23):季節調整値","2017年06月",121.5,-4.2,2.4,-3.3,2,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-8.png"" width=""15%"" /></a>"
"公共・建築活動(0.33):季節調整値","2017年06月",127.3,-6.3,-3.5,-4.7,-2.7,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-9.png"" width=""15%"" /></a>"
"公共・土木活動(1.9):季節調整値","2017年06月",119.7,-4.5,3.4,-3.6,2.9,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-ma-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-3-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-bp-4-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/all.industry.activity-acf-10.png"" width=""15%"" /></a>"
