"Title","Date","Latest","diff01","diff12","ratio01","ratio12","PorN","fig1","fig2","fig3","fig4","fig5"
"商工会議所LOBO調査:業況DI:全産業","2017年07月",-16.1,-1.6,8.4,11,-34.3,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-1.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:業況DI:建設業","2017年07月",-13.3,1,9.3,-7,-41.2,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-2.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:業況DI:製造業","2017年07月",-9.5,-0.9,11.3,10.5,-54.3,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-3.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:業況DI:卸売業","2017年07月",-11.9,-3.3,15.6,38.4,-56.7,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-4.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:業況DI:小売業","2017年07月",-33.9,-1.8,3.3,5.6,-8.9,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-5.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:業況DI:ｻｰﾋﾞｽ業","2017年07月",-11.7,-2.9,5.2,33,-30.8,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-6.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:売上DI:全産業","2017年07月",-10.1,-0.7,10.5,7.4,-51,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-7.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:売上DI:建設業","2017年07月",-13.5,1.6,10.3,-10.6,-43.3,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-8.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:売上DI:製造業","2017年07月",0,6.4,17,-100,-100,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-9.png"" width=""15%"" /></a>"
"商工会議所LOBO調査:売上DI:卸売業","2017年07月",-4.1,-12.2,16.5,-150.6,-80.1,FALSE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-ma-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-3-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-bp-4-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/loboci-acf-10.png"" width=""15%"" /></a>"
