"URL","Date","Value"
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):家具・家事用品"" target=""_blank"">消費者物価指数前年同月比(%):家具・家事用品</a>","2017年07月",-0.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):家庭用耐久財"" target=""_blank"">消費者物価指数前年同月比(%):家庭用耐久財</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):室内装備品"" target=""_blank"">消費者物価指数前年同月比(%):室内装備品</a>","2017年07月",-4.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):寝具類"" target=""_blank"">消費者物価指数前年同月比(%):寝具類</a>","2017年07月",-0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):家事雑貨"" target=""_blank"">消費者物価指数前年同月比(%):家事雑貨</a>","2017年07月",1.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):家事用消耗品"" target=""_blank"">消費者物価指数前年同月比(%):家事用消耗品</a>","2017年07月",-1.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):家事サービス"" target=""_blank"">消費者物価指数前年同月比(%):家事サービス</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):被服及び履物"" target=""_blank"">消費者物価指数前年同月比(%):被服及び履物</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):衣料"" target=""_blank"">消費者物価指数前年同月比(%):衣料</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):和服"" target=""_blank"">消費者物価指数前年同月比(%):和服</a>","2017年07月",0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):洋服"" target=""_blank"">消費者物価指数前年同月比(%):洋服</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):シャツ・セーター・下着類"" target=""_blank"">消費者物価指数前年同月比(%):シャツ・セーター・下着類</a>","2017年07月",-0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):シャツ・セーター類"" target=""_blank"">消費者物価指数前年同月比(%):シャツ・セーター類</a>","2017年07月",-0.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):下着類"" target=""_blank"">消費者物価指数前年同月比(%):下着類</a>","2017年07月",1.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):履物類"" target=""_blank"">消費者物価指数前年同月比(%):履物類</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):他の被服"" target=""_blank"">消費者物価指数前年同月比(%):他の被服</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):被服関連サービス"" target=""_blank"">消費者物価指数前年同月比(%):被服関連サービス</a>","2017年07月",0.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):保健医療"" target=""_blank"">消費者物価指数前年同月比(%):保健医療</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):医薬品・健康保持用摂取品"" target=""_blank"">消費者物価指数前年同月比(%):医薬品・健康保持用摂取品</a>","2017年07月",-0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):保健医療用品・器具"" target=""_blank"">消費者物価指数前年同月比(%):保健医療用品・器具</a>","2017年07月",0.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):保健医療サービス"" target=""_blank"">消費者物価指数前年同月比(%):保健医療サービス</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):交通・通信"" target=""_blank"">消費者物価指数前年同月比(%):交通・通信</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):交通"" target=""_blank"">消費者物価指数前年同月比(%):交通</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):自動車等関係費"" target=""_blank"">消費者物価指数前年同月比(%):自動車等関係費</a>","2017年07月",1.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):通信"" target=""_blank"">消費者物価指数前年同月比(%):通信</a>","2017年07月",-2.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教育"" target=""_blank"">消費者物価指数前年同月比(%):教育</a>","2017年07月",0.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):授業料等"" target=""_blank"">消費者物価指数前年同月比(%):授業料等</a>","2017年07月",0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教科書・学習参考教材"" target=""_blank"">消費者物価指数前年同月比(%):教科書・学習参考教材</a>","2017年07月",0.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):補習教育"" target=""_blank"">消費者物価指数前年同月比(%):補習教育</a>","2017年07月",0.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教養娯楽"" target=""_blank"">消費者物価指数前年同月比(%):教養娯楽</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教養娯楽用耐久財"" target=""_blank"">消費者物価指数前年同月比(%):教養娯楽用耐久財</a>","2017年07月",-4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教養娯楽用品"" target=""_blank"">消費者物価指数前年同月比(%):教養娯楽用品</a>","2017年07月",-0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):書籍・他の印刷物"" target=""_blank"">消費者物価指数前年同月比(%):書籍・他の印刷物</a>","2017年07月",0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教養娯楽サービス"" target=""_blank"">消費者物価指数前年同月比(%):教養娯楽サービス</a>","2017年07月",0.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):諸雑費"" target=""_blank"">消費者物価指数前年同月比(%):諸雑費</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):理美容サービス"" target=""_blank"">消費者物価指数前年同月比(%):理美容サービス</a>","2017年07月",0.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):理美容用品"" target=""_blank"">消費者物価指数前年同月比(%):理美容用品</a>","2017年07月",-1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):身の回り用品"" target=""_blank"">消費者物価指数前年同月比(%):身の回り用品</a>","2017年07月",0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):たばこ"" target=""_blank"">消費者物価指数前年同月比(%):たばこ</a>","2017年07月",0.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):他の諸雑費"" target=""_blank"">消費者物価指数前年同月比(%):他の諸雑費</a>","2017年07月",0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):エネルギー"" target=""_blank"">消費者物価指数前年同月比(%):エネルギー</a>","2017年07月",5.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教育関係費"" target=""_blank"">消費者物価指数前年同月比(%):教育関係費</a>","2017年07月",0.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):教養娯楽関係費"" target=""_blank"">消費者物価指数前年同月比(%):教養娯楽関係費</a>","2017年07月",-0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):情報通信関係費"" target=""_blank"">消費者物価指数前年同月比(%):情報通信関係費</a>","2017年07月",-1.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮食品及びエネルギーを除く総合"" target=""_blank"">消費者物価指数前年同月比(%):生鮮食品及びエネルギーを除く総合</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#CI指数(H22=100)-先行指数"" target=""_blank"">CI指数(H22=100)-先行指数</a>","2017年06月",105.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#CI指数(H22=100)-一致指数"" target=""_blank"">CI指数(H22=100)-一致指数</a>","2017年06月",117.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#CI指数(H22=100)-遅行指数"" target=""_blank"">CI指数(H22=100)-遅行指数</a>","2017年06月",117.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#CI指数(H22=100)-先行指数(参考)「外れ値」処理なし"" target=""_blank"">CI指数(H22=100)-先行指数(参考)「外れ値」処理なし</a>","2017年06月",109.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#CI指数(H22=100)-一致指数(参考)「外れ値」処理なし"" target=""_blank"">CI指数(H22=100)-一致指数(参考)「外れ値」処理なし</a>","2017年06月",114.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#CI指数(H22=100)-遅行指数(参考)「外れ値」処理なし"" target=""_blank"">CI指数(H22=100)-遅行指数(参考)「外れ値」処理なし</a>","2017年06月",115.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#DI指数-先行指数"" target=""_blank"">DI指数-先行指数</a>","2017年06月",50
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#DI指数-一致指数"" target=""_blank"">DI指数-一致指数</a>","2017年06月",87.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#DI指数-遅行指数"" target=""_blank"">DI指数-遅行指数</a>","2017年06月",50
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#DI累積指数-先行指数"" target=""_blank"">DI累積指数-先行指数</a>","2017年06月",1257.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#DI累積指数-一致指数"" target=""_blank"">DI累積指数-一致指数</a>","2017年06月",2893.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#DI累積指数-遅行指数"" target=""_blank"">DI累積指数-遅行指数</a>","2017年06月",2364.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#全産業活動指数(100):季節調整値"" target=""_blank"">全産業活動指数(100):季節調整値</a>","2017年06月",105.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#建設業活動指数(5.77):季節調整値"" target=""_blank"">建設業活動指数(5.77):季節調整値</a>","2017年06月",119.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#民間・建築・土木活動指数(3.54):季節調整値"" target=""_blank"">民間・建築・土木活動指数(3.54):季節調整値</a>","2017年06月",116.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#民間・建築活動指数(2.86):季節調整値"" target=""_blank"">民間・建築活動指数(2.86):季節調整値</a>","2017年06月",118
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#民間・建築住宅活動(1.89):季節調整値"" target=""_blank"">民間・建築住宅活動(1.89):季節調整値</a>","2017年06月",107.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#民間・建築非住宅活動(0.97):季節調整値"" target=""_blank"">民間・建築非住宅活動(0.97):季節調整値</a>","2017年06月",139
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#民間・土木活動(0.68):季節調整値"" target=""_blank"">民間・土木活動(0.68):季節調整値</a>","2017年06月",110.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#公共・建築・土木活動指数(2.23):季節調整値"" target=""_blank"">公共・建築・土木活動指数(2.23):季節調整値</a>","2017年06月",121.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#公共・建築活動(0.33):季節調整値"" target=""_blank"">公共・建築活動(0.33):季節調整値</a>","2017年06月",127.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#公共・土木活動(1.9):季節調整値"" target=""_blank"">公共・土木活動(1.9):季節調整値</a>","2017年06月",119.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#鉱工業生産指数(20.78):季節調整値"" target=""_blank"">鉱工業生産指数(20.78):季節調整値</a>","2017年06月",102.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#第3次産業活動指数(73.45):季節調整値"" target=""_blank"">第3次産業活動指数(73.45):季節調整値</a>","2017年06月",104.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#鉱工業及び第3次産業の統合指数(94.23):季節調整値"" target=""_blank"">鉱工業及び第3次産業の統合指数(94.23):季節調整値</a>","2017年06月",104.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#建設・民間企業設備(非住宅+土木)(1.65):季節調整値"" target=""_blank"">建設・民間企業設備(非住宅+土木)(1.65):季節調整値</a>","2017年06月",129
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#建設・民間住宅(再掲)(1.89):季節調整値"" target=""_blank"">建設・民間住宅(再掲)(1.89):季節調整値</a>","2017年06月",107.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#建設・公共(再掲)(2.23):季節調整値"" target=""_blank"">建設・公共(再掲)(2.23):季節調整値</a>","2017年06月",121.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#<参考系列>全産業活動指数(直接調整法)(100):季節調整値"" target=""_blank""><参考系列>全産業活動指数(直接調整法)(100):季節調整値</a>","2017年06月",105
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(前年比)(%)"" target=""_blank"">企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(前年比)(%)</a>","2017年07月",0.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(除く国際運輸)(前年比)(%)"" target=""_blank"">企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(除く国際運輸)(前年比)(%)</a>","2017年07月",0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(2010年=100)"" target=""_blank"">企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(2010年=100)</a>","2017年07月",103.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(除く国際運輸)(2010年=100)"" target=""_blank"">企業向けサービス価格指数(月次):[企業向けサービス価格指数]総平均(除く国際運輸)(2010年=100)</a>","2017年07月",104
