"URL","Date","Value"
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業</a>","2017年07月",4.11
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:建設躯体工事の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:建設躯体工事の職業</a>","2017年07月",10.06
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:建設の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:建設の職業</a>","2017年07月",4.21
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:電気工事の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:電気工事の職業</a>","2017年07月",2.88
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:土木の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:土木の職業</a>","2017年07月",3.64
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:採掘の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):建設・採掘の職業:採掘の職業</a>","2017年07月",3.54
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業</a>","2017年07月",0.53
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:運搬の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:運搬の職業</a>","2017年07月",1.14
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:清掃の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:清掃の職業</a>","2017年07月",1.03
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:包装の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:包装の職業</a>","2017年07月",2.61
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:その他の運搬・清掃・包装等の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):運搬・清掃・包装等の職業:その他の運搬・清掃・包装等の職業</a>","2017年07月",0.19
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):分類不能の職業"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):分類不能の職業</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#職業別有効求人倍率(パートタイムを除く常用):介護関係職種（※）"" target=""_blank"">職業別有効求人倍率(パートタイムを除く常用):介護関係職種（※）</a>","2017年07月",2.97
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人倍率(倍)-季節調整値"" target=""_blank"">新規求人倍率(倍)-季節調整値</a>","2017年07月",2.27
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人倍率(倍)-季節調整値"" target=""_blank"">有効求人倍率(倍)-季節調整値</a>","2017年07月",1.52
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就職率(対新規)(倍)-季節調整値"" target=""_blank"">就職率(対新規)(倍)-季節調整値</a>","2017年07月",34.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#充足率(対新規)(倍)-季節調整値"" target=""_blank"">充足率(対新規)(倍)-季節調整値</a>","2017年07月",15
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人数(万人)-季節調整値"" target=""_blank"">新規求人数(万人)-季節調整値</a>","2017年07月",94.9111
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求職申込件数(万件)-季節調整値"" target=""_blank"">新規求職申込件数(万件)-季節調整値</a>","2017年07月",41.7317
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人数(万人)-季節調整値"" target=""_blank"">有効求人数(万人)-季節調整値</a>","2017年07月",269.0012
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求職者数(万人)-季節調整値"" target=""_blank"">有効求職者数(万人)-季節調整値</a>","2017年07月",177.2978
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就職件数(万件)-季節調整値"" target=""_blank"">就職件数(万件)-季節調整値</a>","2017年07月",14.2374
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人倍率(-)-実数"" target=""_blank"">新規求人倍率(-)-実数</a>","2017年07月",2.42
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人倍率(-)-実数"" target=""_blank"">有効求人倍率(-)-実数</a>","2017年07月",1.47
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就職率(対新規)(-)-実数"" target=""_blank"">就職率(対新規)(-)-実数</a>","2017年07月",35.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#充足率(対新規)(-)-実数"" target=""_blank"">充足率(対新規)(-)-実数</a>","2017年07月",14.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人数(万人)-実数"" target=""_blank"">新規求人数(万人)-実数</a>","2017年07月",92.2441
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求職申込件数(万件)-実数"" target=""_blank"">新規求職申込件数(万件)-実数</a>","2017年07月",38.0718
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人数(万人)-実数"" target=""_blank"">有効求人数(万人)-実数</a>","2017年07月",261.6575
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求職者数(万人)-実数"" target=""_blank"">有効求職者数(万人)-実数</a>","2017年07月",178.5034
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就職件数(万件)-実数"" target=""_blank"">就職件数(万件)-実数</a>","2017年07月",13.5796
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#労働力人口(万人)-男女計:季節調整値"" target=""_blank"">労働力人口(万人)-男女計:季節調整値</a>","2017年07月",6736
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#労働力人口(万人)-男:季節調整値"" target=""_blank"">労働力人口(万人)-男:季節調整値</a>","2017年07月",3791
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#労働力人口(万人)-女:季節調整値"" target=""_blank"">労働力人口(万人)-女:季節調整値</a>","2017年07月",2944
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就業者(万人)-男女計:季節調整値"" target=""_blank"">就業者(万人)-男女計:季節調整値</a>","2017年07月",6545
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就業者(万人)-男:季節調整値"" target=""_blank"">就業者(万人)-男:季節調整値</a>","2017年07月",3673
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就業者(万人)-女:季節調整値"" target=""_blank"">就業者(万人)-女:季節調整値</a>","2017年07月",2872
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#雇用者(万人)-男女計:季節調整値"" target=""_blank"">雇用者(万人)-男女計:季節調整値</a>","2017年07月",5846
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#雇用者(万人)-男:季節調整値"" target=""_blank"">雇用者(万人)-男:季節調整値</a>","2017年07月",3241
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#雇用者(万人)-女:季節調整値"" target=""_blank"">雇用者(万人)-女:季節調整値</a>","2017年07月",2603
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#完全失業者(万人)-男女計:季節調整値"" target=""_blank"">完全失業者(万人)-男女計:季節調整値</a>","2017年07月",190
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#完全失業者(万人)-男:季節調整値"" target=""_blank"">完全失業者(万人)-男:季節調整値</a>","2017年07月",118
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#完全失業者(万人)-女:季節調整値"" target=""_blank"">完全失業者(万人)-女:季節調整値</a>","2017年07月",73
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#非労働力人口(万人)-男女計:季節調整値"" target=""_blank"">非労働力人口(万人)-男女計:季節調整値</a>","2017年07月",4367
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#非労働力人口(万人)-男:季節調整値"" target=""_blank"">非労働力人口(万人)-男:季節調整値</a>","2017年07月",1572
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#非労働力人口(万人)-女:季節調整値"" target=""_blank"">非労働力人口(万人)-女:季節調整値</a>","2017年07月",2798
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#完全失業率（％）-男女計:季節調整値"" target=""_blank"">完全失業率（％）-男女計:季節調整値</a>","2017年07月",2.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#完全失業率（％）-男:季節調整値"" target=""_blank"">完全失業率（％）-男:季節調整値</a>","2017年07月",3.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#完全失業率（％）-女:季節調整値"" target=""_blank"">完全失業率（％）-女:季節調整値</a>","2017年07月",2.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:業況DI:全産業"" target=""_blank"">商工会議所LOBO調査:業況DI:全産業</a>","2017年07月",-16.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:業況DI:建設業"" target=""_blank"">商工会議所LOBO調査:業況DI:建設業</a>","2017年07月",-13.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:業況DI:製造業"" target=""_blank"">商工会議所LOBO調査:業況DI:製造業</a>","2017年07月",-9.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:業況DI:卸売業"" target=""_blank"">商工会議所LOBO調査:業況DI:卸売業</a>","2017年07月",-11.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:業況DI:小売業"" target=""_blank"">商工会議所LOBO調査:業況DI:小売業</a>","2017年07月",-33.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:業況DI:ｻｰﾋﾞｽ業"" target=""_blank"">商工会議所LOBO調査:業況DI:ｻｰﾋﾞｽ業</a>","2017年07月",-11.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:売上DI:全産業"" target=""_blank"">商工会議所LOBO調査:売上DI:全産業</a>","2017年07月",-10.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:売上DI:建設業"" target=""_blank"">商工会議所LOBO調査:売上DI:建設業</a>","2017年07月",-13.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:売上DI:製造業"" target=""_blank"">商工会議所LOBO調査:売上DI:製造業</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:売上DI:卸売業"" target=""_blank"">商工会議所LOBO調査:売上DI:卸売業</a>","2017年07月",-4.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:売上DI:小売業"" target=""_blank"">商工会議所LOBO調査:売上DI:小売業</a>","2017年07月",-28
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:売上DI:ｻｰﾋﾞｽ業"" target=""_blank"">商工会議所LOBO調査:売上DI:ｻｰﾋﾞｽ業</a>","2017年07月",-5.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:採算DI:全産業"" target=""_blank"">商工会議所LOBO調査:採算DI:全産業</a>","2017年07月",-14.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:採算DI:建設業"" target=""_blank"">商工会議所LOBO調査:採算DI:建設業</a>","2017年07月",-11.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:採算DI:製造業"" target=""_blank"">商工会議所LOBO調査:採算DI:製造業</a>","2017年07月",-8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:採算DI:卸売業"" target=""_blank"">商工会議所LOBO調査:採算DI:卸売業</a>","2017年07月",-9.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:採算DI:小売業"" target=""_blank"">商工会議所LOBO調査:採算DI:小売業</a>","2017年07月",-28.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:採算DI:ｻｰﾋﾞｽ業"" target=""_blank"">商工会議所LOBO調査:採算DI:ｻｰﾋﾞｽ業</a>","2017年07月",-12.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:資金繰りDI:全産業"" target=""_blank"">商工会議所LOBO調査:資金繰りDI:全産業</a>","2017年07月",-7.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:資金繰りDI:建設業"" target=""_blank"">商工会議所LOBO調査:資金繰りDI:建設業</a>","2017年07月",-3.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:資金繰りDI:製造業"" target=""_blank"">商工会議所LOBO調査:資金繰りDI:製造業</a>","2017年07月",-2.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:資金繰りDI:卸売業"" target=""_blank"">商工会議所LOBO調査:資金繰りDI:卸売業</a>","2017年07月",-0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:資金繰りDI:小売業"" target=""_blank"">商工会議所LOBO調査:資金繰りDI:小売業</a>","2017年07月",-18.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:資金繰りDI:ｻｰﾋﾞｽ業"" target=""_blank"">商工会議所LOBO調査:資金繰りDI:ｻｰﾋﾞｽ業</a>","2017年07月",-7.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:仕入単価DI:全産業"" target=""_blank"">商工会議所LOBO調査:仕入単価DI:全産業</a>","2017年07月",-31.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:仕入単価DI:建設業"" target=""_blank"">商工会議所LOBO調査:仕入単価DI:建設業</a>","2017年07月",-32.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:仕入単価DI:製造業"" target=""_blank"">商工会議所LOBO調査:仕入単価DI:製造業</a>","2017年07月",-36
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:仕入単価DI:卸売業"" target=""_blank"">商工会議所LOBO調査:仕入単価DI:卸売業</a>","2017年07月",-25.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:仕入単価DI:小売業"" target=""_blank"">商工会議所LOBO調査:仕入単価DI:小売業</a>","2017年07月",-26.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:仕入単価DI:ｻｰﾋﾞｽ業"" target=""_blank"">商工会議所LOBO調査:仕入単価DI:ｻｰﾋﾞｽ業</a>","2017年07月",-31.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:従業員DI:全産業"" target=""_blank"">商工会議所LOBO調査:従業員DI:全産業</a>","2017年07月",21.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:従業員DI:建設業"" target=""_blank"">商工会議所LOBO調査:従業員DI:建設業</a>","2017年07月",28.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:従業員DI:製造業"" target=""_blank"">商工会議所LOBO調査:従業員DI:製造業</a>","2017年07月",13.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:従業員DI:卸売業"" target=""_blank"">商工会議所LOBO調査:従業員DI:卸売業</a>","2017年07月",16.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:従業員DI:小売業"" target=""_blank"">商工会議所LOBO調査:従業員DI:小売業</a>","2017年07月",22.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#商工会議所LOBO調査:従業員DI:ｻｰﾋﾞｽ業"" target=""_blank"">商工会議所LOBO調査:従業員DI:ｻｰﾋﾞｽ業</a>","2017年07月",25.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#建設技能労働者過不足率(8職種計・全国)-原数値"" target=""_blank"">建設技能労働者過不足率(8職種計・全国)-原数値</a>","2017年07月",1.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#建設技能労働者過不足率(8職種計・全国)-季節調整値"" target=""_blank"">建設技能労働者過不足率(8職種計・全国)-季節調整値</a>","2017年07月",1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人:正社員:原数値"" target=""_blank"">新規求人:正社員:原数値</a>","2017年06月",410432
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人:正社員:原数値"" target=""_blank"">有効求人:正社員:原数値</a>","2017年06月",1141631
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就職件数:正社員:原数値"" target=""_blank"">就職件数:正社員:原数値</a>","2017年06月",67495
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人倍率:正社員:原数値"" target=""_blank"">新規求人倍率:正社員:原数値</a>","2017年06月",1.47
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人倍率:正社員:原数値"" target=""_blank"">有効求人倍率:正社員:原数値</a>","2017年06月",0.95
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人:正社員:季節調整値"" target=""_blank"">新規求人:正社員:季節調整値</a>","2017年06月",413700
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人:正社員:季節調整値"" target=""_blank"">有効求人:正社員:季節調整値</a>","2017年06月",1164454
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#就職件数:正社員:季節調整値"" target=""_blank"">就職件数:正社員:季節調整値</a>","2017年06月",64049
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#新規求人倍率:正社員:季節調整値"" target=""_blank"">新規求人倍率:正社員:季節調整値</a>","2017年06月",1.46
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#有効求人倍率:正社員:季節調整値"" target=""_blank"">有効求人倍率:正社員:季節調整値</a>","2017年06月",1.01
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:季節調整済、2015年=100、2015年基準</a>","2017年07月",108.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸入:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸入:季節調整済、2015年=100、2015年基準</a>","2017年07月",103.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質貿易収支:季節調整済、対実質GDP比率、%"" target=""_blank"">実質貿易収支:季節調整済、対実質GDP比率、%</a>","2017年07月",0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:米国:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:米国:季節調整済、2015年=100、2015年基準</a>","2017年07月",109.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:EU:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:EU:季節調整済、2015年=100、2015年基準</a>","2017年07月",115.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:中国:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:中国:季節調整済、2015年=100、2015年基準</a>","2017年07月",113.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:NIEs・ASEAN等:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:NIEs・ASEAN等:季節調整済、2015年=100、2015年基準</a>","2017年07月",105.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:その他国･地域:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:その他国･地域:季節調整済、2015年=100、2015年基準</a>","2017年07月",100
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:中間財:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:中間財:季節調整済、2015年=100、2015年基準</a>","2017年07月",102.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:自動車関連:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:自動車関連:季節調整済、2015年=100、2015年基準</a>","2017年07月",107.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:情報関連:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:情報関連:季節調整済、2015年=100、2015年基準</a>","2017年07月",107.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:資本財:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:資本財:季節調整済、2015年=100、2015年基準</a>","2017年07月",110.8
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#実質輸出:その他:季節調整済、2015年=100、2015年基準"" target=""_blank"">実質輸出:その他:季節調整済、2015年=100、2015年基準</a>","2017年07月",113
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):総合"" target=""_blank"">消費者物価指数前年同月比(%):総合</a>","2017年07月",0.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮食品を除く総合"" target=""_blank"">消費者物価指数前年同月比(%):生鮮食品を除く総合</a>","2017年07月",0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):持家の帰属家賃を除く総合"" target=""_blank"">消費者物価指数前年同月比(%):持家の帰属家賃を除く総合</a>","2017年07月",0.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):持家の帰属家賃及び生鮮食品を除く総合"" target=""_blank"">消費者物価指数前年同月比(%):持家の帰属家賃及び生鮮食品を除く総合</a>","2017年07月",0.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):食料（酒類を除く）及びエネルギーを除く総合"" target=""_blank"">消費者物価指数前年同月比(%):食料（酒類を除く）及びエネルギーを除く総合</a>","2017年07月",-0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):食料"" target=""_blank"">消費者物価指数前年同月比(%):食料</a>","2017年07月",0.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮食品"" target=""_blank"">消費者物価指数前年同月比(%):生鮮食品</a>","2017年07月",-1.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮食品を除く食料"" target=""_blank"">消費者物価指数前年同月比(%):生鮮食品を除く食料</a>","2017年07月",0.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):穀類"" target=""_blank"">消費者物価指数前年同月比(%):穀類</a>","2017年07月",1.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):魚介類"" target=""_blank"">消費者物価指数前年同月比(%):魚介類</a>","2017年07月",4.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮魚介（再掲）"" target=""_blank"">消費者物価指数前年同月比(%):生鮮魚介（再掲）</a>","2017年07月",5.7
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):肉類"" target=""_blank"">消費者物価指数前年同月比(%):肉類</a>","2017年07月",1.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):乳卵類"" target=""_blank"">消費者物価指数前年同月比(%):乳卵類</a>","2017年07月",-0.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):野菜・海藻"" target=""_blank"">消費者物価指数前年同月比(%):野菜・海藻</a>","2017年07月",-3.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮野菜（再掲）"" target=""_blank"">消費者物価指数前年同月比(%):生鮮野菜（再掲）</a>","2017年07月",-6.6
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):果物"" target=""_blank"">消費者物価指数前年同月比(%):果物</a>","2017年07月",0.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):生鮮果物（再掲）"" target=""_blank"">消費者物価指数前年同月比(%):生鮮果物（再掲）</a>","2017年07月",0.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):油脂・調味料"" target=""_blank"">消費者物価指数前年同月比(%):油脂・調味料</a>","2017年07月",0.5
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):菓子類"" target=""_blank"">消費者物価指数前年同月比(%):菓子類</a>","2017年07月",0.9
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):調理食品"" target=""_blank"">消費者物価指数前年同月比(%):調理食品</a>","2017年07月",0
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):飲料"" target=""_blank"">消費者物価指数前年同月比(%):飲料</a>","2017年07月",-0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):酒類"" target=""_blank"">消費者物価指数前年同月比(%):酒類</a>","2017年07月",5.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):外食"" target=""_blank"">消費者物価指数前年同月比(%):外食</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):住居"" target=""_blank"">消費者物価指数前年同月比(%):住居</a>","2017年07月",-0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):持家の帰属家賃を除く住居"" target=""_blank"">消費者物価指数前年同月比(%):持家の帰属家賃を除く住居</a>","2017年07月",-0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):家賃"" target=""_blank"">消費者物価指数前年同月比(%):家賃</a>","2017年07月",-0.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):持家の帰属家賃を除く家賃"" target=""_blank"">消費者物価指数前年同月比(%):持家の帰属家賃を除く家賃</a>","2017年07月",-0.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):設備修繕・維持"" target=""_blank"">消費者物価指数前年同月比(%):設備修繕・維持</a>","2017年07月",0.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):光熱・水道"" target=""_blank"">消費者物価指数前年同月比(%):光熱・水道</a>","2017年07月",4.3
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):電気代"" target=""_blank"">消費者物価指数前年同月比(%):電気代</a>","2017年07月",6.1
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):ガス代"" target=""_blank"">消費者物価指数前年同月比(%):ガス代</a>","2017年07月",1.4
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):他の光熱"" target=""_blank"">消費者物価指数前年同月比(%):他の光熱</a>","2017年07月",21.2
"<a href=""http://indicator.am-consulting.co.jp/indicators.html#消費者物価指数前年同月比(%):上下水道料"" target=""_blank"">消費者物価指数前年同月比(%):上下水道料</a>","2017年07月",0.6
