"Date","CHINA:China News-Based EPU"
1995-01-01,192.911911010742
1995-02-01,193.987854003906
1995-03-01,88.2270355224609
1995-04-01,131.034713745117
1995-05-01,177.096862792969
1995-06-01,79.0962371826172
1995-07-01,61.7326889038086
1995-08-01,52.9831237792969
1995-09-01,76.8200836181641
1995-10-01,153.871292114258
1995-11-01,100.061500549316
1995-12-01,143.116683959961
1996-01-01,128.429458618164
1996-02-01,111.158187866211
1996-03-01,69.440673828125
1996-04-01,63.3574409484863
1996-05-01,84.1733627319336
1996-06-01,36.838809967041
1996-07-01,47.6848106384277
1996-08-01,55.9535446166992
1996-09-01,51.0410308837891
1996-10-01,53.6197624206543
1996-11-01,85.2998657226562
1996-12-01,69.185188293457
1997-01-01,88.3237075805664
1997-02-01,115.348678588867
1997-03-01,59.410587310791
1997-04-01,123.271347045898
1997-05-01,20.5798301696777
1997-06-01,62.7238693237305
1997-07-01,42.5902824401855
1997-08-01,27.1260890960693
1997-09-01,70.8626708984375
1997-10-01,83.1576614379883
1997-11-01,69.0557479858398
1997-12-01,20.722469329834
1998-01-01,77.7058334350586
1998-02-01,98.6847991943359
1998-03-01,64.9212036132812
1998-04-01,19.4397773742676
1998-05-01,41.8042182922363
1998-06-01,68.2985610961914
1998-07-01,100.436050415039
1998-08-01,38.225399017334
1998-09-01,74.3296966552734
1998-10-01,128.118682861328
1998-11-01,51.1158256530762
1998-12-01,69.6688232421875
1999-01-01,123.669654846191
1999-02-01,98.3240509033203
1999-03-01,82.2781295776367
1999-04-01,16.566032409668
1999-05-01,116.039390563965
1999-06-01,101.522506713867
1999-07-01,66.9092025756836
1999-08-01,39.8008232116699
1999-09-01,102.302528381348
1999-10-01,78.2761993408203
1999-11-01,62.0169639587402
1999-12-01,36.9937858581543
2000-01-01,44.0044403076172
2000-02-01,9.0667085647583
2000-03-01,44.3991355895996
2000-04-01,35.4414138793945
2000-05-01,71.1358032226562
2000-06-01,36.8569755554199
2000-07-01,18.6074047088623
2000-08-01,27.1408653259277
2000-09-01,58.0100479125977
2000-10-01,70.6066284179688
2000-11-01,140.367965698242
2000-12-01,112.611595153809
2001-01-01,97.3254470825195
2001-02-01,65.1502456665039
2001-03-01,114.628456115723
2001-04-01,107.183601379395
2001-05-01,95.7611694335938
2001-06-01,54.4795532226562
2001-07-01,118.175399780273
2001-08-01,131.479232788086
2001-09-01,202.877716064453
2001-10-01,297.2353515625
2001-11-01,128.783508300781
2001-12-01,136.847198486328
2002-01-01,159.894439697266
2002-02-01,163.701156616211
2002-03-01,140.205352783203
2002-04-01,117.485481262207
2002-05-01,33.7605895996094
2002-06-01,116.777503967285
2002-07-01,88.0682754516602
2002-08-01,140.530975341797
2002-09-01,188.888671875
2002-10-01,147.994537353516
2002-11-01,109.759094238281
2002-12-01,85.2096939086914
2003-01-01,141.765655517578
2003-02-01,88.5965347290039
2003-03-01,184.786010742188
2003-04-01,124.310195922852
2003-05-01,102.035911560059
2003-06-01,87.3200225830078
2003-07-01,92.3722457885742
2003-08-01,89.334228515625
2003-09-01,127.821273803711
2003-10-01,106.513633728027
2003-11-01,37.1593055725098
2003-12-01,97.1357269287109
2004-01-01,101.158401489258
2004-02-01,46.9038314819336
2004-03-01,85.3529968261719
2004-04-01,43.165828704834
2004-05-01,137.987197875977
2004-06-01,59.1210861206055
2004-07-01,50.4869613647461
2004-08-01,88.0399856567383
2004-09-01,92.0310440063477
2004-10-01,107.500518798828
2004-11-01,93.9905014038086
2004-12-01,96.8782119750977
2005-01-01,75.7304382324219
2005-02-01,32.5974464416504
2005-03-01,99.0012512207031
2005-04-01,50.3678855895996
2005-05-01,105.350166320801
2005-06-01,42.9722595214844
2005-07-01,35.5552101135254
2005-08-01,92.999137878418
2005-09-01,68.2611389160156
2005-10-01,32.7294769287109
2005-11-01,86.7579803466797
2005-12-01,57.2202110290527
2006-01-01,83.6084365844727
2006-02-01,64.7151031494141
2006-03-01,84.22509765625
2006-04-01,133.504699707031
2006-05-01,66.0226898193359
2006-06-01,110.924346923828
2006-07-01,42.7070846557617
2006-08-01,36.3594551086426
2006-09-01,71.5186614990234
2006-10-01,74.1251449584961
2006-11-01,43.8959045410156
2006-12-01,67.6783905029297
2007-01-01,80.1708374023438
2007-02-01,64.6591186523438
2007-03-01,70.0743255615234
2007-04-01,68.3313446044922
2007-05-01,47.7915267944336
2007-06-01,77.0894622802734
2007-07-01,136.720581054688
2007-08-01,56.7362403869629
2007-09-01,90.5712051391602
2007-10-01,92.5426025390625
2007-11-01,108.428466796875
2007-12-01,93.8269271850586
2008-01-01,142.805236816406
2008-02-01,157.754272460938
2008-03-01,174.01171875
2008-04-01,145.514495849609
2008-05-01,100.683578491211
2008-06-01,157.011932373047
2008-07-01,152.117919921875
