"Date","大企業-全産業-当期","大企業-全産業-翌期","大企業-全産業-翌々期","大企業-製造業-当期","大企業-製造業-翌期","大企業-製造業-翌々期","大企業-非製造業-当期","大企業-非製造業-翌期","大企業-非製造業-翌々期","中堅企業-全産業-当期","中堅企業-全産業-翌期","中堅企業-全産業-翌々期","中堅企業-製造業-当期","中堅企業-製造業-翌期","中堅企業-製造業-翌々期","中堅企業-非製造業-当期","中堅企業-非製造業-翌期","中堅企業-非製造業-翌々期","中小企業-全産業-当期","中小企業-全産業-翌期","中小企業-全産業-翌々期","中小企業-製造業-当期","中小企業-製造業-翌期","中小企業-製造業-翌々期","中小企業-非製造業-当期","中小企業-非製造業-翌期","中小企業-非製造業-翌々期"
2004-06-01,8.2,6.8,6.3,11.4,9.6,9.2,6,4.8,4.3,8.4,5.6,4.7,12.7,9.7,8.7,7,4.3,3.4,-3.6,-4.4,-5.3,2.2,-1.2,-1.1,-4.9,-5,-6.2
2004-09-01,8.9,6.3,5.4,13,9.5,8.6,6.1,4.2,3.2,9.1,6.4,5.4,15.4,10.7,8.9,7,5,4.3,0.2,-2.5,-3.8,-1.5,-1.2,0.4,0.6,-2.7,-4.7
2004-12-01,9.2,7.2,6.3,11.8,9.3,8,7.4,5.9,5.1,7.8,6,5,14.2,10.9,9.7,5.8,4.3,3.5,-0.1,-3.6,-3.4,3.3,-0.4,0.7,-0.8,-4.3,-4.3
2005-03-01,10,7.8,7.4,11.4,9.8,9.8,9.1,6.5,5.8,8.5,5.9,5.6,12.8,10,9.8,7.1,4.5,4.2,1.8,-1.5,-0.9,4.3,4.6,3.2,1.2,-2.8,-1.7
2005-06-01,12.1,9.9,9.2,13.2,11.7,11.4,11.4,8.7,7.8,15.5,12.2,10.9,16.5,13.5,11.5,15.2,11.8,10.7,2.7,-0.5,-1.3,12.4,6.1,4.5,0.7,-1.9,-2.5
2005-09-01,11.4,9.8,9,11,9.3,8.3,11.7,10.2,9.5,14.6,12.4,10.7,15.9,13.9,12.4,14.1,11.9,10.1,4.6,1.3,0.7,12.5,6.7,5.3,2.9,0.2,-0.3
2005-12-01,12.7,10.3,9.7,12,9.9,9.3,13.1,10.5,10,15.2,12.3,10,17.4,16.4,14,14.5,10.9,8.6,7.4,3.1,1.8,15.2,12.3,7,5.8,1.2,0.6
2006-03-01,12.9,11.6,10.6,12.5,11.1,10.1,13.2,12,11,13.8,10.1,10,19.8,15.6,14.2,11.8,8.3,8.6,6.3,1.8,1,13.3,6.7,4.1,4.8,0.8,0.3
2006-06-01,13.3,10.9,10.5,13.1,10.7,10.1,13.5,10.9,10.7,17.2,13.2,11.4,24,20.6,17.9,15,10.8,9.3,8.1,3.7,1.3,15,8.8,7,6.7,2.6,0
2006-09-01,11.4,9.1,9.4,11.6,10.3,10.1,11.2,8.3,9,13.2,10.6,9.9,15,13.2,12.2,12.6,9.7,9.1,6.7,2.2,0.6,12.3,8.3,7.4,5.5,1,-0.8
2006-12-01,12.1,10.4,9.9,12.8,10.8,10.2,11.6,10.2,9.7,13.1,9.5,8.7,18.2,13.7,13.7,11.4,8.1,7.1,5,1.3,-1.2,15.9,9.8,6.6,2.8,-0.5,-2.8
2007-03-01,10.7,9.4,9,11.2,9.7,9.2,10.3,9.1,8.8,11.7,8.5,8.1,17.8,11.6,10.8,9.7,7.4,7.2,2.6,0.2,-0.7,7.8,3.2,1.8,1.5,-0.5,-1.2
2007-06-01,11.2,9.6,9.4,10.6,8.7,8.8,11.6,10.3,9.9,13.4,9.7,10.1,19,16,16.3,11.6,7.7,8,5.6,0.5,-0.1,9.4,-1.3,-1,4.8,0.8,0.1
2007-09-01,9.7,9.1,8.7,10.4,9.8,9.2,9.3,8.6,8.3,11,8.9,7,17.1,14.1,11.6,9,7.3,5.5,-0.2,-3.5,-3.1,4.5,0,0.4,-1.2,-4.2,-3.8
2007-12-01,9.8,8.5,8,11.2,8.9,8.4,8.9,8.2,7.7,8.8,6.5,6.1,13.8,10.7,9.3,7.1,5.1,5.1,-2.1,-5.3,-3.9,2.9,-1.2,-0.5,-3.1,-6.1,-4.6
2008-03-01,7.6,6.9,6.7,9.7,8.2,8.4,6.1,6.1,5.6,3.9,2.3,2.8,10.7,6.5,7.1,1.7,0.9,1.4,-4.2,-6.2,-6.9,0.6,-3.1,-3.9,-5.2,-6.8,-7.5
2008-06-01,7.1,7.1,6.7,10.4,9.1,8.2,4.8,5.8,5.6,1.8,1.8,1.3,11.9,10.4,8.3,-1.5,-1,-0.9,-5.3,-7.1,-8.4,-2.8,-3.8,-6,-5.8,-7.8,-8.9
2008-09-01,4.3,3.5,4,6.6,5.8,6.1,2.7,2,2.5,-1,-0.7,-1,9.5,9.5,7.7,-4.4,-4,-3.8,-6.7,-8.7,-11,-2.5,-6,-8.5,-7.5,-9.2,-11.6
2008-12-01,-9.5,-7.5,-2.8,-8.5,-6.7,-2.1,-10.1,-8.1,-3.3,-12.6,-12.5,-7.8,-5.2,-4.5,-2.3,-14.9,-15,-9.6,-16.4,-19.3,-16.4,-15.7,-17.6,-13.3,-16.6,-19.6,-17.1
2009-03-01,-17.9,-10.3,-6.1,-19.4,-10.6,-5.1,-16.8,-10,-6.7,-17.1,-14,-11,-16,-11.9,-9.6,-17.4,-14.7,-11.5,-16.4,-18.8,-17,-13.3,-15.9,-13.9,-17,-19.4,-17.6
2009-06-01,-8.8,-6.1,-3.4,-8.3,-5.5,-3.2,-9,-6.5,-3.6,-10.9,-9.4,-7.7,-10.8,-9.7,-7.9,-11,-9.3,-7.6,-11.3,-11.2,-10.7,-3.4,-5.2,-5.4,-12.9,-12.5,-11.8
2009-09-01,-4.4,-3,-1.9,-4.1,-3.1,-1.7,-4.6,-2.9,-2,-5.3,-5.8,-4.7,-4.8,-4.1,-3.8,-5.5,-6.4,-5.1,-11.9,-12.9,-11.9,-6.9,-10.7,-8.5,-12.9,-13.4,-12.6
2009-12-01,-2.3,-2.5,-0.6,0,-1.2,1.2,-3.9,-3.3,-1.8,-6.3,-7,-5.5,-4.6,-4.9,-3.3,-6.8,-7.7,-6.2,-10.4,-12.3,-10,-1.1,-4.2,-2.4,-12.2,-13.9,-11.6
2010-03-01,-0.2,-0.9,-0.1,0.9,1.2,2.2,-1,-2.2,-1.5,-4.1,-5.4,-3.8,-4.7,-6.5,-2.9,-3.9,-5.1,-4,-9.5,-10.6,-9.6,-0.9,-3,-3.5,-11.2,-12.2,-10.8
2010-06-01,3.2,2,2.1,6.4,4.4,4.5,1.1,0.5,0.4,2.3,1,0.8,1.8,0.5,0.8,2.4,1.2,0.7,-6.4,-7.2,-7.9,4.3,-0.3,0.2,-8.6,-8.6,-9.5
2010-09-01,4.3,2.4,2.7,6.8,4.6,5.1,2.7,0.8,1,2.8,1.3,1.1,2,2.3,1.8,3.1,1,0.8,-6,-7.7,-9.3,1,-1.1,-3.8,-7.4,-9.1,-10.5
2010-12-01,4.8,3.1,2.7,7.1,4,3.2,3.3,2.4,2.4,4,1.8,1,3,0.9,1.2,4.3,2.1,1,-5.1,-8,-8.6,2.2,-1,-3.2,-6.6,-9.4,-9.8
2011-03-01,6.1,3.9,3,8.1,6,5,4.7,2.6,1.7,4.9,2.9,2.8,6.9,4.5,5,4.3,2.4,2.1,-5,-6.5,-6.1,3,0.2,-0.4,-6.6,-7.9,-7.3
2011-06-01,5.6,4,4.1,8.1,5.7,5.7,3.8,2.9,3.1,2.9,1.6,1.8,5.6,3.7,5.4,2,0.9,0.7,-8.8,-11.7,-11.1,-2.6,-9.3,-7.4,-10,-12.2,-11.9
2011-09-01,5.7,4.4,3.9,7.3,5.9,5.3,4.6,3.5,3,3.7,1.8,1.5,8.7,8,7.3,2,-0.2,-0.4,-6.7,-8.1,-8.5,-0.8,-5.5,-5.4,-7.9,-8.6,-9.1
2011-12-01,5.4,4.3,3.8,6.3,5.4,4.8,4.7,3.4,3.1,4.1,1.8,2,5.8,2.9,4.4,3.6,1.4,1.3,-3.9,-7.2,-6.1,-1.6,-5.1,-4.6,-4.4,-7.7,-6.4
2012-03-01,5,4.2,3.9,5.1,4.2,4.4,4.9,4.2,3.5,3.6,1.6,1.6,5.6,3.2,3.8,2.9,1,0.9,-4.9,-7.9,-6.8,-0.3,-8,-6.4,-5.9,-7.8,-6.9
2012-06-01,5.1,4.4,3.7,5.7,4.6,3.4,4.7,4.2,3.9,7.8,7.3,6,10.1,10.4,9.3,7.1,6.3,4.9,-1,-3.3,-4.5,3.5,-2.5,-2,-1.9,-3.5,-5
2012-09-01,4.9,3.9,3.9,5,4.3,4.3,4.9,3.6,3.6,6.3,4.8,4.4,4.4,4.2,4.7,6.9,4.9,4.3,-0.3,-2.2,-4.1,2.2,-0.4,-3.3,-0.8,-2.6,-4.2
2012-12-01,5.4,4.8,4,4.5,4.3,3.3,6.1,5.1,4.5,7,5.3,4.6,3,2.1,1.2,8.3,6.3,5.7,0.2,-4.6,-5.1,-1.9,-7,-6.7,0.6,-4.1,-4.7
2013-03-01,5.7,4.9,4.5,3.2,3.7,3.6,7.3,5.7,5.1,10.4,7.9,7.1,7,5.8,5.3,11.5,8.6,7.7,5.7,1.4,2.2,4.3,2.2,2.2,6,1.2,2.2
2013-06-01,8.1,6.6,6,6.9,5.3,4.8,8.9,7.5,6.9,10.4,7.9,6.5,11.7,8,7.8,9.9,7.8,6.1,8.3,4.7,3.2,7.1,2.3,3.5,8.6,5.2,3.1
2013-09-01,9.3,7,6.4,7.3,5.4,5.1,10.5,8.1,7.2,10.7,7.9,6.5,11.5,8.9,8.4,10.4,7.5,5.9,5.1,1.4,0.6,6.9,2.9,2.9,4.7,1.1,0.1
2013-12-01,9.4,7.6,6.6,8,6.1,5.1,10.4,8.7,7.6,11.4,9.1,6.8,11.4,9.8,8.5,11.4,8.8,6.2,8,4.9,1.5,10.2,4.8,3.5,7.6,4.9,1.1
2014-03-01,8.9,6.5,5.9,6.5,5.4,4.7,10.6,7.2,6.7,10.8,7,6.9,9.7,6.4,5.4,11.2,7.2,7.4,9.1,2.2,1.7,6.8,-0.8,-1.1,9.6,2.8,2.3
2014-06-01,9.7,7.5,6.6,8.7,6.6,6.1,10.4,8.1,7,11.6,9.9,8.1,13.6,12.3,9.6,10.9,9.1,7.7,7.2,2.8,2.5,12.7,5.9,4.6,6.1,2.2,2.1
2014-09-01,9.5,7.7,6.7,8.2,6.4,5.5,10.4,8.5,7.5,14.9,11.7,10,15.8,10.8,8.5,14.6,12,10.6,7.2,3.4,3.2,6,3.9,1.4,7.5,3.3,3.5
2014-12-01,9.4,7.8,6.5,8.6,7,6.4,9.9,8.3,6.5,13.8,10.9,8.4,12.8,10.1,9.2,14.1,11.1,8.2,5.3,1.6,-0.1,5.8,2.1,0.1,5.2,1.5,-0.1
2015-03-01,9.3,7.4,6.1,9,7.3,6.6,9.6,7.5,5.8,13.7,11,10.9,11.3,8.8,8.4,14.6,11.7,11.7,6.7,3.8,2.3,5.9,4.4,3,6.8,3.7,2.2
2015-06-01,9.3,7.4,6.5,8.3,6.4,6.1,9.9,8.1,6.7,14.7,11.9,10.7,11.9,10.1,10.1,15.7,12.5,10.8,14.1,8.8,7.5,14.1,9.6,7,14.1,8.7,7.6
2015-09-01,8.2,6.5,6.1,6.6,5.4,5.1,9.3,7.2,6.8,14.3,11.7,11.4,10.4,8.8,8.9,15.6,12.7,12.2,9.4,5.7,4.7,13.3,11.2,10.3,8.6,4.6,3.6
2015-12-01,8.7,7.6,6.8,7.8,7.8,6.7,9.3,7.5,6.9,14.9,12.4,10.6,10.4,8.8,6.1,16.3,13.6,12.1,10.2,7.1,5.8,11.9,8.8,6.2,9.9,6.7,5.7
2016-03-01,9.6,7.5,6.5,9.4,7,6.2,9.8,7.8,6.7,15,12.7,11,11.7,9.8,9.5,16.1,13.7,11.5,12,7.1,5.7,10.6,6.2,5.4,12.3,7.3,5.8
2016-06-01,10.2,8.7,7.7,10.1,8.8,8.1,10.3,8.6,7.5,15.8,13.3,12,12.1,10.3,8.8,17.1,14.3,13.1,11.8,5.2,4,11.2,4.7,4.4,11.9,5.3,3.9
2016-09-01,9.4,8.1,7.4,9.3,8.1,6.9,9.4,8.1,7.8,16.2,14.4,13.2,11,9.5,8.4,18,16,14.8,13.8,8.5,6.7,12.2,7.8,6.6,14.1,8.7,6.8
2016-12-01,8.1,6.9,6.3,8.2,7,5.9,8.1,6.9,6.5,14.6,12.3,11.1,12.6,10.5,9,15.2,12.8,11.8,12.4,7.7,5.4,11.6,6.9,6.3,12.5,7.8,5.2
2017-03-01,9.2,7.7,6.9,7.1,5.6,5.5,10.5,9,7.8,15.4,13.4,11.3,15.8,13.5,12,15.2,13.3,11,13.8,9.6,7.4,12.2,10.3,9.3,14.2,9.4,7
