time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-09-29T13:06:08.320Z,46.367,153.307,10,5,mwc,155,102.8,,0.84,us,usp000eu2m,2016-11-10T01:28:46.321Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-09-28T01:36:48.330Z,46.462,153.36,11,5.9,mwb,582,82,,0.95,us,usp000etyx,2016-11-10T01:28:43.405Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
2006-09-26T23:51:53.450Z,46.249,153.369,10,5,mwc,136,99,,0.81,us,usp000etw6,2016-11-10T01:28:40.956Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-09-26T02:25:37.730Z,46.37,153.151,10,5,mwc,249,113.1,,0.94,us,usp000etu8,2016-11-10T01:28:39.138Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-09-26T01:02:15.230Z,46.398,153.199,10,5.2,mwc,313,80.7,,0.86,us,usp000etu2,2016-11-10T01:28:38.570Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-09-25T22:03:47.910Z,33.46,131.514,72.7,5.3,mwc,355,29.7,,0.89,us,usp000ettt,2016-11-10T01:28:37.429Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,gcmt
2006-09-16T02:22:50.620Z,41.364,135.697,367.2,5.9,mwb,429,52.6,,0.86,us,usp000et5k,2016-11-10T01:28:16.231Z,"Sea of Japan",earthquake,,3.9,,,reviewed,us,us
2006-09-13T13:25:40.140Z,46.972,146.364,340.9,5.3,mwc,333,84.5,,0.79,us,usp000et17,2016-11-10T00:20:47.710Z,"northwest of the Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-09-06T18:06:33.630Z,35.48,140.837,49.7,5.1,mwc,184,108.5,,0.63,us,usp000esk9,2016-11-10T01:27:59.633Z,"near the east coast of Honshu, Japan",earthquake,,5.1,,,reviewed,us,gcmt
2006-08-31T22:58:25.800Z,28.798,130.03,33.2,5.5,mwb,360,59.6,,0.87,us,usp000es6q,2016-11-10T01:27:43.465Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2006-08-31T09:41:39.600Z,45.322,149.943,44,5.1,mwc,287,81.3,,0.76,us,usp000es5j,2016-11-10T01:27:41.946Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-08-30T19:28:35.590Z,47.25,152.163,103.6,5,mb,195,127.1,,0.71,us,usp000es45,2014-11-07T01:30:03.383Z,"Kuril Islands",earthquake,,6.6,,99,reviewed,us,us
2006-08-27T17:11:17.470Z,24.953,122.936,146,5.4,mwb,392,74.2,,0.82,us,usp000erwt,2016-11-10T01:27:32.523Z,"Taiwan region",earthquake,,,,,reviewed,us,us
2006-08-22T16:51:06.710Z,47.559,154.292,17.8,5.2,mwc,296,83.3,,0.69,us,usp000erh9,2016-11-10T01:27:20.357Z,"Kuril Islands",earthquake,,12,,,reviewed,us,hrv
2006-08-21T22:20:49.480Z,33.631,135.825,411.2,5.5,mwc,276,48.8,,0.82,us,usp000erfk,2016-11-10T00:20:45.258Z,"near the south coast of western Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-08-20T03:01:02.410Z,49.823,156.415,26,6,mwc,659,77.6,,0.8,us,usp000erbz,2016-11-10T01:27:14.854Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-08-20T01:58:19.510Z,39.667,143.542,36.4,5.1,mwc,167,113.8,,0.73,us,usp000erbt,2016-11-10T01:27:13.853Z,"off the east coast of Honshu, Japan",earthquake,,5.8,,,reviewed,us,hrv
2006-08-17T15:20:35.020Z,46.542,141.908,14,5.6,mwc,709,31.1,,0.74,us,usp000er5z,2017-04-13T22:20:28.062Z,"Sakhalin, Russia",earthquake,,,,,reviewed,us,hrv
2006-08-12T18:39:17.240Z,28.789,130.016,22,5.5,mwc,346,63.4,,0.74,us,usp000eqtp,2016-11-10T01:26:52.612Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
2006-08-11T23:51:07.560Z,22.447,121.531,42.5,5.2,mwc,250,46.6,,1.01,us,usp000eqrm,2016-11-10T01:26:49.591Z,"Taiwan region",earthquake,,5.4,,,reviewed,us,hrv
2006-08-06T18:16:39.720Z,26.119,144.011,20,5.9,mwc,448,25.1,,0.72,us,usp000eqcc,2016-11-10T01:26:36.144Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2006-07-28T07:40:11.840Z,24.183,122.526,33,5.9,mwc,373,50.6,,0.99,us,usp000epr8,2016-11-10T01:26:15.941Z,"Taiwan region",earthquake,,,,,reviewed,us,hrv
2006-07-05T17:08:41.050Z,40.171,142.318,46.4,5.3,mwc,368,73.2,,0.72,us,usp000emye,2016-11-10T01:25:07.429Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-06-30T23:28:13.230Z,38.47,142.156,40,5.2,mwc,369,119.7,,,us,usp000emnr,2016-11-10T01:24:52.841Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,jma,hrv
2006-06-24T23:43:38.170Z,43.505,150.015,40.6,5.1,mwc,282,115.7,,0.83,us,usp000em6u,2016-11-10T01:24:30.193Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-06-22T10:53:11.570Z,45.417,149.343,95,6,mwb,734,21.7,,0.84,us,usp000em03,2016-11-10T01:24:19.265Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
2006-06-16T20:19:21.390Z,40.329,143.612,28.8,5.5,mwc,363,108.3,,0.75,us,usp000ekj0,2016-11-10T01:24:03.712Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-06-16T18:29:29.640Z,46.605,144.53,365,5.3,mwc,624,64.2,,0.72,us,usp000ekhg,2016-11-10T00:20:41.215Z,"Sea of Okhotsk",earthquake,,,,,reviewed,us,hrv
2006-06-16T17:10:40.300Z,40.349,143.712,30,5.5,mwb,415,73.5,,0.73,us,usp000ekhe,2016-11-10T01:24:03.146Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2006-06-16T14:47:09.050Z,30.7,141.557,34,5,mwc,93,54.3,,0.76,us,usp000ekh8,2016-11-10T01:24:02.522Z,"Izu Islands, Japan region",earthquake,,13.4,,,reviewed,us,hrv
2006-06-11T20:01:26.350Z,33.134,131.145,140,6.3,mwb,623,24.1,,0.79,us,usp000ek60,2017-04-26T18:06:00.044Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,us
2006-06-05T00:39:04.690Z,21.556,121.918,25.6,5,mwc,99,97,,1.29,us,usp000ejqp,2016-11-10T01:23:27.386Z,"Taiwan region",earthquake,,,,,reviewed,us,hrv
2006-05-26T10:25:59.980Z,30.398,138.35,438.3,5.2,mwc,199,55.8,,0.71,us,usp000ej0c,2016-11-10T00:20:38.176Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2006-05-25T14:19:27.970Z,20.646,120.107,24.3,5.1,mwc,133,53.6,,0.85,us,usp000ehxk,2016-11-10T01:22:46.901Z,"Philippine Islands region",earthquake,,,,,reviewed,us,hrv
2006-05-22T15:16:20.530Z,30.011,131.011,39,5.3,mwc,84,72.7,,0.79,us,usp000ehq5,2016-11-10T01:22:35.589Z,"Kyushu, Japan",earthquake,,4.8,,,reviewed,us,hrv
2006-05-11T16:09:45.140Z,42.97,145.736,50.1,5,mwc,356,105.2,,0.69,us,usp000egvr,2016-11-10T01:22:08.011Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
2006-05-07T01:53:03.650Z,21.555,120.812,39.2,5.4,mwb,211,71.7,,0.79,us,usp000egfa,2016-11-10T01:21:50.612Z,"Taiwan region",earthquake,,,,,reviewed,us,us
2006-05-01T22:37:53.490Z,20.261,146.866,53.4,5,mwc,55,49.8,,1.11,us,usp000eg0f,2016-11-10T01:21:38.244Z,"Mariana Islands region",earthquake,,14.9,,,reviewed,us,hrv
2006-04-28T09:05:26.030Z,23.956,121.566,8.5,5.2,mwc,100,47.6,,1.1,us,usp000efpg,2016-11-10T01:21:15.732Z,"Taiwan",earthquake,,6.1,,,reviewed,us,hrv
2006-04-28T04:19:44.790Z,28.33,127.611,10,5.3,mwc,17,120.1,,1.14,us,usp000efny,2016-11-10T01:21:14.709Z,"northwest of the Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
2006-04-20T17:50:40.450Z,34.858,139.207,22.6,5.6,mwb,220,48.6,,0.96,us,usp000ef0m,2017-04-26T18:05:45.041Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2006-04-16T11:48:56.990Z,30.242,138.565,431.6,5.7,mwb,349,42.5,,0.73,us,usp000eepa,2016-11-10T00:20:33.858Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
2006-04-15T22:40:54.230Z,22.802,121.362,18,5.9,mwb,277,34.8,,1.05,us,usp000eemh,2017-04-26T18:05:43.100Z,"Taiwan region",earthquake,,,,,reviewed,us,us
2006-04-14T03:43:08.240Z,47.737,152.98,136.5,5.3,mwc,256,73.2,,0.75,us,usp000eeg3,2016-11-10T01:20:28.086Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-04-13T04:27:22.620Z,41.85,142.707,37.2,5.3,mwc,314,76.7,,0.76,us,usp000eecg,2016-11-10T01:20:25.039Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
2006-04-10T11:25:59.630Z,43.691,144.755,120,5.1,mwc,300,62.5,,0.66,us,usp000ee37,2016-11-10T01:20:17.892Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
2006-04-09T18:28:13.530Z,29.404,128.727,48.4,5,mwc,75,106.1,,1.06,us,usp000ee1r,2016-11-10T01:20:14.258Z,"northwest of the Ryukyu Islands, Japan",earthquake,,6.8,,,reviewed,us,hrv
2006-04-07T15:00:02.100Z,44.88,150.373,65.4,5.5,mwb,469,80.4,,0.83,us,usp000edwz,2016-11-10T01:20:10.821Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,us
2006-04-06T17:09:38.210Z,46.952,153.94,35,5,mwc,192,82.5,,0.89,us,usp000edut,2016-11-10T01:20:08.778Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-04-01T10:02:19.570Z,22.868,121.278,9,6.1,mwb,429,17.9,,1.02,us,usp000ede6,2017-04-26T18:05:35.452Z,"Taiwan region",earthquake,,,,,reviewed,us,us
2006-03-29T02:20:31.130Z,30.055,142.619,18.3,5,mwc,256,37.7,,0.78,us,usp000ed63,2016-11-10T01:19:31.606Z,"Izu Islands, Japan region",earthquake,,10.6,,,reviewed,us,hrv
2006-03-28T13:32:47.620Z,31.713,137.746,401,5.9,mwb,350,30,,0.74,us,usp000ed4g,2016-11-10T00:20:31.887Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
2006-03-27T02:50:26.370Z,32.602,132.157,34.8,5.5,mwc,266,62.2,,,us,usp000ed1s,2017-04-26T18:05:31.542Z,"Shikoku, Japan",earthquake,,,,,reviewed,jma,hrv
2006-03-14T14:04:12.250Z,47.926,147.272,414,5.3,mwc,295,87,,0.64,us,usp000ec58,2016-11-10T00:20:29.905Z,"northwest of the Kuril Islands",earthquake,,3.8,,,reviewed,us,hrv
2006-03-13T04:15:33.930Z,36.041,141.528,33.9,5,mwc,212,118.9,,0.82,us,usp000ec22,2016-11-10T01:18:45.535Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-03-13T04:06:09.350Z,36.057,141.766,59,5.1,mwc,107,118.9,,,us,usp000ec21,2016-11-10T01:18:44.984Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,jma,hrv
2006-03-11T22:06:39.070Z,40.079,142.364,3.3,5,mwc,113,123.7,,0.8,us,usp000ebz7,2016-11-10T01:18:42.114Z,"near the east coast of Honshu, Japan",earthquake,,4.1,,,reviewed,us,hrv
2006-03-09T08:23:55.340Z,44.99,151.73,56.7,5,mwc,231,113.1,,0.92,us,usp000ebqn,2016-11-10T01:18:25.941Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-03-08T06:35:48.710Z,44.138,148.378,37.2,5,mwc,261,79.7,,0.64,us,usp000ebnj,2016-11-10T01:18:24.737Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-03-04T18:38:14.750Z,33.689,137.371,338,5.2,mwc,333,26.5,,0.8,us,usp000ebdg,2016-11-10T00:20:29.040Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-02-21T04:44:08.740Z,36.054,142.319,31.9,5.2,mwc,172,98,,0.84,us,usp000eagk,2016-11-10T01:17:53.345Z,"off the east coast of Honshu, Japan",earthquake,,11.9,,,reviewed,us,hrv
2006-02-17T02:13:29.880Z,24.021,141.489,160.5,5.6,mwb,185,23,,0.86,us,usp000ea6w,2016-11-10T01:17:44.320Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,us
2006-02-14T15:27:23.340Z,20.821,146.18,40,6.3,mwc,279,27,,0.86,us,usp000ea2a,2016-11-10T01:17:40.221Z,"Mariana Islands region",earthquake,,,,,reviewed,us,hrv
2006-02-07T11:50:07.800Z,48.422,156.735,41.4,5,mwc,129,98,,0.77,us,usp000e9q6,2016-11-10T01:17:27.860Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,hrv
2006-02-03T06:10:06.050Z,36.175,141.517,36.8,5.3,mwc,232,100.3,,0.67,us,usp000e9cp,2016-11-10T01:17:16.126Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-02-03T04:39:27.470Z,36.582,141.462,31.5,5.1,mwr,50,135.6,,0.83,us,usp000e9ch,2014-11-07T01:28:15.141Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2006-02-03T04:37:36.360Z,36.156,141.449,28,5.7,mwb,346,31.6,,0.95,us,usp000e9cg,2016-11-10T01:17:15.629Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2006-02-01T11:35:53.710Z,35.641,139.812,103.5,5.1,mwr,127,81.8,,0.78,us,usp000e98n,2014-11-07T01:28:13.238Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2006-01-31T20:02:12.920Z,30.005,139.911,69.7,5,mwc,110,65.2,,0.71,us,usp000e978,2016-11-10T01:17:10.833Z,"Izu Islands, Japan region",earthquake,,6,,,reviewed,us,hrv
2006-01-31T19:23:59.020Z,38.321,142.342,41.8,5.3,mwc,41,124.2,,0.68,us,usp000e975,2016-11-10T01:17:10.320Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2006-01-24T00:36:49.270Z,25.83,142.633,33.2,5.3,mwc,93,48.9,,0.75,us,usp000e8ry,2016-11-10T01:16:59.393Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2006-01-18T14:25:27.590Z,37.774,142.131,25.8,5.7,mwb,372,47.9,,0.72,us,usp000e8ej,2016-11-10T01:16:48.743Z,"off the east coast of Honshu, Japan",earthquake,,7.4,,,reviewed,us,us
2006-01-18T03:52:51.570Z,21.401,144.194,139.2,5.4,mwb,244,26.6,,0.84,us,usp000e8dg,2016-11-10T01:16:47.696Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
2006-01-01T07:11:57.010Z,31.394,140.131,10,5.6,mwb,143,98.9,,1.35,us,usp000e7b5,2016-11-10T01:16:23.493Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
2005-12-29T08:30:34.480Z,27.367,139.853,472.3,5.3,mwc,267,34.2,,0.85,us,usp000e753,2016-11-10T01:16:20.419Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2005-12-26T13:48:01.750Z,26.822,140.646,7.4,5.7,mwb,242,51.9,,1.2,us,usp000e6ym,2016-11-10T01:16:14.908Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,us
2005-12-20T22:58:03.740Z,37.92,143.311,28,5,mwc,95,129.2,,0.77,us,usp000e6hc,2016-11-10T01:16:04.266Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-20T05:34:41.710Z,34.529,136.629,354.4,5,mwr,143,107.8,,0.72,us,usp000e6fv,2014-11-07T01:27:55.159Z,"western Honshu, Japan",earthquake,,,,,reviewed,us,nied
2005-12-19T13:33:23.410Z,26.851,140.677,140.1,5,mwr,64,51.8,,1.18,us,usp000e6eg,2014-11-07T01:27:54.975Z,"Bonin Islands, Japan region",earthquake,,13.7,,,reviewed,us,nied
2005-12-16T18:32:16.420Z,38.506,141.9,42.9,6,mwc,407,49.3,,1.18,us,usp000e69b,2016-11-10T01:15:52.735Z,"near the east coast of Honshu, Japan",earthquake,,5.5,,,reviewed,us,hrv
2005-12-12T21:01:40.630Z,43.206,139.329,26.4,5.4,mwb,493,38.6,,0.73,us,usp000e61q,2016-11-10T01:15:42.213Z,"eastern Sea of Japan",earthquake,,,,,reviewed,us,us
2005-12-04T22:20:27.460Z,37.884,142.443,35.2,5.2,mwc,341,64.7,,0.69,us,usp000e5hr,2016-11-10T01:15:21.881Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-04T18:03:17.640Z,40.143,142.639,45.7,5,mwc,144,123.7,,0.68,us,usp000e5hd,2016-11-10T01:15:21.337Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-04T10:23:19.740Z,29.375,130.372,27.3,5,mwc,219,75.1,,0.9,us,usp000e5gp,2016-11-10T01:15:19.501Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-03T16:48:56.160Z,29.361,130.396,30.6,5.2,mwc,164,79.8,,0.81,us,usp000e5er,2016-11-10T01:15:14.940Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-03T16:24:53.590Z,29.222,130.499,29.6,5.3,mwr,93,79.3,,0.87,us,usp000e5ek,2014-11-07T01:27:49.891Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,nied
2005-12-03T16:10:39.550Z,29.338,130.29,26,5.9,mwb,503,34.8,,0.86,us,usp000e5eh,2016-11-10T01:15:14.432Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2005-12-02T13:13:09.520Z,38.089,142.122,29,6.5,mwc,464,48.8,,0.79,us,usp000e5c8,2017-04-26T18:05:12.148Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-02T10:19:37.340Z,25.052,141.617,521.8,5,mwr,81,51.8,,0.63,us,usp000e5bv,2014-11-07T01:27:48.978Z,"Volcano Islands, Japan region",earthquake,,8.5,,,reviewed,us,nied
2005-11-28T16:41:28.140Z,20.29,146.055,11,6,mwc,389,37,,0.95,us,usp000e53h,2016-11-10T01:15:05.836Z,"Mariana Islands region",earthquake,,,,,reviewed,us,hrv
2005-11-21T23:54:56.520Z,46.459,153.722,35.1,5.1,mwc,157,103.6,,0.94,us,usp000e4pb,2016-11-10T01:14:49.139Z,"Kuril Islands",earthquake,,11.2,,,reviewed,us,hrv
2005-11-21T15:36:30.980Z,31.019,129.997,145,6.1,mwb,566,23.1,,0.91,us,usp000e4nm,2016-11-10T01:14:48.136Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,us
2005-11-17T21:59:29.930Z,33.319,141.388,10,5.7,mwc,212,58.8,,0.84,us,usp000e4d7,2016-11-10T01:14:38.869Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-11-16T23:48:35.840Z,23.324,142.205,50.3,5.1,mwc,66,49.6,,1.12,us,usp000e4be,2016-11-10T01:14:35.901Z,"Volcano Islands, Japan region",earthquake,,13.3,,,reviewed,us,hrv
2005-11-15T23:13:28.230Z,22.07,144.899,20,5,mwc,58,53.3,,1,us,usp000e491,2016-11-10T01:14:32.642Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2005-11-15T23:01:10.050Z,22.04,144.799,20,5.7,mwc,206,38.7,,0.9,us,usp000e48y,2016-11-10T01:14:32.025Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2005-11-15T20:20:45.790Z,33.336,141.351,15.9,5.7,mwb,356,45.9,,0.88,us,usp000e48r,2016-11-10T01:14:31.461Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2005-11-14T21:38:51.420Z,38.107,144.896,11,7,mwc,699,21.4,,0.86,us,usp000e462,2016-11-10T01:14:29.675Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-11-07T10:35:51.900Z,40.126,142.763,38.6,5,mwc,163,86.9,,0.77,us,usp000e3p5,2016-11-10T01:14:09.297Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-11-03T06:27:15.080Z,49.851,155.216,119.7,5,mwc,428,41.2,,0.78,us,usp000e3de,2016-11-10T01:14:01.795Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2005-10-27T08:41:46.770Z,30.873,138.468,382.2,5.2,mwc,241,44.9,,0.7,us,usp000e2xq,2016-11-10T01:13:41.007Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2005-10-24T09:34:55.940Z,38.5,141.983,59.7,5,mwc,154,74.9,,0.74,us,usp000e2qn,2016-11-10T01:13:32.963Z,"near the east coast of Honshu, Japan",earthquake,,5.4,,,reviewed,us,hrv
2005-10-23T21:38:23.690Z,46.559,153.719,37,5,mwc,206,103.7,,0.84,us,usp000e2p1,2016-11-10T01:13:28.971Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2005-10-23T20:29:37.490Z,46.535,153.688,40.5,5.1,mwc,202,98.1,,0.87,us,usp000e2nr,2016-11-10T01:13:28.422Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2005-10-23T10:08:14.740Z,37.377,134.556,380.7,5.9,mwb,534,20.3,,0.76,us,usp000e2m7,2016-11-10T01:13:26.096Z,"Sea of Japan",earthquake,,,,,reviewed,us,us
2005-10-22T13:12:47.820Z,37.148,140.931,53.2,5.5,mwc,377,45.4,,0.73,us,usp000e2hq,2016-11-10T01:13:24.427Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-10-19T11:44:42.790Z,36.405,140.839,32,6.3,mwb,527,21.4,,0.8,us,usp000e287,2017-04-26T18:05:01.437Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2005-10-17T18:48:26.920Z,37.905,141.998,41.5,5,mwc,130,118.9,,0.81,us,usp000e22b,2016-11-10T01:13:05.582Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-10-17T16:15:20.070Z,40.625,138.911,44.8,5.1,mwc,83,119.1,,0.92,us,usp000e21t,2016-11-10T01:13:05.013Z,"eastern Sea of Japan",earthquake,,7.2,,,reviewed,us,hrv
2005-10-17T16:13:46.290Z,40.638,139.059,35,5.3,mwc,171,106.5,,1.06,us,usp000e21s,2016-11-10T01:13:04.525Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-10-16T07:05:41.610Z,36.014,139.773,40.3,5,mwc,221,40.8,,0.68,us,usp000e1xz,2017-04-26T18:04:57.983Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-10-15T15:51:08.130Z,25.309,123.351,192,6.4,mwb,774,22.4,,0.88,us,usp000e1wr,2016-11-09T05:58:12.151Z,"northeast of Taiwan",earthquake,,,,,reviewed,us,us
2005-10-15T10:06:17.010Z,46.816,154.113,42.8,6.1,mwc,604,20.1,,0.82,us,usp000e1we,2016-11-10T01:12:58.523Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,hrv
2005-10-13T23:31:56.950Z,21.333,120.302,35,5,mwc,107,68.5,,0.87,us,usp000e1sd,2016-11-10T01:12:56.051Z,"Taiwan region",earthquake,,0,,,reviewed,us,hrv
2005-10-12T04:30:15.490Z,37.912,141.923,46.5,5,mwr,79,121.2,,0.89,us,usp000e1nb,2014-11-07T01:27:22.724Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2005-10-08T06:44:09.680Z,26.493,129.538,26.1,5,mb,33,111.7,,0.89,us,usp000e14k,2014-11-07T01:27:19.217Z,"Ryukyu Islands, Japan",earthquake,,16.2,,9,reviewed,us,us
2005-09-26T18:50:20.400Z,23.21,121.41,9.4,5.2,mwc,61,82.1,,,us,usp000e0as,2016-11-10T01:12:08.050Z,"Taiwan",earthquake,,,,,reviewed,tap,hrv
2005-09-24T14:48:48.320Z,34.297,140.82,66.5,5.2,mwc,243,106.3,,0.83,us,usp000e046,2016-11-10T01:11:57.292Z,"near the east coast of Honshu, Japan",earthquake,,4.9,,,reviewed,us,hrv
2005-09-21T02:25:08.110Z,43.892,146.145,103,6.1,mwb,594,62.4,,0.74,us,usp000dzum,2016-11-10T01:11:45.075Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
2005-09-20T04:22:42.860Z,26.97,125.621,192,5.1,mwc,156,77.5,,0.89,us,usp000dzsb,2016-11-10T01:11:41.397Z,"northeast of Taiwan",earthquake,,,,,reviewed,us,hrv
2005-09-06T01:16:02.350Z,24.084,122.191,32,5.8,mwc,365,50.6,,0.85,us,usp000dyus,2016-11-10T01:11:14.360Z,"Taiwan region",earthquake,,,,,reviewed,us,hrv
2005-09-05T17:51:50.210Z,25.799,124.814,132.9,5.2,mwc,245,66.6,,0.94,us,usp000dyu9,2016-11-10T01:11:12.849Z,"northeast of Taiwan",earthquake,,,,,reviewed,us,hrv
2005-09-03T07:07:00.780Z,45.57,151.748,46.4,5.2,mwc,278,81.1,,0.79,us,usp000dynu,2016-11-10T01:11:07.828Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2005-09-02T16:24:44.470Z,41.514,141.91,70.1,5,mwc,215,119.3,,0.7,us,usp000dyky,2016-11-10T01:11:06.844Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
2005-08-30T18:13:59.960Z,38.495,143.2,23,5.2,mb,11,191.8,,,us,usp000dyc3,2014-11-07T01:26:54.727Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,jma,us
2005-08-30T18:10:45.460Z,38.481,143.175,21.1,6.1,mwb,464,29.9,,0.85,us,usp000dyc1,2016-11-10T01:10:57.460Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2005-08-25T22:29:03.230Z,37.736,143.072,38.2,5.1,mwc,205,115.8,,0.77,us,usp000dy20,2016-11-10T01:10:42.822Z,"off the east coast of Honshu, Japan",earthquake,,5.4,,,reviewed,us,hrv
2005-08-24T10:15:28.190Z,38.564,142.987,10,6.1,mwb,251,88.5,,1.48,us,usp000dxye,2016-11-10T01:10:38.230Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2005-08-24T10:14:47.550Z,38.48,143.154,10,5.9,mwc,363,88.2,,0.81,us,usp000dxyd,2015-06-30T16:59:03.137Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2005-08-16T19:15:34.230Z,31.933,140.758,61.8,5.1,mwc,205,48.9,,0.83,us,usp000dxfy,2016-11-10T01:10:25.239Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2005-08-16T02:46:28.400Z,38.276,142.039,36,7.2,mwc,698,19.6,,0.95,us,usp000dxe2,2017-04-26T18:04:39.721Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
