time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-22T11:00:57.130Z,43.8569,147.7403,48.86,5.4,mww,,60,3.724,0.82,us,us10008u48,2017-05-22T18:00:54.040Z,"82km E of Shikotan, Russia",earthquake,7.3,5.9,,,reviewed,us,us
2017-05-15T23:12:54.110Z,23.2632,121.4513,20.38,5.3,mww,,34,0.191,0.94,us,us10008sm6,2017-05-19T03:24:18.239Z,"63km NNE of Taitung, Taiwan",earthquake,5.4,3.4,0.059,28,reviewed,us,us
2017-05-15T07:05:36.060Z,27.2168,130.153,10,5.5,mww,,40,1.69,1.14,us,us10008si3,2017-05-16T23:03:23.040Z,"143km SSE of Naze, Japan",earthquake,5.7,1.8,,,reviewed,us,us
2017-05-09T19:15:49.680Z,25.7373,125.1348,115.04,5.1,mww,,27,2.303,1.05,us,us10008qyg,2017-05-10T17:30:43.346Z,"104km N of Hirara, Japan",earthquake,5.9,3,0.075,17,reviewed,us,us
2017-05-09T01:54:14.490Z,24.4289,126.3222,10,6,mww,,42,2.973,0.7,us,us10008qnw,2017-05-11T22:38:48.709Z,"112km ESE of Hirara, Japan",earthquake,7.1,1.8,0.039,62,reviewed,us,us
2017-04-30T14:42:35.380Z,42.3072,142.9956,57.99,5.3,mww,,72,0.315,0.6,us,us10008m7z,2017-05-14T15:01:29.234Z,"51km E of Shizunai, Japan",earthquake,7.4,4.5,0.056,31,reviewed,us,us
2017-04-30T01:57:22.130Z,21.2956,121.804,104.73,5.2,mww,,52,1.657,0.89,us,us10008m4p,2017-05-14T04:11:05.037Z,"56km N of Itbayat, Philippines",earthquake,7.9,4.2,0.078,16,reviewed,us,us
2017-04-29T20:22:57.480Z,30.7744,131.4095,10.02,5.1,mb,,73,1.099,0.66,us,us10008m2m,2017-05-12T02:50:30.040Z,"39km E of Nishinoomote, Japan",earthquake,3.9,4.3,0.044,169,reviewed,us,us
2017-04-29T12:32:33.560Z,30.8067,131.4199,27,5.7,mww,,28,1.085,0.81,us,us10008m0g,2017-05-06T12:39:57.580Z,"41km ENE of Nishinoomote, Japan",earthquake,5.5,1.7,0.036,75,reviewed,us,us
2017-04-23T06:37:08.520Z,46.1977,142.1588,10,5.1,mb,,89,0.867,0.71,us,us10008jyr,2017-04-23T23:21:01.800Z,"34km SE of Shebunino, Russia",earthquake,4.8,1.6,0.028,416,reviewed,us,us
2017-04-20T15:20:43.170Z,49.272,156.0701,38.63,5.1,mb,,82,3.975,0.74,us,us10008j9d,2017-05-10T21:59:24.040Z,"156km S of Severo-Kuril'sk, Russia",earthquake,9.1,5.8,0.031,344,reviewed,us,us
2017-04-20T11:41:26.350Z,44.4281,148.7312,60.83,5.5,mb,,116,4.419,0.81,us,us10008j80,2017-04-26T22:13:18.040Z,"111km SE of Kuril'sk, Russia",earthquake,8,5.4,0.022,739,reviewed,us,us
2017-04-19T17:15:34.560Z,37.3094,141.8,38.46,5,mb,,123,0.977,0.65,us,us10008j1y,2017-05-11T20:04:55.040Z,"73km ESE of Namie, Japan",earthquake,7.3,6.7,0.032,318,reviewed,us,us
2017-04-01T08:13:36.110Z,45.4502,150.828,55.08,5.1,mb,,87,5.799,0.84,us,us10008dry,2017-04-19T06:27:55.040Z,"232km E of Kuril'sk, Russia",earthquake,8.5,6.3,0.043,179,reviewed,us,us
2017-03-27T22:31:21.050Z,42.0424,138.5495,5.19,5.1,mww,,34,2.268,0.79,us,us20008v4y,2017-05-07T21:11:58.868Z,"176km W of Kamiiso, Japan",earthquake,6.3,3.1,0.06,27,reviewed,us,us
2017-03-24T16:43:27.060Z,26.8934,127.2226,77.39,5.1,mww,,33,0.939,1.01,us,us20008uci,2017-04-09T16:22:39.519Z,"79km NW of Ishikawa, Japan",earthquake,6.9,4.3,0.065,23,reviewed,us,us
2017-03-11T19:57:48.100Z,37.529,141.5136,43.92,5.3,mww,,37,0.667,0.72,us,us100088fi,2017-03-24T21:56:19.351Z,"45km E of Namie, Japan",earthquake,5.8,4,0.059,28,reviewed,us,us
2017-03-11T18:48:41.030Z,30.9973,130.3866,138.29,5.3,mww,,28,0.513,0.93,us,us100088fc,2017-03-22T19:33:26.144Z,"30km SSE of Makurazaki, Japan",earthquake,5.8,3.5,0.055,32,reviewed,us,us
2017-03-10T15:53:52.900Z,29.6888,140.9677,109.67,5,mb,,101,2.797,1.2,us,us1000887f,2017-04-01T20:52:48.040Z,"Izu Islands, Japan region",earthquake,8.6,5.8,0.061,86,reviewed,us,us
2017-03-07T16:08:19.040Z,41.5149,141.9022,56,5.7,mww,,108,0.961,0.56,us,us100087h5,2017-03-26T15:01:28.268Z,"62km ENE of Mutsu, Japan",earthquake,6.8,1.9,,,reviewed,us,us
2017-03-03T08:27:34.530Z,43.1132,145.6678,66.27,5.1,mww,,121,2.155,1.34,us,us100086pe,2017-05-24T02:48:14.040Z,"24km SSE of Nemuro, Japan",earthquake,7.6,5.6,0.117,7,reviewed,us,us
2017-03-02T14:53:42.590Z,32.6336,132.1018,44.42,5.3,mww,,61,1.141,1.19,us,us100086hr,2017-05-24T02:48:13.040Z,"39km SSE of Saiki, Japan",earthquake,2.1,4.9,0.066,22,reviewed,us,us
2017-03-01T06:43:05.520Z,37.5691,141.411,53.9,5,mb,,99,0.576,1.01,us,us100085wr,2017-05-24T02:48:12.040Z,"37km ENE of Namie, Japan",earthquake,7.2,5.8,0.04,195,reviewed,us,us
2017-03-01T06:08:53.620Z,21.6397,143.1862,293.73,5.1,mb,,40,5.508,0.84,us,us100085wp,2017-05-24T02:48:12.040Z,"215km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.5,5.5,0.029,383,reviewed,us,us
2017-02-28T07:49:02.860Z,37.5666,141.3347,47,5.7,mww,,52,0.527,1.03,us,us20008mw4,2017-05-24T02:48:10.040Z,"30km ENE of Namie, Japan",earthquake,6.8,1.8,0.049,40,reviewed,us,us
2017-02-26T23:17:08.070Z,26.9085,144.0535,14.59,5.2,mb,,23,1.677,0.72,us,us20008mka,2017-05-24T02:48:09.040Z,"183km E of Chichi-shima, Japan",earthquake,7,2.4,0.03,362,reviewed,us,us
2017-02-19T09:19:31.080Z,35.6621,140.7523,42,5.4,mww,,82,2.202,1.27,us,us20008ks7,2017-05-17T01:19:32.040Z,"10km SW of Hasaki, Japan",earthquake,6.4,1.9,0.071,19,reviewed,us,us
2017-02-14T16:26:19.710Z,23.207,125.0875,10,5.1,mb,,98,2.277,0.74,us,us20008jpk,2017-05-13T01:03:19.040Z,"157km SE of Ishigaki, Japan",earthquake,8.9,1.8,0.053,114,reviewed,us,us
2017-02-12T13:36:55.050Z,40.2182,142.3081,43.59,5,mb,,51,1.106,0.72,us,us20008jc6,2017-05-13T01:03:17.040Z,"71km NNE of Miyako, Japan",earthquake,5.7,5.7,0.038,217,reviewed,us,us
2017-02-10T21:05:26.550Z,37.2748,141.7038,6.78,5.2,mww,,60,0.937,0.6,us,us20008j1z,2017-05-09T01:24:33.040Z,"66km ESE of Namie, Japan",earthquake,4.5,2,,,reviewed,us,us
2017-02-10T17:12:53.400Z,22.8269,120.2197,15.76,5.3,mww,,30,0.603,0.71,us,us20008izc,2017-05-09T01:24:33.040Z,"18km S of Tainan, Taiwan",earthquake,6.3,3.2,,,reviewed,us,us
2017-02-06T11:58:06.700Z,33.6378,142.4697,16.87,5,mb,,110,2.282,0.65,us,us20008hwy,2017-05-09T01:24:28.040Z,"255km ENE of Hachijo-jima, Japan",earthquake,8,3.9,0.055,108,reviewed,us,us
2017-01-26T08:06:30.210Z,40.2435,142.434,42.4,5.1,mww,,103,1.177,0.94,us,us10007vh4,2017-04-19T18:31:00.040Z,"78km NNE of Miyako, Japan",earthquake,6.1,5.4,0.062,25,reviewed,us,us
2017-01-13T03:25:30.740Z,35.6593,140.772,49.46,5,mww,,85,2.205,0.99,us,us10007t0n,2017-04-01T00:26:11.040Z,"9km SW of Hasaki, Japan",earthquake,6.6,4.7,,,reviewed,us,us
2017-01-12T17:04:59.820Z,41.7468,132.9867,497.86,5.4,mww,,36,2.558,0.63,us,us10007swd,2017-04-01T00:26:10.040Z,"109km S of Vrangel', Russia",earthquake,9.5,4.9,0.068,21,reviewed,us,us
2017-01-08T11:41:06.280Z,21.4914,145.4358,47.46,5,mb,,82,6.226,0.7,us,us10007rzc,2017-04-01T00:26:04.040Z,"119km NNE of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.2,6.7,0.052,117,reviewed,us,us
2017-01-04T17:53:20.710Z,37.1515,141.3125,10,5.3,mww,,17,0.828,0.94,us,us10007py4,2017-03-27T23:53:23.040Z,"39km ENE of Iwaki, Japan",earthquake,4.9,1.7,,,reviewed,us,us
2017-01-04T15:43:59.640Z,36.902,140.9426,53.38,5.2,mww,,24,0.973,0.87,us,us10007pxb,2017-03-27T23:53:22.040Z,"17km SSE of Iwaki, Japan",earthquake,6.3,4.7,,,reviewed,us,us
2016-12-30T20:08:26.820Z,37.3732,141.459,9.09,5.1,mww,,55,0.726,0.93,us,us10007ntd,2017-03-23T22:52:10.040Z,"42km ESE of Namie, Japan",earthquake,4.3,2.7,0.08,15,reviewed,us,us
2016-12-28T12:38:49.650Z,36.8604,140.4421,7,5.9,mww,,33,1.044,0.91,us,us10007naf,2017-03-23T22:52:07.040Z,"13km NE of Daigo, Japan",earthquake,4.6,1.7,,,reviewed,us,us
2016-12-24T12:10:45.360Z,20.845,144.7826,10,5.2,mb,,50,6.66,0.77,us,us10007mhx,2017-03-23T22:52:01.040Z,"36km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.3,1.7,0.051,127,reviewed,us,us
2016-12-24T11:30:12.010Z,20.7444,144.7555,23.17,5.4,mb,,38,5.561,0.94,us,us10007mhl,2017-03-23T22:52:01.040Z,"27km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.4,3.7,0.047,152,reviewed,us,us
2016-12-23T17:25:02.600Z,36.7164,142.0023,23.49,5.1,mb,,24,1.502,1.18,us,us10007mba,2017-03-23T22:51:59.040Z,"106km ESE of Iwaki, Japan",earthquake,5.4,3.5,0.028,410,reviewed,us,us
2016-12-21T16:43:56.770Z,21.5138,145.4081,8,5.9,mww,,21,6.249,0.86,us,us10007lqe,2017-03-16T02:31:32.040Z,"120km NNE of Farallon de Pajaros, Northern Mariana Islands",earthquake,7,1,,,reviewed,us,us
2016-12-19T16:41:12.080Z,37.3989,141.5612,10,5.1,mww,,62,0.771,0.61,us,us200082kx,2017-03-16T02:31:29.040Z,"50km E of Namie, Japan",earthquake,4.9,1.7,0.071,19,reviewed,us,us
2016-12-14T21:14:55.870Z,21.3697,144.2175,10,5.5,mww,,18,5.994,0.74,us,us200080td,2017-03-09T02:14:31.040Z,"116km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.2,1.7,,,reviewed,us,us
2016-12-14T02:01:22.810Z,21.2897,144.4037,22.37,6,mww,,18,6.124,1.01,us,us200080m3,2017-03-09T02:14:30.040Z,"97km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.3,1.8,,,reviewed,us,us
2016-12-10T04:44:57.310Z,40.179,142.3854,52.02,5,mb,,126,1.177,0.6,us,us20007zqv,2017-03-09T02:14:25.040Z,"70km NNE of Miyako, Japan",earthquake,6.5,6.1,0.046,151,reviewed,us,us
2016-11-26T12:40:22.910Z,26.3534,141.2374,90.07,5,mb,,100,1.124,0.71,us,us10007ck1,2017-02-23T00:11:49.040Z,"126km SW of Chichi-shima, Japan",earthquake,8.5,6.8,0.068,69,reviewed,us,us
2016-11-24T21:55:54.030Z,24.0887,122.4318,24.12,5.3,mb,,30,0.649,0.8,us,us10007c5s,2017-02-15T23:21:40.040Z,"71km SW of Yonakuni, Japan",earthquake,7.3,3.9,0.033,318,reviewed,us,us
2016-11-24T00:35:09.730Z,31.7455,138.1936,345.99,5.2,mb,,23,1.919,0.75,us,us10007by5,2017-02-15T23:21:38.040Z,"211km SW of Hachijo-jima, Japan",earthquake,7.5,4.9,0.034,291,reviewed,us,us
2016-11-23T21:23:36.900Z,37.2143,141.3209,9,5.9,mww,,28,0.778,0.82,us,us10007bwb,2017-02-15T23:21:38.040Z,"41km SE of Namie, Japan",earthquake,4.7,1.7,,,reviewed,us,us
2016-11-23T09:59:57.210Z,27.1773,140.025,481,5.8,mww,,18,1.926,0.75,us,us10007br5,2017-02-15T23:21:37.040Z,"217km W of Chichi-shima, Japan",earthquake,8.9,1.9,,,reviewed,us,us
2016-11-22T17:53:01.940Z,25.3524,125.1913,78.66,5.1,mb,,73,2.166,0.84,us,us10007bh7,2017-02-15T23:21:36.040Z,"61km N of Hirara, Japan",earthquake,6.5,5.3,0.041,197,reviewed,us,us
2016-11-22T17:41:16.760Z,37.274,141.3362,31.56,5.1,mb,,59,0.735,1.02,us,us10007bh4,2017-02-15T23:21:36.040Z,"37km SE of Namie, Japan",earthquake,4.7,5,0.096,39,reviewed,us,us
2016-11-22T14:03:59.010Z,37.2338,141.366,15.91,5.2,mb,,88,0.782,0.55,us,us10007bew,2017-02-15T23:21:36.040Z,"42km SE of Namie, Japan",earthquake,4.9,3.4,0.041,198,reviewed,us,us
2016-11-21T21:43:07.240Z,37.1999,141.2239,10,5.1,mb,,122,0.751,0.63,us,us10007ds3,2017-02-15T23:21:33.040Z,"34km ENE of Iwaki, Japan",earthquake,7.2,1.9,0.066,75,reviewed,us,us
2016-11-21T21:42:37.240Z,37.1374,141.4529,10,5,mb,,130,0.9,1.24,us,us10007drp,2017-02-15T23:21:33.040Z,"51km E of Iwaki, Japan",earthquake,6,1.9,0.076,55,reviewed,us,us
2016-11-21T21:39:44.480Z,37.3023,141.1967,24.92,5.3,mb,,47,0.651,0.85,us,us10007b8r,2017-02-15T23:21:33.040Z,"26km SE of Namie, Japan",earthquake,5,3.5,0.032,338,reviewed,us,us
2016-11-21T21:16:16.060Z,37.2228,141.2155,10,5,mb,,194,2.507,0.87,us,us10007drk,2017-02-15T23:21:33.040Z,"34km SSE of Namie, Japan",earthquake,6.5,2,0.12,22,reviewed,us,us
2016-11-21T21:10:20.900Z,37.2516,141.4718,10,5.4,mb,,89,0.82,0.91,us,us10007b8h,2017-02-15T23:21:32.040Z,"49km ESE of Namie, Japan",earthquake,5,1.7,0.06,94,reviewed,us,us
2016-11-21T21:08:08.590Z,37.2087,141.4787,10,5,mb,,135,0.857,0.76,us,us10007drl,2017-02-15T23:21:32.040Z,"52km SE of Namie, Japan",earthquake,4.9,1.4,0.188,9,reviewed,us,us
2016-11-21T20:59:49.270Z,37.3931,141.387,9,6.9,mww,,10,0.671,0.77,us,us10007b88,2017-02-15T23:21:32.040Z,"35km ESE of Namie, Japan",earthquake,5.2,1.7,,,reviewed,us,us
2016-11-20T21:59:26.990Z,35.9162,140.9682,18.66,5,mb,,81,1.954,0.67,us,us10007azu,2017-02-15T23:21:30.040Z,"23km NNE of Hasaki, Japan",earthquake,6.4,4,0.061,85,reviewed,us,us
2016-11-19T02:48:01.660Z,33.8144,135.42,41.96,5.3,mww,,55,1.288,0.66,us,us10007ace,2017-02-15T23:21:27.040Z,"10km NNE of Tanabe, Japan",earthquake,6,0.6,,,reviewed,us,us
2016-11-11T21:42:59.650Z,38.4973,141.5658,42.4,6.1,mww,,22,0.876,1.05,us,us1000770m,2017-02-09T03:02:19.040Z,"24km ENE of Ishinomaki, Japan",earthquake,5.9,3.5,,,reviewed,us,us
2016-11-09T22:20:41.640Z,38.7262,142.1618,48.21,5,mww,,93,1.377,0.53,us,us100076kd,2017-02-02T02:21:05.040Z,"54km SE of Ofunato, Japan",earthquake,6.3,6.5,,,reviewed,us,us
2016-11-06T20:25:50.230Z,26.3169,128.7411,14.59,5.2,mb,,115,0.665,0.9,us,us100075wa,2017-02-02T02:21:02.040Z,"81km ESE of Nago, Japan",earthquake,6,3.3,0.056,105,reviewed,us,us
2016-11-01T22:37:32.790Z,37.5171,141.7017,14.4,5,mb,,114,0.804,0.45,us,us100073ks,2017-01-24T02:02:14.040Z,"62km E of Namie, Japan",earthquake,5,4.1,0.046,154,reviewed,us,us
2016-11-01T22:31:55.790Z,25.7755,128.4594,10,5.2,mb,,91,1.069,0.86,us,us100073kr,2017-01-24T02:02:14.040Z,"85km SE of Haebaru, Japan",earthquake,6.1,1.9,0.06,91,reviewed,us,us
2016-10-28T21:57:37.230Z,25.6815,125.127,32.25,5.1,mb,,56,2.267,0.51,us,us100072up,2017-01-24T02:02:08.040Z,"98km N of Hirara, Japan",earthquake,6.1,2.5,0.037,240,reviewed,us,us
2016-10-23T20:25:26.670Z,44.0505,148.1035,29,5.9,mww,,34,3.971,0.88,us,us20007g96,2017-01-20T00:31:03.040Z,"114km ENE of Shikotan, Russia",earthquake,8,1.8,,,reviewed,us,us
2016-10-23T11:46:14.970Z,23.1844,142.102,42.01,5,mb,,145,3.895,0.49,us,us100072mv,2017-01-20T00:31:03.040Z,"193km SSE of Iwo Jima, Japan",earthquake,14.5,8.1,0.107,28,reviewed,us,us
2016-10-21T05:07:22.990Z,35.3743,133.8092,5.63,6.2,mww,,23,0.68,0.75,us,us20007fta,2017-01-20T00:30:59.040Z,"6km S of Kurayoshi, Japan",earthquake,4.3,3.3,,,reviewed,us,us
2016-10-20T06:25:55.980Z,22.2432,143.7548,104.46,5.6,mww,,13,5.037,0.87,us,us20007fj2,2017-01-15T01:14:01.040Z,"222km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.2,3.6,,,reviewed,us,us
2016-10-20T02:49:53.120Z,35.8196,140.5082,18.91,5.3,mww,,29,0.484,0.74,us,us20007fic,2017-01-15T01:13:52.040Z,"7km S of Sawara, Japan",earthquake,5.1,3.1,,,reviewed,us,us
2016-10-13T18:55:09.680Z,25.1127,143.1351,10,5,mb,,60,2.151,0.81,us,us20007dws,2017-01-07T00:20:53.040Z,"185km ENE of Iwo Jima, Japan",earthquake,9.4,1.8,0.036,246,reviewed,us,us
2016-10-08T18:10:13.220Z,20.0245,146.7634,10,5.4,mww,,20,4.847,0.74,us,us20007cti,2017-01-07T00:20:46.040Z,"180km NE of Agrihan, Northern Mariana Islands",earthquake,5.7,1.7,,,reviewed,us,us
2016-10-06T15:51:59.200Z,22.6258,121.436,14,5.8,mww,,18,0.38,1.09,us,us20007ccf,2017-01-03T21:10:47.040Z,"33km ESE of Taitung City, Taiwan",earthquake,4.2,1.6,,,reviewed,us,us
2016-10-04T14:00:47.100Z,27.8519,141.9442,35,5.7,mww,,16,0.783,0.85,us,usd0007jx3,2017-01-03T21:10:44.040Z,"89km NNW of Chichi-shima, Japan",earthquake,6.4,1.9,,35,reviewed,us,us
2016-10-04T12:13:49.040Z,34.7267,141.4434,19.44,5.2,mww,,41,1.093,0.8,us,us10006uxw,2017-01-03T21:10:44.040Z,"112km ESE of Ohara, Japan",earthquake,6.4,3.4,,,reviewed,us,us
2016-09-29T23:21:01.710Z,34.523,141.792,10,5.1,mww,,111,2.148,0.69,us,us10006tze,2016-12-14T03:17:57.040Z,"151km ESE of Ohara, Japan",earthquake,4.7,1.8,,,reviewed,us,us
2016-09-28T12:50:34.210Z,20.976,144.6301,45.94,5,mb,,113,5.809,0.75,us,us10006tit,2016-12-14T03:17:55.040Z,"55km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.9,7.9,0.04,195,reviewed,us,us
2016-09-26T05:19:58.220Z,27.4646,128.578,38,5.7,mww,,28,0.682,0.93,us,us10006sp7,2016-12-14T03:17:50.040Z,"114km NNE of Nago, Japan",earthquake,2.4,1.8,,,reviewed,us,us
2016-09-26T05:13:25.570Z,41.699,143.0782,33.73,5.3,mww,,114,0.321,1.17,us,us10006sp5,2016-12-14T03:17:50.040Z,"91km SE of Shizunai, Japan",earthquake,7.1,4.3,,,reviewed,us,us
2016-09-26T02:24:37.740Z,41.8802,142.2041,64,5,mww,,76,0.723,0.93,us,us10006sn0,2016-12-14T03:17:50.040Z,"52km SSW of Shizunai, Japan",earthquake,4.8,4.3,,,reviewed,us,us
2016-09-23T15:05:17.090Z,30.4921,141.7943,35,5.1,mww,,37,3.111,0.93,us,us10006s08,2016-12-14T03:17:44.040Z,"Izu Islands, Japan region",earthquake,7.9,1.9,,,reviewed,us,us
2016-09-23T10:28:20.430Z,34.5949,141.2321,10,5,mww,,58,1.84,0.87,us,us10006rxn,2016-12-14T03:17:44.040Z,"104km SE of Katsuura, Japan",earthquake,6.2,1.8,,,reviewed,us,us
2016-09-23T06:13:19.110Z,34.9052,141.4606,10,5.3,mww,,116,1.022,0.8,us,us10006rwa,2016-12-14T03:17:43.040Z,"105km ESE of Ohara, Japan",earthquake,5.8,1.9,,,reviewed,us,us
2016-09-23T05:34:31.480Z,34.5214,141.7965,10,5.2,mww,,136,1.449,0.85,us,us10006rvp,2016-12-14T03:17:43.040Z,"152km ESE of Katsuura, Japan",earthquake,7.5,1.9,,,reviewed,us,us
2016-09-23T00:14:34.700Z,34.4619,141.6368,10,6.2,mww,,17,1.376,0.83,us,us10006rte,2016-12-28T13:07:31.388Z,"143km ESE of Katsuura, Japan",earthquake,6,1.7,,,reviewed,us,us
2016-09-22T16:00:46.020Z,34.4304,141.7961,18.44,5,mb,,122,2.108,0.87,us,us10006u4m,2016-12-12T23:01:37.040Z,"157km ESE of Katsuura, Japan",earthquake,3.6,4.6,0.067,72,reviewed,us,us
2016-09-22T15:57:06.940Z,34.3707,141.7588,19.17,5.3,mww,,112,1.512,1.28,us,us10006rp5,2016-12-12T23:01:37.040Z,"158km ESE of Katsuura, Japan",earthquake,3.9,2.2,,,reviewed,us,us
2016-09-22T15:56:05.650Z,34.4727,141.8318,10,5.3,mww,,75,1.5,1.15,us,us10006rp0,2016-12-12T23:01:37.040Z,"158km ESE of Katsuura, Japan",earthquake,5.5,1.8,,,reviewed,us,us
2016-09-20T16:21:16.550Z,30.5017,142.0478,9,6.1,mww,,19,3.225,0.49,us,us10006r42,2016-12-12T23:01:33.040Z,"Izu Islands, Japan region",earthquake,4.2,1.6,,,reviewed,us,us
2016-09-13T10:12:26.500Z,35.8978,139.7844,74,5,mww,,94,0.467,0.91,us,us10006p8f,2016-12-07T02:56:13.040Z,"1km N of Koshigaya, Japan",earthquake,6.5,5,,,reviewed,us,us
2016-09-12T11:32:55.770Z,35.7808,129.2162,13,5.4,mww,,29,0.537,0.85,us,us10006p1f,2017-02-16T23:25:59.773Z,"6km S of Kyonju, South Korea",earthquake,5,1.7,,,reviewed,us,us
2016-09-09T11:53:15.470Z,36.3925,141.1259,32.09,5.4,mww,,37,0.772,0.78,us,us10006nax,2016-12-07T02:56:07.040Z,"47km E of Oarai, Japan",earthquake,4.5,3.3,,,reviewed,us,us
2016-09-09T00:30:01.440Z,41.2869,129.0783,0,5.3,mb,,,,0.68,us,us10006n8a,2016-12-07T02:56:06.040Z,"23km ENE of Sungjibaegam, North Korea",nuclear explosion,5.2,1.7,0.023,608,reviewed,spec,us
2016-09-08T12:13:53.580Z,44.4751,149.1564,43.67,5.2,mb,,57,4.725,0.97,us,us10006n0k,2016-12-03T02:54:49.040Z,"131km SE of Kuril'sk, Russia",earthquake,7.1,4.7,0.024,591,reviewed,us,us
2016-09-07T09:42:03.470Z,42.3797,142.638,112.09,5,mb,,75,0.53,0.99,us,us10006mmx,2016-12-03T02:54:47.040Z,"22km ENE of Shizunai, Japan",earthquake,5.8,5,0.026,465,reviewed,us,us
2016-09-06T15:22:52.400Z,24.7815,125.2019,35.29,5.1,mb,,36,2.018,0.63,us,us10006mek,2016-12-03T02:54:45.040Z,"8km WSW of Hirara, Japan",earthquake,6.9,5.8,0.046,152,reviewed,us,us
2016-09-04T15:40:19.480Z,49.7569,155.8351,48.29,5,mb,,47,3.552,0.65,us,us10006kc9,2016-12-03T02:54:41.040Z,"104km SSW of Severo-Kuril'sk, Russia",earthquake,9.2,5.1,0.031,328,reviewed,us,us
2016-09-03T14:04:47.900Z,20.2816,147.3955,10,5.5,mb,,49,5.241,0.68,us,us10006jzi,2016-12-03T02:54:38.040Z,"247km NE of Agrihan, Northern Mariana Islands",earthquake,8,1.8,0.039,231,reviewed,us,us
2016-09-03T12:26:43.460Z,31.4495,138.4886,326.69,5,mb,,78,2.004,0.71,us,us10006jxz,2016-12-03T02:54:37.040Z,"219km SW of Hachijo-jima, Japan",earthquake,8,5.8,0.064,79,reviewed,us,us
2016-09-02T13:29:37.300Z,34.4547,141.4975,10,5.3,mb,,101,1.936,0.85,us,us10006jn9,2016-12-03T02:54:35.040Z,"132km SE of Katsuura, Japan",earthquake,5.1,1.8,0.048,147,reviewed,us,us
2016-09-01T06:00:08.620Z,46.7758,153.7359,10,5.1,mb,,55,6.834,0.87,us,us10006j88,2016-11-29T01:28:49.040Z,"Kuril Islands",earthquake,7.1,1.8,0.029,380,reviewed,us,us
2016-08-25T17:04:43.270Z,30.6141,137.8537,456,5.9,mww,,47,2.988,0.73,us,us20006ty8,2016-11-19T04:58:39.040Z,"Izu Islands, Japan region",earthquake,4.3,1.9,,,reviewed,us,us
2016-08-22T09:33:07.800Z,29.8814,139.1356,391,5.6,mww,,34,3.275,1.15,us,us10006fq7,2016-11-19T04:58:35.040Z,"Izu Islands, Japan region",earthquake,8.3,1.9,,,reviewed,us,us
2016-08-22T06:11:08.980Z,38.3251,142.113,35,5.1,mww,,18,1.139,0.86,us,us10006fpt,2016-11-19T04:58:34.040Z,"71km E of Ishinomaki, Japan",earthquake,6.2,1.9,,,reviewed,us,us
2016-08-21T23:13:09.630Z,39.7547,143.637,5.79,5.3,mww,,101,2.222,0.66,us,us10006fn0,2016-11-19T04:58:34.040Z,"145km E of Miyako, Japan",earthquake,5.7,3.9,,,reviewed,us,us
2016-08-21T12:49:13.640Z,40.6797,143.7497,10,5.2,mww,,100,1.406,1.07,us,us10006fkm,2016-11-19T04:58:34.040Z,"191km E of Hachinohe, Japan",earthquake,4.9,1.8,,,reviewed,us,us
2016-08-21T12:46:58.180Z,28.5519,141.8196,63.07,5.1,mb,,56,1.486,1.24,us,us10006fkl,2016-11-19T04:58:34.040Z,"167km NNW of Chichi-shima, Japan",earthquake,8.6,5.7,0.046,155,reviewed,us,us
2016-08-20T16:28:12.900Z,40.3173,143.7435,10,5.2,mww,,88,1.753,0.74,us,us10006ffr,2016-11-19T04:58:32.040Z,"170km ENE of Miyako, Japan",earthquake,5.9,1.8,,,reviewed,us,us
2016-08-20T16:10:34.670Z,40.4208,143.6339,10,5.2,mww,,136,1.632,0.9,us,us10006ffj,2016-11-19T04:58:32.040Z,"167km ENE of Miyako, Japan",earthquake,6.4,1.9,,,reviewed,us,us
2016-08-20T15:58:04.590Z,40.3135,143.7281,11,5.8,mww,,106,1.753,0.89,us,us10006ffg,2016-11-19T04:58:32.040Z,"169km ENE of Miyako, Japan",earthquake,5.2,1.8,,,reviewed,us,us
2016-08-20T09:01:26.210Z,40.3942,143.6796,10,6,mww,,36,1.666,0.59,us,us10006fdp,2016-11-19T04:58:32.040Z,"169km ENE of Miyako, Japan",earthquake,6.9,1.8,,,reviewed,us,us
2016-08-20T05:14:57.910Z,39.5603,143.5399,23.43,5.3,mww,,134,2.259,0.72,us,us10006fcw,2016-11-19T04:58:32.040Z,"136km E of Miyako, Japan",earthquake,6.3,4.1,,,reviewed,us,us
2016-08-19T12:07:42.500Z,36.6132,141.2096,37.25,5,mwr,,27,0.906,1.12,us,us10006f0e,2016-11-19T04:58:30.040Z,"45km ESE of Kitaibaraki, Japan",earthquake,6.6,4.6,0.071,19,reviewed,us,us
2016-08-15T07:04:41.020Z,37.4115,141.7203,33,5.6,mww,,13,0.868,0.97,us,us10006dvd,2016-11-15T02:21:49.040Z,"64km E of Namie, Japan",earthquake,6,1.7,,,reviewed,us,us
