"Date","US:Baseline_overall_index","US:News_Based_Policy_Uncert_Index"
1985-01-01,125.224739074707,103.748802185059
1985-02-01,99.0208129882812,78.3132019042969
1985-03-01,112.190505981445,100.76148223877
1985-04-01,102.811325073242,84.7788696289062
1985-05-01,120.082725524902,98.0536575317383
1985-06-01,132.713180541992,119.597145080566
1985-07-01,128.001815795898,111.415107727051
1985-08-01,126.76611328125,111.247009277344
1985-09-01,126.768562316895,111.184463500977
1985-10-01,116.057708740234,93.0991058349609
1985-11-01,122.03687286377,85.0991287231445
1985-12-01,133.243911743164,104.177215576172
1986-01-01,155.932922363281,144.266479492188
1986-02-01,159.467681884766,118.993537902832
1986-03-01,160.198089599609,120.160049438477
1986-04-01,150.366256713867,102.477355957031
1986-05-01,132.637908935547,132.386169433594
1986-06-01,122.511779785156,115.052291870117
1986-07-01,132.11962890625,130.821060180664
1986-08-01,127.552490234375,118.302597045898
1986-09-01,132.018325805664,125.894218444824
1986-10-01,111.509262084961,91.8204650878906
1986-11-01,115.020286560059,98.3289413452148
1986-12-01,108.968109130859,87.9796829223633
1987-01-01,122.114273071289,110.433319091797
1987-02-01,109.145240783691,76.9660720825195
1987-03-01,122.084869384766,99.0595855712891
1987-04-01,110.859718322754,79.532356262207
1987-05-01,110.042922973633,87.5850524902344
1987-06-01,121.157913208008,106.572853088379
1987-07-01,106.348007202148,81.3894119262695
1987-08-01,74.8379669189453,52.790153503418
1987-09-01,78.9813919067383,59.8695945739746
1987-10-01,143.603073120117,170.322067260742
1987-11-01,155.422073364258,183.102523803711
1987-12-01,135.47265625,149.011138916016
1988-01-01,131.521453857422,142.872848510742
1988-02-01,116.584320068359,102.032890319824
1988-03-01,105.052459716797,82.353630065918
1988-04-01,113.655982971191,97.856803894043
1988-05-01,96.1457366943359,99.1274566650391
1988-06-01,89.7825088500977,88.2859497070312
1988-07-01,85.1819686889648,80.8358840942383
1988-08-01,100.15845489502,94.8896942138672
1988-09-01,94.5540924072266,85.3568115234375
1988-10-01,102.230781555176,98.2537994384766
1988-11-01,113.959892272949,102.234001159668
1988-12-01,99.6663284301758,77.8281021118164
1989-01-01,105.07536315918,87.4264068603516
1989-02-01,84.844841003418,51.350643157959
1989-03-01,97.2156753540039,72.5232543945312
1989-04-01,108.863059997559,92.3798294067383
1989-05-01,87.8160400390625,83.7528686523438
1989-06-01,94.8397369384766,95.7863082885742
1989-07-01,84.5699234008789,78.256591796875
1989-08-01,95.8603820800781,83.1093063354492
1989-09-01,90.9181976318359,74.6954803466797
1989-10-01,91.5966873168945,76.4495544433594
1989-11-01,107.849128723145,105.047485351562
1989-12-01,107.095230102539,103.796684265137
1990-01-01,100.359176635742,92.3214950561523
1990-02-01,89.5909576416016,110.446273803711
1990-03-01,86.0652923583984,104.461410522461
1990-04-01,76.6616973876953,88.4481735229492
1990-05-01,118.537940979004,97.3879318237305
1990-06-01,120.526741027832,100.86434173584
1990-07-01,111.569618225098,86.2801742553711
1990-08-01,142.165252685547,139.322692871094
1990-09-01,157.695297241211,165.938446044922
1990-10-01,141.119537353516,137.674240112305
1990-11-01,145.290939331055,152.448608398438
1990-12-01,134.485122680664,134.061538696289
1991-01-01,175.658599853516,204.010543823242
1991-02-01,115.213447570801,106.518058776855
1991-03-01,116.025703430176,107.937484741211
1991-04-01,107.241676330566,93.0146408081055
1991-05-01,94.7586822509766,82.1478271484375
1991-06-01,96.9376068115234,85.9190368652344
1991-07-01,93.5315780639648,80.6489944458008
1991-08-01,100.595542907715,99.1220855712891
1991-09-01,117.047805786133,127.294441223145
1991-10-01,105.54141998291,108.120964050293
1991-11-01,122.249153137207,140.612365722656
1991-12-01,139.999114990234,171.010971069336
1992-01-01,109.200843811035,116.364852905273
1992-02-01,125.536766052246,154.596923828125
1992-03-01,91.7058258056641,96.8284225463867
1992-04-01,87.5822982788086,89.8542327880859
1992-05-01,96.8749465942383,78.6804733276367
1992-06-01,122.349166870117,122.293502807617
1992-07-01,120.914932250977,119.613182067871
1992-08-01,115.907516479492,122.407119750977
1992-09-01,127.019622802734,141.443237304688
1992-10-01,138.521789550781,161.25422668457
1992-11-01,118.776863098145,108.15007019043
1992-12-01,106.86791229248,87.8720932006836
1993-01-01,102.530326843262,83.4649810791016
1993-02-01,119.962532043457,106.976119995117
1993-03-01,121.55786895752,109.796813964844
1993-04-01,109.2568359375,89.651123046875
1993-05-01,133.589660644531,133.505752563477
1993-06-01,126.048767089844,120.680061340332
1993-07-01,117.584510803223,106.502990722656
1993-08-01,106.032363891602,115.576171875
1993-09-01,106.274688720703,116.027297973633
1993-10-01,84.4876937866211,78.8225173950195
1993-11-01,84.5566101074219,89.2574996948242
1993-12-01,77.5203323364258,77.2720184326172
1994-01-01,80.0098037719727,82.2928009033203
1994-02-01,94.5926971435547,96.1456527709961
1994-03-01,87.0063171386719,83.2268829345703
1994-04-01,100.416366577148,106.354446411133
1994-05-01,96.5273056030273,94.5038833618164
1994-06-01,92.3797836303711,87.4688949584961
1994-07-01,85.3709487915039,75.4320526123047
1994-08-01,92.826057434082,88.9972991943359
1994-09-01,90.6300277709961,85.2935028076172
1994-10-01,76.4990005493164,61.6862258911133
1994-11-01,91.7752838134766,94.6872787475586
1994-12-01,91.7950057983398,94.76318359375
1995-01-01,107.954940795898,122.406372070312
1995-02-01,86.3230667114258,100.515556335449
1995-03-01,78.0966186523438,86.4861679077148
1995-04-01,65.9917831420898,65.9955673217773
1995-05-01,74.7023620605469,67.3016510009766
1995-06-01,79.6735610961914,75.8233871459961
1995-07-01,83.0381011962891,81.6529388427734
1995-08-01,66.7637634277344,55.888011932373
1995-09-01,75.2251739501953,70.3809127807617
1995-10-01,80.6260452270508,79.905517578125
1995-11-01,90.5328216552734,101.200119018555
1995-12-01,84.3472290039062,90.6706008911133
1996-01-01,90.6631774902344,101.578224182129
1996-02-01,75.8346252441406,82.0213928222656
1996-03-01,72.6524353027344,76.6304626464844
1996-04-01,69.1906509399414,70.8810577392578
1996-05-01,69.4277877807617,62.1096115112305
1996-06-01,81.1797027587891,82.2429351806641
1996-07-01,73.6108322143555,69.6936721801758
1996-08-01,83.6582565307617,88.6474227905273
