"Date","BRAZIL:Brazil News-Based EPU"
1991-01-01,111.854377746582
1991-02-01,146.82421875
1991-03-01,124.65119934082
1991-04-01,153.107681274414
1991-05-01,119.104202270508
1991-06-01,63.6128578186035
1991-07-01,86.6436767578125
1991-08-01,68.6040191650391
1991-09-01,79.2405395507812
1991-10-01,136.584884643555
1991-11-01,143.633285522461
1991-12-01,59.7756233215332
1992-01-01,67.2791366577148
1992-02-01,76.4619598388672
1992-03-01,12.8434944152832
1992-04-01,34.6215934753418
1992-05-01,16.7013530731201
1992-06-01,81.7866744995117
1992-07-01,107.31517791748
1992-08-01,89.9044570922852
1992-09-01,126.911270141602
1992-10-01,82.9887313842773
1992-11-01,135.096374511719
1992-12-01,125.348167419434
1993-01-01,128.731552124023
1993-02-01,78.5081176757812
1993-03-01,123.476379394531
1993-04-01,76.8023300170898
1993-05-01,113.688430786133
1993-06-01,56.7496490478516
1993-07-01,75.4272842407227
1993-08-01,91.9224700927734
1993-09-01,91.6465911865234
1993-10-01,99.8342056274414
1993-11-01,36.0548286437988
1993-12-01,143.661758422852
1994-01-01,104.131103515625
1994-02-01,158.276245117188
1994-03-01,107.248054504395
1994-04-01,110.323135375977
1994-05-01,122.610816955566
1994-06-01,113.00463104248
1994-07-01,75.2164535522461
1994-08-01,63.9779243469238
1994-09-01,39.3695793151855
1994-10-01,47.8755035400391
1994-11-01,40.9106521606445
1994-12-01,41.5046653747559
1995-01-01,58.1065330505371
1995-02-01,60.6867332458496
1995-03-01,47.9748382568359
1995-04-01,65.0670394897461
1995-05-01,12.6899862289429
1995-06-01,24.8288497924805
1995-07-01,46.0429649353027
1995-08-01,41.377025604248
1995-09-01,39.509105682373
1995-10-01,39.8148307800293
1995-11-01,74.4533843994141
1995-12-01,61.9341850280762
1996-01-01,39.8717918395996
1996-02-01,14.6301221847534
1996-03-01,67.8636856079102
1996-04-01,72.429801940918
1996-05-01,62.9839172363281
1996-06-01,70.7992095947266
1996-07-01,49.002872467041
1996-08-01,29.649341583252
1996-09-01,18.5082778930664
1996-10-01,91.7543411254883
1996-11-01,66.437141418457
1996-12-01,50.5094299316406
1997-01-01,45.3484191894531
1997-02-01,58.5973854064941
1997-03-01,52.2841987609863
1997-04-01,56.6975364685059
1997-05-01,42.342414855957
1997-06-01,72.2565460205078
1997-07-01,42.3884124755859
1997-08-01,38.2004089355469
1997-09-01,72.2967147827148
1997-10-01,38.8663101196289
1997-11-01,123.921318054199
1997-12-01,127.456024169922
1998-01-01,91.3159332275391
1998-02-01,53.304012298584
1998-03-01,53.7260398864746
1998-04-01,37.6626815795898
1998-05-01,43.406177520752
1998-06-01,92.3095474243164
