"Date","総額 -Import","食料品 -Import","食料品及び動物 -Import","飲料及びたばこ -Import","魚介類.魚介類及び同調製品 -Import","えび -Import","肉類.肉類及び同調製品 -Import","穀物類.穀物類及び同調製品 -Import","野菜 -Import","果実 -Import","原料品 -Import","原材料 -Import","動植物性油脂 -Import","木材 -Import","非鉄金属鉱 -Import","鉄鉱石 -Import","大豆 -Import","鉱物性燃料 -Import","原油及び粗油 -Import","石油製品 -Import","揮発油 -Import","液化天然ガス -Import","液化石油ガス -Import","石炭 -Import","一般炭 -Import","化学製品 -Import","有機化合物 -Import","医薬品 -Import","原料別製品 -Import","鉄鋼 -Import","非鉄金属 -Import","金属製品 -Import","織物用糸繊維製品.織物用糸及び繊維製品 -Import","非金属鉱物製品 -Import","木製品等除家具.木製品及びコルク製品除家具 -Import","一般機械 -Import","原動機 -Import","電算機類含周辺機器 -Import","電算機類の部分品 -Import","電気機器 -Import","半導体等電子部品 -Import","ＩＣ -Import","音響映像機器含部品 -Import","映像記録再生機器 -Import","重電機器 -Import","通信機 -Import","電気計測機器 -Import","輸送用機器 -Import","自動車 -Import","自動車の部分品 -Import","航空機類 -Import","そのた -Import","雑製品 -Import","特殊取扱品 -Import","科学光学機器 -Import","衣類同附属品.衣類及び同附属品 -Import","家具 -Import","バッグ類 -Import"
1994-05-01,22263.5991,4112.23928,3719.58384,392.65544,1309.37278,366.50652,681.69511,706.25324,226.25509,327.66719,2611.04185,2555.99746,55.04439,934.88701,325.27409,263.51007,112.25224,3561.64678,1898.39764,421.41817,213.35684,498.2652,230.291,505.47861,126.29054,1683.07754,474.49094,361.38666,2763.51195,352.8407,574.49948,209.73613,491.54378,460.1843,423.37172,1496.75067,162.47448,430.33695,262.43484,1941.21084,608.87691,504.28315,360.52979,29.06707,159.98988,177.48089,178.52639,865.13356,532.25527,95.49746,162.4428,3228.98663,2664.30761,564.67902,274.42318,832.97457,219.47653,195.90367
1994-06-01,23348.20673,4363.88867,3904.87842,459.01025,1418.24014,323.52878,658.56915,771.67207,223.60671,346.16913,2586.6076,2524.44501,62.16259,936.11701,303.04998,265.68518,133.23155,3663.81855,2024.8803,387.73884,234.11631,541.13929,224.42618,478.63097,142.85209,1735.77237,474.45066,351.26933,2880.79528,328.11778,722.9163,217.6842,499.79869,449.48424,406.13906,1550.62487,131.5235,506.84989,259.74917,2021.31366,611.83808,504.94735,390.01543,24.57512,155.87888,182.78228,202.86987,1251.06201,590.68831,98.39649,490.36464,3294.32372,2762.23458,532.08914,310.23139,854.70843,209.5698,192.41258
1994-07-01,22134.99422,3955.06894,3537.74231,417.32663,1420.59611,289.28835,643.55687,596.22402,198.2549,227.01514,2261.78413,2216.91594,44.86819,795.37362,256.31559,214.32069,122.61276,3782.14221,2130.0129,451.84723,247.75949,562.01325,182.16252,450.4783,152.27447,1716.01045,471.71674,388.43309,2645.18141,276.45699,657.16782,193.35803,444.03819,437.89639,387.82232,1387.26426,129.30165,381.51431,291.72525,1910.917,604.64567,502.68288,374.54991,23.02416,150.72389,151.15546,176.03338,979.132,520.78529,91.15953,306.78585,3497.49382,2937.19451,560.29931,300.51181,1151.45589,196.4452,189.86873
1994-08-01,25127.87936,4171.76567,3730.14982,441.61585,1538.86842,275.68061,688.56291,542.71458,220.75936,216.08265,2604.48446,2549.42677,55.05769,939.90357,304.7132,259.06595,106.73249,4556.80164,2685.45864,492.6711,255.51548,666.88081,191.49615,511.91619,169.54051,1875.05161,526.73082,380.51111,2784.39998,328.64897,689.87686,203.94631,441.92272,435.31794,422.96422,1481.68527,137.94455,424.87956,278.15366,2024.04012,660.42158,552.65843,344.71865,12.83984,164.17885,162.63469,197.20524,1270.56453,627.38924,100.83718,462.69752,4359.08608,3767.81962,591.26646,283.88087,1780.19843,228.66382,215.40936
1994-09-01,24014.58244,3874.68549,3456.02614,418.65935,1348.4696,241.13462,661.61506,403.8332,275.94639,239.26981,2324.54436,2271.97057,52.57379,756.05353,314.56964,231.34219,106.5927,4237.74005,2590.46467,425.30864,262.85224,612.49104,178.80658,420.61338,148.91838,1784.65255,473.13739,353.04577,2784.95913,335.64764,750.87372,199.57649,402.90829,447.70745,408.30238,1610.04089,174.28756,516.31069,271.39102,2024.23563,648.5914,539.83197,362.03382,17.3467,166.58206,182.62326,178.83809,827.76568,479.26905,99.40027,183.4193,4545.95866,4025.93748,520.02118,285.4864,2048.42898,225.61842,179.20324
1994-10-01,25124.06524,4093.70584,3679.62533,414.08051,1475.11954,325.52035,737.38629,378.71446,270.39207,278.9028,2546.08077,2484.52208,61.55869,869.91658,266.06553,253.1369,100.23897,3985.9324,2322.25338,400.38272,271.84497,556.97708,176.82824,520.47083,173.81402,1841.53446,545.29188,398.7228,3000.784,371.0515,786.56847,224.25839,433.46339,508.8089,400.56876,1528.50173,162.25706,427.9854,303.52607,2246.59797,722.43915,602.22551,403.99826,23.99208,188.49944,167.89646,194.73602,1273.66668,760.69192,106.86318,323.46086,4607.26139,4007.1376,600.12379,302.23417,1882.15769,228.33672,215.07912
1994-11-01,25219.65933,4224.81123,3777.91195,446.89928,1492.21518,356.37272,794.37449,377.80121,277.5116,290.11839,2413.37748,2350.81016,62.56732,781.89951,294.43164,239.2733,83.67509,4331.32085,2590.54656,410.60595,269.71717,587.31906,210.58556,523.55769,174.70524,1857.78251,583.69698,378.49246,3072.12959,429.96162,793.95935,224.64193,462.18546,508.08035,388.80929,1670.62441,253.66658,464.34267,289.71898,2296.128,677.31273,563.78058,463.21484,37.85424,203.72498,198.53254,215.46204,1146.61421,898.27536,113.00286,50.79486,4206.87105,3599.82084,607.05021,321.54213,1367.63647,243.3747,222.56147
1994-12-01,24518.11055,3947.62199,3525.66064,421.96135,1452.86203,373.88962,659.37444,369.22129,270.19011,258.32839,2486.41479,2431.92793,54.48686,772.91903,287.64307,267.50408,131.74032,4768.66855,2931.05499,487.793,329.22729,620.66438,250.84079,470.87515,174.4565,1649.39106,498.16014,308.2439,2853.29164,402.88661,777.98747,200.47407,434.76324,418.03216,371.47709,1685.23296,135.92032,582.59108,334.94876,2144.79048,655.29753,548.3829,441.77227,38.95132,159.33734,164.25393,196.06622,1308.55148,803.50791,95.52468,332.89191,3674.1476,3133.26743,540.88017,311.52045,1087.51241,226.23932,202.7084
1995-01-01,24439.74354,3358.34727,3071.02222,287.32505,1166.54389,299.20402,583.87668,399.13165,262.88584,175.10172,2649.08085,2588.37722,60.70363,828.70418,396.40751,259.63805,111.10696,4547.54045,2566.33545,473.31937,296.907,712.08787,258.69655,529.50062,166.97759,2017.86114,661.85952,431.40824,3138.12051,423.08851,913.68223,223.14569,433.84416,506.89003,408.82122,1763.82532,178.29685,546.9865,322.62631,2310.18463,772.03621,652.06795,399.62267,26.93547,184.45691,194.06748,203.48691,1124.03446,833.22588,115.1561,96.14087,3530.74891,3054.35986,476.38905,373.63218,1133.98314,235.16466,207.67504
1995-02-01,23734.11995,3360.46089,2992.80847,367.65242,1068.53569,300.52379,562.05336,384.98231,280.56835,197.07706,2528.88247,2462.54435,66.33812,782.79511,336.13568,242.14347,119.54568,4405.52269,2554.46372,452.15435,275.24216,631.84961,317.25833,441.45368,161.71762,1889.42439,598.76997,383.27085,2908.47552,434.03475,824.04076,207.98006,418.93041,409.20599,391.26433,1810.11444,186.3656,625.9559,308.34053,2099.79231,667.51439,571.95573,355.67706,25.07997,140.9886,187.53174,201.09561,1047.03934,717.80603,89.55143,154.15439,3684.4079,3217.2909,467.117,345.59012,1255.55203,213.06715,202.31722
1995-03-01,27156.86031,4021.05042,3551.43237,469.61805,1330.7703,281.51581,634.92072,439.79865,319.6627,267.57028,2678.32006,2612.24484,66.07522,866.06812,337.1855,235.81041,103.5865,4777.14096,2862.95083,461.169,273.72968,627.90098,325.45319,491.30196,163.7775,1966.03259,613.2083,398.11237,3061.5478,449.64538,794.0904,251.97759,449.98173,476.72509,390.71465,2282.0244,198.07144,923.07661,395.06262,2533.56217,773.74842,658.39917,421.22863,34.60215,205.35948,243.4291,267.67228,1286.75691,891.19971,113.51953,149.35521,4550.425,3738.10012,812.32488,425.72438,1417.69325,275.28193,242.72257
1995-04-01,25388.72628,4015.39408,3606.55546,408.83862,1454.10239,302.26054,775.0998,334.38274,257.24091,240.62128,2465.0496,2401.36908,63.68052,782.25911,354.32136,238.96076,103.22022,3982.92111,2374.27797,363.98478,258.05198,462.16912,326.47973,447.23899,161.82408,1886.05795,583.22849,368.17258,3644.98588,496.50589,1317.33482,238.73506,503.28405,429.23534,417.79089,1797.37943,198.88864,581.72317,306.61437,2106.50593,684.26216,592.25577,356.64888,35.15146,171.69836,199.52393,176.75609,1345.37833,677.39395,109.03108,455.15929,4145.05397,3447.94717,697.1068,335.7951,1272.05967,225.122,250.69365
1995-05-01,23945.1468,3866.29013,3500.61315,365.67698,1324.59705,311.28983,752.8369,382.26453,219.83094,307.78318,2556.58774,2476.92448,79.66326,827.84591,384.53687,218.93614,88.15107,3617.30947,2019.49281,382.17519,257.25217,523.17025,232.96215,452.33873,139.30895,1889.65603,629.1731,370.5729,3156.12441,474.50585,812.86108,245.77205,479.64782,461.12131,424.13767,1816.32078,176.36288,606.78062,311.4258,2399.35055,794.54949,691.91301,403.94641,46.86717,186.6441,241.92236,172.88377,1148.60471,740.63618,106.1214,197.83778,3494.90298,2916.60747,578.29551,371.7626,918.06844,214.67366,210.75941
1995-06-01,24240.17789,3950.22279,3532.70799,417.5148,1448.89823,315.02406,695.59904,386.63033,190.61877,307.63127,2567.53078,2515.14684,52.38394,828.38142,348.20452,221.61902,116.0086,3727.96446,2025.49497,469.76375,286.10216,545.01299,207.73959,471.25589,159.33193,1818.11824,542.87516,332.42114,3146.99739,474.64666,788.88342,246.67991,477.216,479.47212,424.61256,1975.53212,138.13344,759.81756,361.26781,2441.98326,844.50202,742.6046,414.92444,50.13538,188.90407,204.34969,184.86281,1119.83477,669.46677,106.75502,258.32397,3491.99408,2905.31532,586.67876,375.91499,905.51398,204.83389,194.96373
1995-07-01,24489.86996,4069.93265,3667.04402,402.88863,1504.37693,307.82287,809.14553,371.96684,209.23559,259.34211,2454.80615,2386.94954,67.85661,796.11892,351.58722,239.91296,103.45202,3544.85565,1881.96848,370.16226,251.37138,569.6441,243.70292,471.54709,184.36543,1853.28809,533.82351,357.24359,2979.02385,440.2101,716.99791,224.54147,456.38021,486.90926,423.8997,2079.48638,238.48553,742.85535,367.04155,2582.04672,888.32247,780.71318,439.313,42.54576,209.52847,217.32506,201.11875,1082.85622,751.04964,102.84666,146.44387,3843.57425,3276.16367,567.41058,384.74521,1256.86847,202.82811,210.14284
1995-08-01,26598.39489,4016.0412,3620.18768,395.85352,1388.83924,312.94669,812.47326,409.99683,221.92725,213.61425,2633.92543,2575.72964,58.19579,813.89942,422.93871,260.70975,97.39958,3999.629,2108.48042,452.54904,327.82956,632.79955,206.44954,589.68891,217.45531,1845.69972,544.64438,354.41248,3198.68345,469.77086,780.32385,264.83056,466.32482,436.02554,510.8338,2233.14974,214.94712,797.08531,406.92208,2777.89479,990.81488,876.7733,449.08342,43.56867,206.02238,256.74016,215.93053,956.76261,691.72226,105.57815,77.87407,4936.60895,4381.64398,554.96497,441.41624,2037.51959,240.729,242.57095
1995-09-01,26992.29046,3934.42374,3559.09041,375.33333,1290.4,277.78895,769.94637,439.96071,275.28485,232.55173,2514.10412,2456.46761,57.63651,721.18132,423.4499,237.38047,95.58713,4102.16117,2299.07653,427.40881,312.0266,607.80301,228.88944,529.55896,228.28093,1900.907,549.12489,369.38533,3107.78956,445.63887,731.30457,256.74429,423.86491,501.53795,467.39467,2308.62712,141.82685,929.32092,447.1339,2970.95321,1118.84343,1002.47261,463.12602,29.50271,211.8272,302.35264,224.98599,1019.7623,646.19745,114.79639,173.46279,5133.56224,4625.03281,508.52943,416.25571,2320.48136,244.3247,213.70413
1995-10-01,30200.785,4822.0209,4410.48043,411.54047,1522.29434,318.74247,1197.07231,425.48486,295.64881,299.34014,2711.26877,2634.96059,76.30818,759.93866,421.91281,267.55079,117.97798,4150.15219,2261.99834,443.89313,279.18235,624.78677,220.20173,588.74717,216.63821,2120.22263,624.55542,426.00592,3578.02019,473.7469,872.47769,299.48043,500.88569,558.15676,553.70937,2431.1544,182.8375,900.89107,459.46446,3488.70373,1291.39119,1161.87698,602.72304,47.70765,237.1829,339.33978,261.18111,1278.17689,869.636,143.81904,172.6176,5621.0653,5043.03371,578.03159,500.64363,2245.34019,276.20868,265.93591
1995-11-01,29311.70209,4258.89367,3844.79638,414.09729,1442.90427,343.64619,717.52279,476.61641,290.72163,287.28327,2511.31755,2443.76245,67.5551,712.79726,348.20843,274.86975,83.52633,4490.75771,2527.42624,462.66096,272.75296,613.89094,255.59098,621.55029,231.0568,2021.68879,557.34473,413.91236,3442.54679,458.73026,799.17221,297.7899,506.98815,572.13387,508.88676,2662.05455,212.72445,1107.46293,433.15645,3528.83302,1290.40686,1167.06949,643.13659,62.81106,274.88198,311.08164,261.991,1556.62391,1056.6287,134.74579,266.3788,4838.9861,4269.14154,569.84456,473.69284,1501.60419,277.97169,271.30955
1995-12-01,28989.72164,4165.32308,3762.20135,403.12173,1370.71719,314.90169,743.72427,487.57694,301.63318,233.42334,2572.42352,2510.28392,62.1396,716.99353,404.73736,237.68566,148.68814,4882.77707,2718.6712,628.99158,331.39431,653.07205,318.69664,555.21706,202.74911,1882.63947,530.1744,410.30063,3248.24071,418.17808,817.88974,255.72673,485.63417,528.23151,455.62551,2841.6077,190.37325,1267.66143,511.1586,3527.71483,1392.28752,1269.24416,646.10215,77.95145,229.83901,290.23162,242.55693,1634.77468,1040.53172,122.18233,368.2433,4234.22058,3717.76429,516.45629,501.66122,1260.57978,270.26786,259.19181
1996-01-01,29644.945,3699.99673,3364.75823,335.2385,1176.60252,302.00383,597.06541,551.20526,280.37497,215.11902,2834.64992,2769.74365,64.90627,763.71537,405.02616,306.62181,177.79375,5202.66043,2786.85332,678.2478,300.01853,800.21421,312.89652,616.91663,234.49408,2061.20767,571.62782,414.192,3444.78128,431.69597,763.76347,272.47283,524.98896,565.62244,558.4939,2753.07708,179.22378,1031.48163,515.75845,3560.16469,1362.45072,1231.63487,581.25988,60.57873,261.45127,321.16831,263.76586,1564.2589,1197.63755,127.70659,136.50062,4524.1483,4018.41482,505.73348,530.16753,1524.38011,282.88937,277.10099
1996-02-01,29798.73662,3784.69089,3423.31629,361.3746,1070.22069,222.91684,612.73805,627.41395,301.74887,220.62838,2594.94639,2532.04068,62.90571,730.64759,348.85729,258.77045,161.56771,5542.61059,3045.97487,788.8854,300.89549,767.93971,369.18886,559.67717,212.00925,1999.52981,619.64156,388.51627,3391.65219,411.18987,826.61904,274.99885,512.43037,573.31493,471.27419,2824.40865,208.30963,1023.3862,579.52317,3417.563,1208.91514,1089.71982,559.5466,72.48886,235.42591,327.68892,301.17465,1125.61809,784.90456,122.71351,112.79973,5117.71701,4532.37112,585.34589,561.60753,1837.39586,299.42248,312.90512
1996-03-01,29929.06469,4009.96121,3572.56317,437.39804,1248.77244,248.58519,546.67949,634.46289,285.21783,251.21665,2457.77116,2388.89411,68.87705,746.08736,310.07201,229.18077,143.09076,5375.37934,2967.22602,727.53959,284.81839,729.44477,329.37758,615.3238,260.22048,1921.35454,535.21758,350.06149,3128.31579,310.93262,759.52748,268.77968,437.46916,552.32813,496.17283,3132.56492,167.99381,1272.40891,614.18725,3712.95324,1422.60984,1280.65648,507.23306,54.31671,207.88131,369.54713,358.01217,1575.78792,1070.01188,124.08373,265.56064,4614.97657,4086.37071,528.60586,605.59751,1434.43654,282.83138,246.68723
1996-04-01,33293.44233,5522.71866,5103.22637,419.49229,1587.12368,346.90836,1519.09717,606.10669,326.85004,364.61924,2851.90845,2770.68916,81.21929,890.35153,412.80074,294.24979,137.41413,5191.07522,2947.44719,627.01171,328.42827,670.66255,322.03033,614.95109,202.09502,2140.16711,618.6105,486.00658,4069.4908,515.43471,1104.15555,330.91827,679.11921,518.6076,579.05994,2826.15216,184.91136,1003.0477,546.25324,3565.72377,1210.85688,1080.42219,631.72261,84.08007,238.52135,381.28044,259.53974,1613.56338,1060.48913,140.58334,306.40434,5512.64278,4856.80142,655.84136,598.57838,1792.36895,324.39371,317.18741
1996-05-01,31768.45485,5204.03489,4788.17168,415.86321,1684.03589,339.78327,1112.45018,656.48585,295.88145,366.47173,2843.38558,2765.75733,77.62825,930.30616,397.27593,279.71084,132.95024,4923.72859,2529.42115,733.32907,435.8657,701.82935,334.34283,613.14334,215.45619,2205.94681,616.03385,417.86343,3776.80593,405.07398,870.05841,342.06872,615.18247,580.86728,602.43212,2914.44122,212.46889,1071.4372,534.34709,3558.5412,1176.63785,1040.50245,594.61036,73.72015,274.52975,400.92668,256.05414,1656.49672,1089.05693,138.58029,322.96817,4685.07391,4056.56535,628.50856,612.62455,1251.77654,307.4972,272.68805
1996-06-01,29313.66058,5062.71259,4648.57948,414.13311,1651.56399,312.01745,1322.83842,536.20656,224.45466,300.45431,2651.27875,2570.18258,81.09617,837.83916,385.80956,268.1319,162.59826,4309.67012,2156.91887,649.48218,362.07523,651.13173,259.1714,584.26316,225.57731,1916.42231,495.3572,406.94439,3345.52879,375.63983,859.58854,286.19375,523.11223,509.69284,497.9761,2917.26788,199.13963,1178.8491,515.87043,3468.98394,1201.52961,1073.76265,578.32791,69.83625,256.63498,362.36935,261.31556,1380.7141,974.41182,133.50438,182.14507,4261.0821,3607.58564,653.49646,565.35999,1091.21453,260.35367,233.91236
1996-07-01,33255.55642,5032.89593,4576.0452,456.85073,1804.67864,334.25173,891.0515,661.03732,259.36474,297.05714,2884.76381,2798.44524,86.31857,910.76995,329.5743,326.06891,169.1959,5405.69472,2800.01086,703.39956,445.9848,842.50195,293.13686,753.11331,289.17254,2274.61912,635.20561,450.25243,3788.5019,388.60424,899.22508,322.45929,606.99129,586.5719,623.30436,3148.63313,260.82614,1138.06256,568.63584,3708.81031,1154.53582,1002.33234,643.20997,69.39926,295.41129,396.2437,293.66488,1433.71896,975.75137,167.39035,182.44102,5577.91854,4877.40616,700.51238,684.49247,1830.63783,299.85344,292.9436
1996-08-01,31068.48451,4391.31658,4048.75963,342.55695,1632.8152,276.52016,658.64039,617.86475,241.41775,236.20938,2729.72186,2659.11851,70.60335,908.59133,408.70878,263.64562,115.51002,5483.66339,3205.92709,638.81997,410.75477,787.07534,256.17877,584.9989,212.17428,2045.22892,580.16722,371.92637,3312.02177,377.0987,771.52793,296.83162,533.18186,456.43451,576.01384,2760.14319,226.70995,928.97723,486.0143,3196.05225,971.68077,839.68662,502.10595,56.73439,338.47815,311.0902,259.48151,1423.40434,759.71243,145.35803,367.85473,5726.93221,5203.22933,523.70288,592.52122,2379.7335,305.79235,272.37973
1996-09-01,30972.68158,4095.71407,3744.59229,351.12178,1389.46667,294.80715,613.78356,583.64754,287.89603,246.0705,2595.5167,2530.20108,65.31562,815.04205,334.46204,277.44422,115.96608,5186.18925,2862.35457,638.56522,396.72868,765.31375,257.50494,650.6653,295.02103,2223.02106,591.67685,393.73992,3437.40331,380.58817,794.7245,301.21394,506.99603,550.44012,583.57098,2859.42502,241.89799,1107.61595,507.08386,3474.30507,1174.48697,1037.83117,580.84296,59.0873,267.84635,340.05596,274.29967,1139.64271,663.07629,151.17969,233.82166,5961.46439,5396.80761,564.65678,543.85032,2643.22992,302.18666,236.74897
1996-10-01,35002.41833,5142.89214,4686.85067,456.04147,1727.75634,406.80301,827.7121,667.58521,352.27383,342.86231,3102.04931,3013.09702,88.95229,1029.10066,334.96334,320.70671,196.18358,5738.60065,3206.08479,656.90862,397.42553,866.57896,331.61024,664.78969,212.79981,2432.43579,711.4496,432.28773,3904.65391,464.95529,866.27113,360.31737,558.94453,606.88117,700.85847,3102.87341,240.70313,1155.99127,533.58945,3753.20646,1106.70593,946.18967,676.69277,90.3167,301.2077,427.75346,294.36158,1336.12551,894.28283,194.39713,149.51671,6489.58115,5931.38161,558.19954,636.46603,2573.29345,346.21479,283.84975
1996-11-01,32983.53186,4797.32704,4302.09643,495.23061,1646.59617,381.78631,695.69861,588.77109,327.11944,292.43816,2732.3578,2639.77967,92.57813,945.57565,341.59363,287.55541,98.55217,6121.3022,3601.12348,712.41354,425.23647,850.37603,328.09123,616.09553,217.76063,2149.09079,611.36502,414.13692,3630.71032,382.97716,824.01915,333.01358,549.21339,572.36514,673.91915,3081.77915,258.46231,1188.76758,550.48011,3701.27234,1200.73941,1046.8679,681.82682,99.03756,292.42095,383.87099,268.12065,1444.59935,1021.25851,175.59358,139.98457,5325.09287,4782.39987,542.693,647.8322,1605.12122,334.05197,272.36912
1996-12-01,32903.23429,4489.71638,4097.30113,392.41525,1514.39322,305.58426,793.39918,545.08667,339.91094,249.44095,2758.79967,2696.12031,62.67936,894.18994,344.809,280.25287,187.41236,7396.74339,4333.02314,953.03909,545.93556,968.49901,489.70719,638.41345,230.62151,1987.13941,596.57458,372.29926,3291.81811,396.12808,750.13292,307.36252,535.15738,457.47995,562.39695,3178.28896,235.22906,1397.97928,528.88213,3591.56664,1214.35151,1074.71626,660.18054,77.82291,276.5323,350.79192,257.2121,1573.01651,1030.76219,152.43515,288.67663,4636.14522,4179.3761,456.76912,616.77458,1338.95225,301.97922,270.69617
1997-01-01,35658.0075,4450.35984,4048.03347,402.32637,1492.36249,331.82449,661.92197,680.83569,312.05508,231.88936,3401.40582,3322.55241,78.85341,1119.03629,457.29807,342.83321,185.88961,7230.39219,4060.07797,925.57015,494.10447,1077.88511,503.11764,648.60227,231.05694,2320.13112,655.25269,422.8388,4053.50492,488.97246,890.8491,368.13587,601.51754,582.92043,798.29413,3274.54867,359.45095,1181.71914,563.90021,3913.71117,1187.36173,1029.43937,772.07525,59.08837,319.02731,402.51223,280.03646,1753.96639,1096.54667,170.60148,358.3528,5259.98738,4728.05356,531.93382,685.39408,1694.6103,348.41541,299.27392
1997-02-01,33096.7603,4050.7333,3638.7154,412.0179,1228.64747,259.92847,551.65993,640.32374,287.20254,255.15632,3066.41401,2990.09636,76.31765,1105.36825,426.69001,273.2656,168.63691,7374.67803,4219.06474,886.2027,499.914,1061.54194,511.79465,686.2752,251.3776,2134.37727,650.24334,406.91886,3481.82142,414.30528,858.85725,294.26284,518.31703,478.80227,630.65691,3160.91148,235.41524,1242.48568,584.66595,3454.37797,1129.13374,986.28428,525.95095,46.47866,264.84688,357.19164,320.23537,1335.90519,829.98726,146.60574,253.90324,5037.54163,4473.92,563.62163,639.17651,1636.63025,320.0659,280.62321
1997-03-01,37400.37814,4671.20855,4194.96019,476.24836,1483.63023,253.70671,577.0107,741.63997,354.74965,297.32307,3223.52676,3136.36,87.16676,1113.43487,367.24428,326.86371,184.57298,6948.93101,3693.08415,775.32461,491.61025,1139.23232,623.17295,705.33607,255.68808,2510.63667,715.79725,555.34218,3830.63413,410.26983,891.02335,356.5756,561.42691,640.00909,661.42737,3993.43556,229.17511,1665.82153,807.54701,4284.94193,1366.60036,1183.60337,644.23143,67.4365,310.68874,460.93637,406.55831,1913.38277,1107.9592,181.07223,486.24953,6023.68076,5325.49493,698.18583,846.44287,1688.61798,365.63006,296.94451
1997-04-01,36197.88314,5035.78796,4630.34259,405.44537,1709.57907,305.93003,907.68421,537.35723,346.89989,342.92718,3268.99558,3184.7229,84.27268,1019.3615,488.3934,367.75794,193.29486,6917.52501,3961.27431,831.84165,593.64228,945.63147,467.29721,691.19976,235.5903,2512.9382,746.55248,443.1358,4558.56059,507.01674,1303.97671,370.56134,718.61224,567.63533,770.23414,3218.4937,235.595,1170.15746,612.80268,3628.66166,1124.544,944.63363,607.78538,82.08117,297.73721,388.87136,284.44678,1389.04219,803.99402,172.45029,290.70475,5667.87825,5139.39056,528.48769,697.29123,1694.14244,368.76725,346.67621
1997-05-01,33706.85627,4928.33368,4476.82522,451.50846,1593.85064,332.00607,731.13308,637.89806,305.1811,376.98691,3155.1034,3062.2347,92.8687,1024.46271,387.26067,341.64326,178.9584,5711.38094,3105.20709,708.78126,519.99232,904.79399,289.00776,686.97803,241.04988,2479.89787,717.70674,428.77356,3936.19596,430.55052,990.54193,361.03886,611.80651,560.09323,640.26948,3345.76349,253.6186,1180.93683,643.94288,3874.81716,1355.85132,1146.9353,588.50757,67.26826,331.03701,310.22275,290.63752,1572.44305,911.4497,181.17322,365.4684,4702.92072,4148.86225,554.05847,697.77872,1122.23236,344.47292,255.91496
1997-06-01,31601.61585,4401.50228,3977.25693,424.24535,1532.27394,327.18833,656.61112,532.79991,246.07666,319.66716,2826.47979,2735.18968,91.29011,887.61587,366.16828,298.97424,174.13882,4978.5093,2589.82649,579.80717,417.76137,794.64118,363.83253,634.44871,222.25286,2267.77251,679.17621,412.0474,3647.20508,421.24968,885.19931,328.6393,568.23986,499.52235,633.21345,3578.79422,387.21287,1324.79565,687.89764,3945.73673,1507.18283,1306.09807,577.40112,67.54372,334.62063,277.55431,328.51117,1420.42209,740.109,167.43565,409.54142,4535.19385,3927.45767,607.73618,716.48705,1048.43834,293.53378,229.16317
1997-07-01,34420.90633,5133.82332,4642.64602,491.1773,1638.97296,319.99573,1218.03473,478.82149,259.31475,309.91149,3047.59299,2955.27304,92.31995,901.78315,450.78403,330.32196,214.39512,5731.59115,2951.927,655.01079,446.7092,1086.01624,342.56174,674.89824,256.72149,2559.2961,687.41785,437.71218,3923.58987,414.09099,1032.17634,355.04195,626.1338,550.11951,602.51392,3265.77696,268.62733,1133.9126,616.82032,3886.44787,1325.01881,1126.03598,627.77231,57.77668,317.01879,330.86004,311.05585,1510.91768,715.42478,185.13047,509.5812,5361.87039,4749.99337,611.87702,722.65037,1700.7932,309.39909,273.70458
1997-08-01,32170.64124,4538.17923,4090.59262,447.58661,1502.2423,318.14228,891.25077,485.13102,251.92779,242.50591,2750.78956,2665.92976,84.8598,765.55076,432.03965,315.20443,160.73498,5567.24262,3139.79534,557.20979,439.28489,887.4328,274.39987,690.98913,246.7368,2130.45267,608.1466,412.07294,3681.72898,484.34285,1008.35313,300.92705,557.27944,430.27632,597.44511,2899.90306,249.36495,980.43288,509.439,3629.34985,1310.74225,1136.44341,506.43713,48.78599,289.24904,282.89236,302.92418,1661.60524,759.47839,171.74564,628.57855,5311.39003,4836.60723,474.7828,613.29867,2142.05737,296.85401,248.95975
1997-09-01,33599.85804,4407.55522,3964.37104,443.18418,1480.01476,317.4102,761.72691,493.01412,304.48777,230.31283,2747.63557,2661.67452,85.96105,774.64861,403.71635,338.0932,135.88167,5704.27948,3146.29917,609.17824,480.45146,943.92363,303.03173,684.49629,265.73166,2410.06666,674.74427,412.99367,3830.84091,454.44233,1034.24292,335.08281,573.55699,527.43422,572.19321,3299.21849,239.97842,1174.84769,686.63043,4011.07748,1404.79832,1221.36371,557.61719,60.19759,311.79017,376.61004,329.62214,1098.72137,592.0703,203.81329,169.90807,6090.46286,5552.82787,537.63499,707.9055,2499.63482,323.61512,240.82885
1997-10-01,35400.83612,5112.51818,4660.35297,452.16521,1728.41428,433.40878,794.73639,557.6431,360.62502,333.82215,2981.39517,2888.29043,93.10474,798.43054,441.29165,345.22721,156.69801,6028.77032,3533.78525,567.81578,435.38586,807.22148,342.85834,753.10013,284.44271,2558.44809,770.39296,425.4539,4163.60211,518.01104,1191.85743,381.13424,604.9088,524.38204,605.34008,3304.82359,313.28747,1103.86942,609.25884,4168.42363,1396.64669,1192.40563,634.11207,69.23055,340.49138,384.88032,306.65278,1015.69495,601.14656,211.08333,105.70182,6067.16008,5434.07192,633.08816,755.08381,2131.64882,337.16283,281.07582
