"Date","総数","アジア計","韓国","中国","台湾","香港","タイ","シンガポール","マレーシア","インドネシア","フィリピン","ベトナム","インド","イスラエル","トルコ","ヨーロッパ計","英国","フランス","ドイツ","イタリア","ロシア","スペイン","スウェーデン","オランダ","スイス","ベルギー","フィンランド","ポーランド","デンマーク","ノルウェー","オーストリア","ポルトガル","アイルランド","アフリカ計","北アメリカ計","米国","カナダ","メキシコ","南アメリカ計","ブラジル","オセアニア計","豪州","ニュージーランド","無国籍・その他","マカオ","モンゴル","その他アジア","その他ヨーロッパ","その他北アメリカ","その他南アメリカ","その他オセアニア"
2010-05-01,721348,545016,201484,112558,114168,40864,17014,15041,10252,5109,8546,3086,7942,884,702,71791,14969,13699,10944,5138,4238,3166,2437,3013,2207,1341,1347,924,1183,651,1324,711,873,1769,82085,65559,14394,1686,3326,1604,17312,14621,2457,49,,,,,,,
2010-06-01,677064,511592,179088,103706,113900,47490,9967,17644,8295,7941,5394,3485,5813,723,712,57982,12071,9686,8550,3955,3750,2997,2470,2136,1552,1028,1582,570,1145,835,954,845,857,1536,84143,71781,10378,1585,2933,1615,18838,16171,2392,40,,,,,,,
2010-07-01,878582,687666,236092,164944,152925,68846,14208,11556,7960,6179,5238,3283,5395,859,842,81002,16233,16202,9844,5748,4934,5543,2104,3644,2860,1646,1510,984,1539,1019,1312,1114,894,1871,85183,68051,14468,2140,3662,2262,19137,15563,3233,61,,,,,,,
2010-08-01,802725,635354,246882,171503,113438,51526,9857,7239,4996,3720,5517,3421,5401,914,875,77244,14880,14446,9789,8279,4375,7368,1873,2202,1912,1187,1042,1037,866,654,1133,1634,903,1847,69653,55449,12291,1299,2963,1527,15610,12858,2538,54,,,,,,,
2010-09-01,717756,540644,193975,137333,102811,33767,12777,10929,9033,13681,6133,3761,5392,1856,790,73051,15545,11475,11534,5065,3994,4560,2273,2793,2309,1547,1117,1066,1216,858,1252,805,982,2300,70564,56599,11570,1738,3831,1922,27317,23500,3522,49,,,,,,,
2010-10-01,727278,523119,193829,106237,105678,30423,27812,13459,9233,7010,6797,4226,6603,1910,1147,94336,18505,16580,15302,6638,5426,4581,3467,3688,3360,1923,1857,1097,1792,1132,1860,851,1037,3090,82145,65989,13281,2130,4764,2564,19759,16659,2735,65,,,,,,,
2010-11-01,634818,466752,197244,68385,89412,27432,18894,23611,11055,5615,5894,3772,5357,978,1378,72212,15068,11121,12463,4702,4976,2909,2604,3038,2063,1486,1579,1058,1279,984,1258,646,978,2082,72774,59083,11575,1608,3437,1635,17512,15173,2058,49,,,,,,,
2010-12-01,648380,493299,202508,60493,81477,42622,19370,36827,17451,11124,6339,2833,4292,521,578,54862,12655,10168,7405,4238,3696,2199,1826,2196,1520,877,1175,474,777,591,932,721,764,1493,67964,54003,12273,1344,2819,1837,27890,24815,2901,53,,,,,,,
2011-01-01,714099,555875,268368,99131,97115,34410,11412,9034,6789,5014,6612,3151,6056,638,638,55026,13323,9330,7705,3726,4063,1663,2026,2087,1337,953,1009,612,1053,756,1200,456,877,1832,64225,51706,10847,1161,2965,1746,34118,30689,3222,58,,,,,,,
2011-02-01,679393,539829,231640,105362,93446,49311,13597,12474,9133,4109,4643,3371,4693,489,514,54859,14119,8999,8564,3450,3259,1768,1722,2152,1428,1021,1077,501,1142,853,903,594,697,1369,56934,45135,10326,1116,2394,1118,23945,21467,2288,63,,,,,,,
2011-03-01,352676,252422,89121,62450,42095,14116,11718,6290,5483,3863,4532,3220,3475,470,464,36937,10127,5798,4950,2310,2091,1241,1344,1445,968,651,833,473,708,598,503,331,572,1089,47907,38934,7852,803,1674,852,12627,10853,1628,20,,,,,,,
2011-04-01,295826,220195,63790,76164,35800,5774,8001,2360,3462,2874,5706,3787,4715,359,319,28891,8010,5472,3268,1274,1646,943,1149,1231,823,542,671,428,456,387,287,163,471,1195,36051,29788,5292,694,1422,836,8044,6490,1407,28,,,,,,,
2011-05-01,357783,264991,84014,58608,67958,11584,8457,6999,4139,3550,4989,2636,5140,426,370,33264,8629,5864,4391,1543,2049,993,1455,1484,922,700,722,402,648,416,380,259,529,1247,47563,40770,5779,731,1619,866,9067,7406,1521,32,,,,,,,
2011-06-01,432883,325304,103817,61419,87693,28522,7507,8947,4683,4855,3993,2706,4522,469,409,35272,8487,5954,4921,1721,2023,1032,1661,1454,1068,747,834,523,728,602,446,502,597,1386,58054,50648,6134,971,1748,900,11069,9362,1463,50,,,,,,,
2011-07-01,561489,432875,140053,86963,113460,40524,12180,7870,5730,4594,4805,3029,5092,637,542,50563,12519,9072,6460,2535,2916,1950,1701,2630,1591,1076,725,610,1177,782,758,589,761,1425,61787,52127,8010,1235,2276,1294,12518,10108,2108,45,,,,,,,
2011-08-01,546503,433554,147030,102640,99126,38436,8631,5502,5219,5317,5364,3586,4485,453,487,43501,10800,8033,5681,2538,2582,2190,1397,1634,1179,734,722,615,647,475,540,771,624,1498,56299,46823,8035,1036,2070,1065,9551,7631,1666,30,,,,,,,
2011-09-01,538727,409902,122436,112493,84756,28507,13701,7671,8540,6520,5222,4156,5944,675,659,52381,12121,8376,7775,3347,2765,2237,2071,2108,1535,1073,874,783,934,702,797,594,832,2091,56136,46903,7434,1233,2894,1568,15295,13222,1775,28,,,,,,,
2011-10-01,615701,450490,132259,106174,108403,35468,19517,8787,7042,6305,6153,4770,5388,969,743,69414,16802,11256,10529,4113,3657,2496,2895,2847,2456,1283,1197,831,1439,949,1135,594,917,1998,71691,58632,10877,1607,4741,2814,17313,14823,2291,54,,,,,,,
2011-11-01,551571,407585,134009,92154,86207,33711,11488,12552,7724,5481,5293,3810,5543,773,755,59631,13208,9046,10129,3804,3768,1866,2528,2415,1707,1099,1223,1015,1145,781,919,600,755,1990,64940,53055,10247,1183,3005,1486,14376,12056,2065,44,,,,,,,
2011-12-01,572101,430639,141536,79688,77915,44502,18760,22868,13572,9429,5787,2826,4301,573,677,49540,11954,8238,6399,3674,2974,2435,1857,1963,1396,829,1056,658,744,604,671,774,662,2241,63459,51366,10466,1310,4954,3925,21227,18471,2562,41,,,,,,,
2012-01-01,681786,544694,173000,136665,125783,48455,12092,8981,8876,5130,6924,3600,5598,534,619,47290,12654,7686,6351,2762,3172,1372,1884,1717,1146,781,993,509,808,755,661,499,857,1791,60590,48268,10860,973,2511,1389,24873,22192,2526,37,,,,,,,
2012-02-01,546451,420853,169025,81966,85874,28743,15345,7720,7354,4570,4409,3556,4808,637,602,48368,12294,7791,7689,2736,2751,1447,1800,1914,1215,919,1174,654,883,727,730,379,662,1527,53632,43637,8797,890,2006,1015,20051,17890,2010,14,,,,,,,
2012-03-01,676662,494079,150291,129302,92057,36690,26313,11605,11748,7597,6928,5016,5604,924,885,73552,18993,10636,10963,4886,4099,2833,3471,2421,2142,1279,1549,1008,1492,1345,1053,598,928,1991,81696,66010,13596,1609,3696,1924,21613,18911,2451,35,,,,,,,
2012-04-01,779481,595389,152323,148793,138735,44216,40821,12806,12222,9594,11059,6512,6087,1105,932,77171,17345,14457,9605,4599,4695,3348,3650,2908,3031,1328,1631,1227,1351,1046,1105,771,960,1734,80019,64208,13517,1815,4474,2633,20656,17465,2964,38,,,,,,,
2012-05-01,667046,508260,157141,112152,120992,32491,24016,13090,12731,7108,8414,4159,6797,795,810,58950,13424,9976,8568,3935,3177,2389,2154,2338,2045,1050,1236,853,1069,694,1010,639,833,1737,78914,65195,11871,1445,3416,1661,15734,13137,2232,35,,,,,,,
2012-06-01,682932,518705,152131,125983,125702,44208,13608,13216,8445,9451,6263,3529,5620,630,905,54421,11396,8667,7528,3330,3888,2454,2387,2100,1625,1302,1566,828,941,886,725,754,837,2041,85511,74049,9522,1504,3450,1948,18762,15714,2715,42,,,,,,,
2012-07-01,847194,673221,189701,204270,160344,51482,16347,8390,7905,7779,5991,4580,5643,766,914,71477,14575,13477,9355,4273,4419,3826,2281,3415,2708,1613,1346,959,1563,1200,1039,793,885,1873,79339,65750,11153,1933,3956,2432,17278,14033,2956,50,,,,,,,
2012-08-01,774239,629726,201764,190254,128673,44341,11812,5870,7734,12500,5871,4098,4876,665,779,60755,12192,11358,7645,5343,3976,4706,1810,2124,1673,1033,881,891,760,686,755,947,652,1959,65454,53180,10434,1347,2711,1418,13602,10864,2529,32,,,,,,,
2012-09-01,658239,497257,145742,121673,118115,36355,18775,8017,9442,7996,6714,5610,6335,1416,864,66615,13742,10863,10027,4285,4876,3382,2409,2548,2037,1224,1096,1175,924,837,1024,701,977,2469,65846,53692,9859,1724,3530,1850,22477,18920,3214,45,,,,,,,
2012-10-01,705848,503561,168150,69713,135164,33828,31701,10264,11335,8704,8292,6278,6725,1328,1465,89898,20080,14467,12891,6080,5612,4293,3613,3716,3040,1856,1504,1093,1672,1242,1632,721,1123,3805,82024,66556,12517,2146,5253,2845,21221,17890,2933,86,,,,,,,
2012-11-01,648548,485503,183557,51993,123299,36215,24239,14792,15170,7678,6775,4717,6112,990,1057,68968,13953,10777,10995,4780,5306,2842,2636,2730,2004,1298,1314,940,1377,1259,1142,584,827,2095,71720,58238,11454,1513,3774,1961,16456,13968,2197,32,,,,,,,
2012-12-01,689679,516729,199950,52336,111015,44641,25571,27450,17221,13353,7397,3501,4709,623,676,58375,13346,10257,7281,4792,4205,2315,2363,2335,1663,925,1239,531,754,770,757,1022,817,1703,71656,57926,11775,1603,12374,11035,28790,25420,3126,52,,,,,,,
2013-01-01,668610,515836,234456,72301,111345,31237,16101,7109,7609,6672,7501,4998,6313,609,814,50172,11558,8340,6720,3142,3771,1670,2384,1862,1225,841,1119,752,829,832,740,393,818,1739,63146,51261,10045,1234,2830,1418,34856,31669,3009,31,,,,,,,
2013-02-01,729460,591539,234390,80903,150273,56539,19890,10134,10982,4936,5049,4352,4886,545,740,52606,13044,8445,7815,3134,3126,1737,2093,2002,1339,1012,1069,623,1024,945,793,604,755,1519,57418,45488,10599,909,2444,1275,23885,21271,2459,49,,,,,,,
2013-03-01,857024,640409,206946,102265,147438,59405,44848,13409,13401,13341,12177,6781,5845,2845,1070,90934,21832,13062,13193,5705,5862,4053,4436,2990,3017,1704,1878,1290,1835,2149,1406,849,1040,2003,93467,75506,15132,2276,4533,2497,25648,22557,2764,30,,,,,,,
2013-04-01,923017,709205,204229,100160,197932,55040,60212,14583,14716,15530,12943,12136,6481,1494,1140,93676,18547,18856,11434,7083,7283,3162,3754,3505,3312,1793,1772,2477,1354,1197,1165,864,965,1927,86277,69565,13966,2144,5322,3022,26569,22747,3620,41,,,,,,,
2013-05-01,875408,684430,228670,81571,195715,59182,40263,16334,15013,9944,11256,5527,8374,1182,1111,72717,15265,12917,9995,4853,5124,2896,2749,2764,2437,1345,1449,1961,1155,949,1105,801,905,3984,90442,74045,14058,1854,4694,2324,19087,16050,2838,54,,,,,,,
2013-06-01,901066,712908,211465,98996,226974,74711,20502,21735,9802,14804,7441,6344,6984,820,969,65738,13697,11399,8926,4628,4126,2888,2653,2562,1827,1244,1345,1408,1054,1144,904,1155,866,2296,95325,81290,11528,2050,3613,1963,21152,17509,3157,34,,,,,,,
2013-07-01,1003032,799976,243992,139905,238502,85335,30189,11248,9929,8092,6739,7316,6176,849,866,84390,17376,15947,9895,5958,5345,4941,2670,3712,3255,1787,1260,1187,1621,1566,1154,1222,1132,2049,91783,75350,13219,2734,4478,2738,20317,16190,3679,39,,,,,,,
2013-08-01,906379,738442,215498,162288,194944,71767,23849,8831,10951,16221,6725,6000,5835,821,1004,77380,14123,15081,8682,8725,5168,6989,2073,2353,1959,1178,850,1164,850,727,1010,1493,927,2046,71814,58347,11424,1511,3258,1678,13409,10553,2619,30,,,,,,,
2013-09-01,866966,680982,164499,156201,206844,55379,29278,11597,11681,8694,7886,7370,6372,1922,1087,77520,15809,11873,11788,5550,5073,4628,2794,2929,2501,1357,1094,1397,1331,1191,1178,984,942,2644,75580,61261,11326,2276,4616,2327,25589,21505,3789,35,,,,,,,
2013-10-01,928560,707371,158273,121335,213501,62433,61306,16146,17760,10591,10877,11292,6377,1791,1702,99555,20799,17069,13669,7470,5798,5326,4350,3677,3555,1913,1684,1514,1895,1416,1421,1102,1152,2536,90939,73731,14011,2477,6341,3310,21772,18099,3251,46,,,,,,,
2013-11-01,839891,658525,170901,101940,177949,62679,51185,20003,26153,11011,8644,7207,6526,1003,1120,75647,15073,11469,11881,5574,5750,3295,3270,3022,2180,1434,1392,1114,1208,988,1302,919,868,2265,80786,65228,12896,2031,3919,2060,18694,16089,2379,55,,,,,,,
2013-12-01,864491,676166,182846,96572,149404,72174,56019,38151,28524,16961,11113,5146,4926,597,841,63797,14675,10434,7778,5406,4076,2876,2980,2483,1715,950,1611,638,909,981,837,1218,888,1689,85004,68208,14562,1842,3882,2493,33908,30330,3390,45,,,,,,,
2014-01-01,944009,766525,255517,155605,196923,63503,27161,10888,13961,7129,9160,6707,6887,574,1267,56833,13972,9132,7365,3280,4285,1962,2513,2056,1446,901,1426,705,1116,964,883,705,930,1830,74503,59767,12852,1345,3355,1887,40928,37367,3366,35,,,,,,,
2014-02-01,880020,722395,231502,138236,191235,64809,34334,10370,14109,6527,7495,7419,4982,573,853,58659,14835,8882,8954,3800,3423,2154,2268,2211,1565,1017,1324,722,1120,941,912,709,819,1444,65201,52016,11420,1344,2716,1315,29567,26589,2804,38,,,,,,,
2014-03-01,1050559,823804,192078,184064,208610,64482,71122,16378,23372,14302,12709,11145,6892,2812,1043,94334,20029,15788,13752,6541,6426,3636,4097,3548,2763,1673,2289,1789,1701,1430,1261,1090,1028,2578,100043,80929,16079,2461,5489,3045,24242,21334,2661,69,,,,,,,
2014-04-01,1231471,959222,193998,190558,257894,79357,99396,18662,25166,16946,29721,17889,7440,3469,1681,120433,23588,22166,15218,9467,6807,6056,5280,3914,4514,2320,2104,2394,2336,2400,1784,1535,1285,2697,107388,85298,17782,3582,6959,4131,34696,30174,4329,76,,,,,,,
2014-05-01,1097211,884969,195263,165784,281997,70804,62254,18256,22607,14765,19313,7897,9850,1549,1107,83160,16846,14879,12101,5887,5041,4407,2942,3370,2673,1642,1698,1654,1166,825,1196,1061,1059,2436,99419,80373,15951,2532,5175,2922,21993,18547,3180,59,,,,,,,
2014-06-01,1055273,850145,207588,173046,254274,78129,36323,23298,17029,15658,13424,8513,7420,794,1223,70679,15019,11512,9427,4968,4999,3470,3041,2626,1916,1254,1548,1091,1265,1301,938,1130,952,2175,103636,87870,12722,2512,3913,2206,24675,21081,3230,50,,,,,,,
2014-07-01,1270048,1036531,250741,281309,279316,91224,42891,13047,16249,16791,11033,10973,7239,1026,1151,99853,19625,18646,11653,6921,5809,7331,3238,4535,3954,2135,1491,1852,2092,1787,1420,1285,1122,2092,102832,82937,15763,3537,4517,2595,24165,20086,3778,58,,,,,,,
2014-08-01,1109569,913800,251428,253802,229871,74961,29355,8256,9938,8454,11517,9523,7042,991,1247,92448,15811,17533,10715,10664,5349,10598,2236,3052,2237,1383,1025,1555,989,762,1271,1715,944,2295,80848,63883,14214,2091,3939,2128,16199,13089,2864,40,,,,,,,
2014-09-01,1099102,875877,217689,246105,220797,69872,31058,14132,16083,10834,12663,10665,7640,1691,1153,91933,20654,13603,12720,7032,5038,6649,2987,3532,3050,1718,1360,1790,1302,1286,1534,1143,1126,2740,87602,69301,14531,2954,5455,3069,35444,30631,4477,51,,,,,,,
2014-10-01,1271705,1011094,249577,223214,260398,77347,79388,20145,24020,12182,19426,15222,8203,3168,1788,118552,24299,20172,16469,8860,6791,6780,4634,4824,4327,2135,2128,2102,2263,1398,1661,1495,1268,3488,104152,82512,17675,3206,6517,3638,27840,23994,3537,62,,,,,,,
2014-11-01,1168427,955394,239029,207462,236520,85251,68024,26694,27682,11433,15950,10370,8325,1554,1325,87717,18470,13280,12945,6323,6185,4162,3579,3469,2447,1597,1556,1450,1555,1186,1398,1164,1037,2777,92743,73243,16184,2617,4251,2309,25485,22155,3077,60,,,,,,,
2014-12-01,1236073,1019455,270903,189973,211986,106236,76264,47836,39305,23718,21793,7943,6047,607,928,74130,16912,12977,8935,6788,3924,3337,3310,2729,2258,1159,1712,779,996,950,1140,1407,1026,1784,93950,73539,17692,2255,4587,3065,42105,37609,4319,62,,,,,,,
2015-01-01,1218393,1018348,358093,226214,217035,87742,44770,11813,12312,9683,14428,12266,7771,671,924,62847,15030,10035,8325,4168,4024,2501,2948,2145,1677,1046,1501,801,1196,1114,1024,777,936,1801,78654,62081,14250,1694,3998,2303,52692,48583,3932,53,,,,,,,
2015-02-01,1386982,1200651,321576,359080,277626,109384,44038,16293,19269,8094,14190,9489,5982,722,955,69706,17770,11951,9815,4680,2781,2806,2662,2478,1849,1435,1401,1080,1224,1112,1100,1004,930,1746,77636,59157,16304,1678,3257,1709,33925,30303,3474,61,,,,,,,
2015-03-01,1525879,1243295,268156,338121,277934,117223,92438,23147,28193,19542,26786,18736,8228,3068,1866,118398,25205,18090,18374,8869,5503,6330,5146,4230,3773,1982,2323,1775,2578,2636,1908,1516,1399,3273,121592,95609,21638,3561,6102,3423,33116,29178,3558,103,,,,,,,
2015-04-01,1764691,1463927,304619,405731,335140,119602,117930,24833,29556,23364,36673,28510,9204,4469,1822,130460,27049,27146,15661,10402,5207,5469,5230,5037,5476,2582,2370,2805,1934,1448,1726,1571,1372,2689,121420,95891,21868,2931,7308,4467,38807,34060,4545,80,,,,,,,
2015-05-01,1641734,1384930,315389,387170,339677,120626,81015,24593,25797,18859,27847,12319,11328,1693,1617,102667,19882,20324,14340,7873,4275,5578,3424,4269,3402,2083,1739,2434,1565,1042,1480,1429,1097,2567,116842,92184,20708,3229,5424,2804,29241,24827,4022,63,,,,,,,
2015-06-01,1602198,1363207,251504,462248,345243,137014,43390,29167,18525,17119,18619,13043,8588,1019,1304,82754,16839,13500,10537,6410,3756,5269,3685,3201,2325,1520,1863,1866,1530,1558,1075,1318,1014,2093,122846,102103,16725,3356,4353,2152,26891,22695,3820,54,,,,,,,
2015-07-01,1918356,1620334,343799,576868,361683,158712,51852,17194,19954,25528,16374,15366,8294,1267,1453,134217,26340,22304,13845,9963,5041,9843,5647,7219,5573,3467,2565,2662,3428,3058,1911,2160,1543,3222,123765,98201,19767,4790,6684,3697,30061,25396,4344,73,,,,,,,
2015-08-01,1817023,1570066,390971,591510,313929,141466,31289,12616,12301,9777,14794,13770,8680,1125,1414,118791,20466,21199,13405,16658,4826,13520,2640,3765,3024,1910,1196,2261,1195,911,1706,2240,1184,3328,98376,76926,17758,2826,4511,2072,21880,17878,3740,71,,,,,,,
2015-09-01,1612208,1362193,301645,491201,302897,115242,34385,18716,21307,12855,15843,15569,9098,3298,1752,102847,22699,15276,14542,8368,4216,7604,3097,4138,3259,2045,1478,2470,1483,1307,1613,1449,1241,3046,97967,76279,17703,3139,5734,2795,40356,34712,5299,65,,,,,,,
2015-10-01,1829265,1527602,370842,445562,343601,129080,86001,25205,28488,16753,25685,21391,9719,2118,1515,135290,26221,23871,18840,10192,5230,8381,5170,5730,5025,2865,2113,3160,2733,1808,1911,1769,1357,3346,122333,96208,21902,3319,6517,3332,34113,29621,4137,64,,,,,,,
2015-11-01,1647550,1390779,359845,362950,296499,130776,76145,38205,39481,14197,24443,14592,9507,1672,1595,101704,21577,16277,14723,7213,5593,5014,3937,4448,2696,2039,2234,2063,1709,1349,1565,1581,1169,2681,113534,88707,20797,3115,5442,2485,33328,29463,3542,82,,,,,,,
2015-12-01,1773130,1500511,415656,347034,265811,157425,93478,67001,50264,29312,32679,10344,6685,806,1057,85289,19410,14255,10173,8402,3913,4871,3391,3313,2319,1380,1872,919,1142,1254,1165,1852,1076,2126,115641,89912,21970,3170,14868,2778,54616,49359,4989,79,,,,,,,
2016-01-01,1851895,1609529,514889,475115,320963,125012,61115,15086,19843,13735,18848,14792,9637,871,1192,76718,17616,12077,9659,5149,4257,3017,3624,2639,1916,1387,1866,1849,1350,1350,1132,1110,1162,2445,96754,75909,17681,2288,4923,2316,61443,56075,5049,83,6089,1802,10540,5558,876,2607,319
2016-02-01,1891375,1675569,490845,498903,348971,151836,61315,20354,29915,11966,18509,17599,7155,782,1079,81686,20057,14502,11279,5374,3202,3028,2964,3094,2151,1530,1903,1664,1493,1307,1421,1127,1151,2059,87710,67616,17492,2060,4270,1577,39982,35858,3885,99,6515,1746,8079,4439,542,2693,239
2016-03-01,2009550,1658047,374057,498053,328400,160954,99692,32964,38223,26828,37525,23211,9723,3973,1595,147917,34746,22122,21113,10687,4934,8701,6532,4879,5167,3355,2473,2796,3084,3265,2324,1751,1742,2623,148206,116207,26622,4449,6423,2988,46243,41763,4195,91,6774,1956,14119,8246,928,3435,285
2016-04-01,2081697,1734776,353660,514866,384165,127245,130992,30576,38038,31169,41949,34134,11583,5081,1966,149774,28499,33978,18048,12017,5421,6422,5047,7047,5328,2739,2354,4245,2090,1386,2008,1840,1416,2566,141493,114153,23079,3182,7816,3953,45164,39658,5233,108,6976,1839,20537,9889,1079,3863,273
2016-05-01,1893574,1588223,302088,507095,375475,140046,84919,29250,36560,21053,36871,16377,13643,2262,1689,121141,24048,23250,16646,9389,4108,6196,3424,5255,3624,2700,2139,3214,1886,1272,2018,1676,1390,3125,140361,111980,24092,3408,6437,2873,34181,29811,4102,106,6729,2004,12162,8906,881,3564,268
2016-06-01,1985722,1694543,347365,582452,397840,163103,47898,32574,20879,22896,27621,16736,11955,1291,1329,98532,20315,16659,12025,8100,3545,6061,4412,3652,2543,1969,2000,2701,1845,1772,1214,1622,1236,2685,149214,125353,18915,3961,5816,2774,34846,30192,4253,86,8715,1760,10129,6861,985,3042,401
2016-07-01,2296451,1969084,447008,731386,397002,184630,61253,17960,24960,26692,20306,18584,9625,1634,1785,136821,24721,26962,14489,10867,4700,11232,4200,7516,5452,3806,1764,2921,2959,2189,2059,2103,1486,3220,146151,117636,22928,4670,6268,3204,34818,29133,5202,89,11105,1551,13603,7395,917,3064,483
2016-08-01,2049234,1777302,458927,676966,333242,159340,34660,12069,15534,12837,17385,17206,9336,1211,1103,126122,21451,23669,14186,18385,4312,15071,2633,4347,2845,2012,1197,2290,1251,935,1840,2341,1153,3104,114671,88783,21890,3064,4621,1987,23332,19392,3616,82,13116,1656,12714,6204,934,2634,324
2016-09-01,1918246,1618407,430614,522302,347522,130937,44673,21923,25895,17831,20817,19252,10097,2842,1988,118193,24693,17297,16857,9767,4485,9191,3684,5197,3614,2727,1730,2906,1717,1461,1906,1699,1445,3553,124132,96808,22097,4180,6794,3056,47074,41134,5626,93,5873,1922,13919,7817,1047,3738,314
2016-10-01,2135904,1758625,449555,506162,354457,153971,98276,29860,36696,23260,36708,24696,11522,6126,1876,165441,32022,30035,22874,12531,6464,11012,5920,6790,6218,4126,2618,3171,3138,1809,2402,2271,1714,3329,155176,119477,29736,4805,10349,5448,42880,37667,4831,104,7328,1999,16133,10326,1158,4901,382
2016-11-01,1875404,1587947,426918,432802,300739,152346,80327,43323,44428,21853,30004,18126,11151,2424,1438,108992,23489,17399,15399,8581,4983,6169,3978,4323,2931,2370,1803,2641,1743,1351,1605,1706,1294,2767,132165,103761,24039,3507,5748,2847,37690,33125,4139,95,6876,1554,13638,7227,858,2901,426
2016-12-01,2050648,1756814,494376,427462,278736,189773,96405,75868,63297,40894,41318,13050,7512,939,1115,90597,20801,15499,10713,8404,4428,5749,3206,3510,2443,1461,1852,1156,1274,1074,1018,2178,1188,2286,134387,105036,24642,3935,8493,3865,57985,51524,6192,86,13329,1619,11121,4643,774,4628,269
2017-01-01,2295668,2019799,625415,630570,350765,185486,65176,20415,34513,22539,26386,21621,10105,867,1163,85336,20811,14374,10256,5569,4320,3667,3864,3068,2335,1414,1937,1244,1517,1536,1120,1440,1249,2358,114655,88183,22583,2827,5916,2665,67494,61107,6001,110,9352,2046,13380,5615,1062,3251,386
2017-02-01,2035771,1804729,599745,509090,342951,140622,75098,17643,26667,17911,25795,22000,7485,918,924,82158,19044,13807,11777,5449,3829,3520,3221,3241,2309,1773,1929,1370,1448,1474,1225,1085,1073,1841,96096,73587,18774,2932,5204,2038,45683,40690,4704,60,6162,1633,10085,4584,803,3166,289
2017-03-01,2205664,1838801,488349,508979,339884,164469,111502,33791,43744,36001,34860,30594,11242,5422,1711,143530,31390,23656,22422,11004,7105,6255,5059,5429,3994,2752,2835,2831,2445,2147,1929,1766,1624,2987,166602,130922,29439,5090,8780,4312,44861,39965,4606,103,7617,2354,18282,8887,1151,4468,290
2017-04-01,2578970,2126452,554627,528781,413348,209394,138559,35380,43152,45215,62022,38928,14470,6119,2066,192269,37157,37405,23415,16049,9033,11227,6901,7763,7312,4149,2766,4181,3209,3211,2392,2710,2196,3057,183826,141090,34285,7105,10133,4691,63135,56202,6579,98,7205,1760,25426,11193,1346,5442,354
2017-05-01,2294717,1957787,558892,517038,407471,181601,88816,34322,36019,24908,43994,22118,15584,2214,1827,129770,25861,24951,17370,9827,5883,7732,3746,5799,4043,2802,2401,2804,1787,1192,1818,1822,1558,2684,158348,124672,27622,4969,8584,3567,37486,32040,5071,58,7513,1561,13909,8374,1085,5017,375
2017-06-01,2346442,2035241,568877,587193,433603,201799,51755,36283,30044,38314,31450,21869,10650,1229,1628,100778,19501,16071,12799,8324,5550,6491,4777,3888,2597,1971,2212,2025,1687,2009,1263,1682,1553,2274,164310,137985,20246,5295,6418,2655,37369,32506,4393,52,8588,2237,9722,6378,784,3763,470
2017-07-01,2681500,,644000,780800,446600,234600,56700,19700,21600,23400,24500,24700,11000,,,,26300,29100,15500,10900,6300,11700,,,,,,,,,,,,,,129400,26400,,,,,30400,,,,,,,,,
2017-08-01,2477500,,620900,819700,377800,196800,36200,15300,21100,14000,21300,24700,10100,,,,22200,24600,14300,17200,5800,14900,,,,,,,,,,,,,,92000,22400,,,,,22200,,,,,,,,,
