"Date","総額 -Export","食料品 -Export","食料品及び動物 -Export","飲料及びたばこ -Export","原料品 -Export","原材料 -Export","動植物性油脂 -Export","鉱物性燃料 -Export","化学製品 -Export","有機化合物 -Export","医薬品 -Export","プラスチック -Export","原料別製品 -Export","鉄鋼 -Export","非鉄金属 -Export","金属製品 -Export","織物用糸繊維製品.織物用糸及び繊維製品 -Export","非金属鉱物製品 -Export","ゴム製品 -Export","紙類紙製品.紙類及び同製品 -Export","一般機械 -Export","原動機 -Export","電算機類含周辺機器 -Export","電算機類の部分品 -Export","半導体等製造装置 -Export","金属加工機械 -Export","ポンプ遠心分離機.ポンプ及び遠心分離機 -Export","建設用鉱山用機械 -Export","荷役機械 -Export","加熱用冷却用機器 -Export","繊維機械 -Export","ベアリング.ベアリング及び同部分品 -Export","電気機器 -Export","半導体等電子部品 -Export","ＩＣ -Export","音響映像機器 -Export","映像機器 -Export","映像記録再生機器 -Export","テレビ受像機 -Export","音響機器 -Export","音響映像機器の部分品 -Export","重電機器 -Export","通信機 -Export","電気計測機器 -Export","電気回路等の機器 -Export","電池 -Export","輸送用機器 -Export","自動車 -Export","乗用車 -Export","バストラック -Export","自動車の部分品 -Export","二輪自動車.二輪自動車原動機付自転車 -Export","航空機類 -Export","船舶 -Export","その他 -Export","雑製品 -Export","特殊取扱品 -Export","科学光学機器 -Export","写真用映画用材料 -Export"
2009-07-01,48430.00548,324.30215,270.77889,53.52326,742.60691,732.98734,9.61957,1001.80155,5301.65671,1469.53558,348.12475,1780.56945,6106.98209,2471.14197,872.06979,679.28982,522.01888,661.17879,676.84079,205.9645,7968.16612,1571.99564,371.5849,1020.07453,535.63829,411.78339,870.29278,398.41214,340.20433,340.40005,98.59057,231.58901,9902.53603,3226.86722,2150.63304,833.1547,791.95096,692.65906,99.2919,41.20374,500.40475,611.59038,653.24528,712.74392,1323.6081,299.96483,11188.46908,6295.45569,5560.01197,684.75933,2299.47655,139.86028,199.84703,1996.79721,5893.48484,2879.39241,3014.09243,1417.65844,320.19151
2009-08-01,45098.04115,271.53572,232.69278,38.84294,711.73435,702.42664,9.30771,1093.72099,5119.71515,1461.17442,289.15758,1710.22884,5917.25243,2466.50884,885.35701,633.37058,432.52,645.6246,627.23779,213.11795,7493.09419,1547.90351,359.67364,1062.18912,507.62469,389.14805,697.09284,375.88279,326.062,281.48653,96.23563,209.01587,9520.07323,3168.45418,2134.56932,794.45591,755.83634,677.00281,78.83353,38.61957,526.16951,617.41996,584.09127,735.54769,1185.20536,295.65562,9136.91069,5355.71149,4651.1545,648.24625,1940.06622,129.81836,204.58098,1323.57684,5834.0044,2879.01767,2954.98673,1455.0915,309.0031
2009-09-01,51093.85524,292.50023,249.30133,43.1989,744.30472,735.36008,8.94464,1163.94942,5326.12359,1589.08777,322.02575,1742.98592,6309.35669,2664.15654,898.69519,695.91665,442.38174,713.10639,672.69491,209.79999,8321.98425,1696.30088,379.80757,1030.24573,624.42226,443.66714,817.27714,433.35926,409.11926,355.36181,89.94169,246.80616,10530.3352,3476.83584,2370.53577,996.72847,946.29349,857.11587,89.17762,50.43498,526.969,660.25784,651.95588,778.71667,1264.53921,313.02921,11838.75648,7351.51378,6402.88895,874.36023,2352.7061,122.00996,199.88108,1601.76435,6566.54466,3216.25019,3350.29447,1548.89614,336.70047
2009-10-01,53083.18725,369.83286,328.69472,41.13814,687.5223,677.4583,10.064,786.94102,5542.08021,1430.36708,332.55836,1915.42153,6803.0638,2606.99062,1055.24975,807.1587,530.42977,777.6322,746.5284,262.62035,8910.61996,1633.55175,423.98575,1196.96633,727.84695,433.01218,872.78251,418.74684,377.30209,367.49593,127.47096,276.94354,10825.00604,3398.46047,2246.39708,1137.84073,1088.43412,990.50092,97.9332,49.40661,537.93579,657.07584,595.72648,829.58139,1410.62863,295.80941,12158.49572,7102.27361,6150.14152,891.62546,2580.82434,224.71933,210.43995,1845.45047,6999.62534,3387.50772,3612.11762,1646.6445,331.90767
2009-11-01,49881.62904,340.53886,300.24279,40.29607,636.05008,627.91162,8.13846,756.1733,5086.94764,1430.058,328.70582,1660.37734,6153.98094,2483.16847,898.67864,700.80424,478.48793,704.3621,646.87449,227.39311,8747.37603,1644.91056,384.45987,1225.29503,829.42444,425.19965,778.05174,465.05188,397.69614,467.12218,119.06387,258.0879,9872.06139,3123.09096,2075.3987,1083.72113,1040.65668,970.39858,70.2581,43.06445,424.29644,718.72429,547.0506,732.11934,1240.98528,292.53198,11974.18481,7556.71157,6606.36236,883.76947,2325.52361,214.06421,174.54149,1539.95524,6314.31599,2986.81723,3327.49876,1453.0465,310.6549
2009-12-01,54116.78206,417.66334,367.98037,49.68297,800.97487,790.78526,10.18961,794.89476,5688.7056,1635.88052,278.2018,1859.47846,7055.59429,2836.74829,1044.71641,828.2598,572.41551,757.46243,757.24774,242.52137,10073.69192,1944.19652,428.7283,1070.72177,1050.90869,566.57076,939.21651,599.47221,479.96807,388.58956,142.38874,295.61804,10395.15959,3385.26162,2240.22172,822.65355,775.14759,705.69873,69.44886,47.50596,417.81582,694.21352,545.34961,876.54642,1382.41893,294.74465,11919.98296,7431.13187,6427.86709,919.37166,2654.27454,205.09482,173.34989,1197.91389,6970.11473,3306.62171,3663.49302,1654.04697,365.50591
2010-01-01,49008.88348,345.00967,305.40673,39.60294,791.50338,780.59212,10.91126,721.00126,5506.81676,1666.91334,302.06553,1800.0428,6377.25682,2630.8255,1062.70366,670.60744,426.70099,709.39405,642.33032,222.87834,8187.06361,1607.24155,329.01477,1035.17147,741.80876,433.27024,798.04915,427.00889,352.39964,290.19331,130.86307,267.11555,9146.14065,3199.30554,2160.53156,652.85758,613.32034,555.67599,57.64435,39.53724,408.65627,498.78675,484.19457,718.59615,1232.73213,258.19535,11740.33781,6357.40414,5554.76861,752.82107,2204.16644,244.31541,190.41313,2536.87429,6193.75352,3001.50843,3192.24509,1503.35387,335.74812
2010-02-01,51271.47354,286.09884,245.01879,41.08005,811.43133,802.93622,8.49511,771.95559,5536.49682,1634.646,321.02182,1786.44944,6572.05065,2629.59332,1102.44942,746.58766,420.14183,723.07517,696.80126,242.1845,9693.63152,1750.20621,333.88412,1050.94432,1154.66145,593.74244,913.93102,618.54249,395.83777,353.84671,146.48992,300.70405,9288.41959,3099.92826,2015.74567,632.49481,589.37757,531.12738,58.25019,43.11724,374.42203,565.56307,460.32636,841.33353,1248.87783,251.48398,12411.24652,7377.96829,6410.05602,878.03497,2413.21748,332.12539,201.51978,1897.77435,5900.14268,2920.56433,2979.57835,1407.26601,308.34302
2010-03-01,60004.24097,345.43214,296.55355,48.87859,839.78641,825.64535,14.14106,802.18364,6088.99081,1735.42597,303.56671,2087.24653,7745.2422,3264.91902,1240.1241,833.54818,505.19159,823.74045,797.6847,267.52289,12013.72073,2126.61059,415.47754,1079.07471,1403.82215,851.3448,1041.98463,861.64876,576.12678,460.40991,201.29094,345.98117,11120.31476,3628.68653,2372.2491,866.40153,823.36528,747.52967,75.83561,43.03625,488.69454,739.0227,516.99608,989.33704,1491.49641,306.61405,14278.39667,8330.32074,7146.88168,1101.82291,2582.80109,304.07399,266.6713,2603.04474,6770.17361,3358.54094,3411.63267,1702.56496,350.9368
2010-04-01,58897.44011,366.54113,313.13659,53.40454,935.27421,925.90758,9.36663,1025.60519,6177.85442,1555.02805,402.14362,2128.61469,7509.66256,2978.51022,1212.34185,867.11203,521.72478,792.33084,839.37581,284.86177,11558.60328,2051.53371,390.01429,1119.93582,1544.63713,702.55942,1035.89091,770.02212,496.70835,411.66754,175.27483,349.30058,11046.99574,3674.18831,2394.17505,909.65086,863.47861,797.64926,65.82935,46.17225,547.26935,619.40539,524.96579,951.94978,1497.49643,309.02993,13350.51252,7746.48949,6695.30309,975.91157,2859.60387,284.27571,222.2925,1997.96136,6926.39106,3375.74509,3550.64597,1732.71449,368.59504
2010-05-01,53086.04342,306.30621,264.96864,41.33757,790.35534,781.07143,9.28391,933.7793,5696.89049,1522.06582,322.07801,1947.33825,7523.30753,3226.50658,1267.56622,723.04937,515.28925,765.88075,757.8466,252.04135,10241.4352,1723.83669,363.2106,1091.45543,1300.11869,677.48339,915.63384,633.68115,441.18564,332.02128,178.16994,307.32229,10166.01661,3405.8274,2257.54059,799.54998,760.98122,696.63106,64.35016,38.56876,483.87463,583.29355,479.92594,864.6735,1426.60946,284.27078,11050.02641,6589.27661,5670.49935,847.80471,2261.44896,213.41959,155.13616,1614.00771,6377.92633,3212.06753,3165.8588,1684.57417,345.37383
2010-06-01,58672.19926,302.3222,244.69594,57.62626,759.03353,746.1962,12.83733,662.98392,5771.08881,1469.70201,279.70722,2001.98974,7999.02373,3441.84987,1156.26243,835.41674,562.99636,878.7631,830.61699,275.25099,11315.86945,1920.32616,445.14373,1089.20822,1282.55294,712.83933,1004.36804,758.61801,522.18265,377.42529,194.17652,361.13927,11050.59096,3688.04356,2441.81888,852.14464,810.21115,725.21899,84.99216,41.93349,486.79594,668.55737,541.68383,937.37007,1519.78968,288.16509,13917.75693,8593.01655,7351.66319,1139.5195,2639.04105,197.72538,207.15291,2096.16147,6893.52973,3418.55314,3474.97659,1751.48824,358.62028
2010-07-01,59819.05101,312.87369,263.45877,49.41492,688.05631,678.60002,9.45629,1016.48116,5985.38405,1500.90236,372.32245,2057.31592,7670.25509,3088.04542,1115.86196,910.91743,574.25399,877.7678,815.85987,269.42868,12193.18663,2112.81214,375.85488,1232.52291,1474.47364,779.75199,1078.31675,850.5921,539.16811,404.39934,189.79854,373.74952,11544.35551,3775.58565,2492.78111,794.08124,751.6273,663.87086,87.75644,42.45394,517.51912,718.40508,510.55667,1038.79211,1669.99099,313.90657,13527.15478,8002.53894,6823.32665,1098.0352,2825.13937,162.15592,170.4491,2141.19204,6881.30379,3523.67264,3357.63115,1857.98305,362.67666
2010-08-01,52097.56988,290.25659,241.03739,49.2192,737.84353,728.46993,9.3736,1290.53213,5460.0198,1477.05887,265.13375,1835.90848,7105.48307,3111.87763,1034.23048,767.32472,473.92635,766.95823,698.60857,237.07843,10579.18453,1681.6645,344.24561,996.93087,1602.46812,772.79604,845.33444,712.16306,467.33397,280.65174,200.03381,298.57179,10120.31623,3539.53194,2383.61119,695.41975,658.85009,575.21694,83.63315,36.56966,469.19003,562.81458,476.17699,880.72151,1365.12038,273.69295,10088.61399,6356.24882,5374.76083,906.27314,2219.96094,153.93721,168.91023,960.80323,6425.32001,3199.16062,3226.15939,1678.61308,331.68613
2010-09-01,58396.34979,309.11446,261.75117,47.36329,712.19013,703.80654,8.38359,1124.32532,5500.27715,1408.05376,306.95139,1916.78037,7260.29757,3180.93471,1002.95897,841.96329,470.44106,756.81469,748.32412,242.4486,11561.01525,1988.60055,396.31624,990.34492,1582.48944,813.3137,967.64642,802.66448,529.75999,362.15812,187.78277,342.00853,11230.63485,3628.56548,2404.50115,948.73292,906.18631,785.08965,121.09666,42.54661,544.45381,655.77874,531.34002,1043.20687,1506.69947,299.73836,13770.64366,8234.32903,7063.82574,1090.19031,2667.93189,182.25942,186.81051,2297.73124,6927.8514,3387.87481,3539.97659,1704.09983,328.08789
2010-10-01,57224.96396,388.86706,344.49917,44.36789,760.14389,749.07368,11.07021,857.01899,5658.21714,1483.05989,311.65449,1878.14844,7259.2197,2952.73505,1079.84147,863.60845,526.89095,799.45337,777.98406,243.12226,11679.15804,2127.22336,375.88712,1090.70661,1457.17467,837.75261,984.26257,681.06312,495.1659,332.23728,210.96838,376.08467,11078.32807,3469.39023,2294.51966,962.03386,922.50615,823.27824,99.22791,39.52771,479.80652,676.47059,533.8224,1005.97041,1560.35142,268.78168,12660.03827,7825.31794,6775.34925,973.54941,2679.43969,212.32715,169.96319,1566.27383,6883.9728,3378.58891,3505.38389,1691.95808,328.64735
2010-11-01,54398.04284,353.30806,304.01715,49.29091,734.69631,724.48172,10.21459,788.60155,5518.03391,1596.74321,300.86374,1775.95799,7013.92648,3009.18497,987.49405,801.92848,496.60541,763.85543,718.6153,222.78063,11121.69211,1949.15307,328.60919,1000.03221,1413.76744,881.55425,914.27298,748.84605,522.85231,338.34955,194.01808,350.0525,9798.49466,3029.54147,1990.70677,884.11771,850.81505,784.00491,66.81014,33.30266,351.18208,627.89172,500.33555,918.24021,1390.57025,243.58367,12258.48032,7765.42867,6733.13765,951.76431,2476.81264,235.43326,183.86789,1388.56678,6810.80944,3115.26227,3695.54717,1577.49044,315.28451
2010-12-01,61120.0087,455.02421,406.21666,48.80755,901.16004,889.05951,12.10053,1055.30477,6352.59102,1678.27753,299.87202,2143.87828,7812.32567,3239.36677,1090.95674,955.87381,606.16591,817.83401,838.31329,246.36261,13021.79355,2235.62566,371.81098,976.7521,1750.85446,1003.47006,1106.12819,888.5679,616.75061,523.65475,224.90723,397.18973,10913.91436,3389.66199,2159.62765,767.13836,727.01698,632.48907,94.52791,40.12138,374.75209,688.30718,559.55461,1046.17925,1570.16427,292.86126,13528.15271,8562.40955,7380.60128,1098.37888,3003.27484,220.876,169.85008,1322.21189,7079.74237,3516.70546,3563.03691,1843.2683,370.54522
2011-01-01,49701.32453,298.09865,254.41461,43.68404,697.71572,688.74718,8.96854,1041.96173,5528.05784,1728.60568,292.86972,1678.63703,6458.2579,2920.67584,935.8822,677.88102,379.62906,710.07947,625.15951,200.88381,9761.68309,1691.4529,271.07911,910.02543,1598.49078,630.36081,785.15565,674.77583,456.96889,262.14216,146.91853,319.41729,8457.38409,2793.50831,1833.81844,549.98575,519.3007,454.06693,65.23377,30.68505,284.14642,488.37167,433.47526,816.98789,1233.38146,225.724,11760.41097,6553.67751,5713.48529,773.75139,2133.46678,246.65892,159.29083,2481.21122,5697.75454,2820.24718,2877.50736,1463.78849,300.26599
2011-02-01,55890.21184,325.83453,273.32335,52.51118,913.98918,901.63794,12.35124,994.28138,6109.9903,1762.93391,321.98644,1995.57776,7344.43327,3168.71408,1072.84327,829.89642,486.32154,736.7629,792.87736,244.67211,11941.04224,2002.87254,288.15605,1029.03714,1561.28443,950.33105,1077.21642,925.72114,596.56606,352.67383,238.57164,374.581,9590.96283,2924.62285,1926.10841,678.03024,641.13098,557.69189,83.43909,36.89926,337.65057,648.71112,439.62487,1017.90546,1400.18835,241.05974,12761.64959,8115.27793,7039.99807,987.29307,2644.83571,304.21511,190.30065,1262.22651,5908.02852,3110.84772,2797.1808,1589.56218,316.30247
2011-03-01,58585.17149,360.86333,310.17347,50.68986,899.24386,886.11186,13.132,1016.35778,6491.75099,1943.24062,316.3446,2063.14907,8264.92515,3600.74566,1297.04426,902.56538,543.4672,829.21399,822.53677,255.17944,12839.29981,2117.95367,335.03818,901.79763,1594.26359,1192.77541,1069.31357,921.79761,654.337,450.18477,276.24012,414.33774,10442.56211,3380.01929,2169.18167,679.17351,649.55677,573.38574,76.17103,29.61674,417.36571,706.76845,427.7874,1077.64156,1443.23035,267.55092,11552.50727,6015.05884,5194.05698,757.5984,2452.84828,267.96163,255.25348,2342.65254,6717.66119,3491.11321,3226.54798,1769.80293,362.24709
2011-04-01,51566.47982,282.69375,248.51902,34.17473,816.81882,804.74223,12.07659,553.11275,6672.17466,1832.79282,449.33242,2138.86521,7629.28001,3156.52798,1165.23823,887.08094,561.35962,810.3796,811.6904,222.65703,11735.78146,1896.64968,264.20799,891.81302,1623.21654,955.42579,1057.50991,649.059,546.28301,431.74466,254.3981,407.17668,9663.52508,2976.98416,1819.7474,474.39122,444.83113,366.04421,78.78692,29.56009,433.38783,672.50899,419.87103,992.19946,1464.56987,261.99357,7580.73813,2552.37395,2149.676,368.6985,2435.99856,182.03639,357.71633,1847.83858,6632.35516,3283.60677,3348.74839,1705.51803,348.00798
2011-05-01,47592.97307,238.15597,194.00262,44.15335,698.11898,686.1327,11.98628,938.0737,5386.24032,1528.48516,256.70133,1721.05717,7139.81998,3073.58417,1055.1215,707.55583,507.88785,780.55838,802.6464,200.36068,10624.78884,1604.08568,266.29829,885.20278,1517.28719,865.11856,977.21421,719.25984,487.08869,473.16052,205.81945,350.24238,8484.40013,2776.54578,1732.79064,570.54501,546.78926,480.44934,66.33992,23.75575,334.3263,543.01077,379.8298,784.73883,1190.2105,229.19444,8106.66293,4022.4443,3328.56461,635.6281,1842.22014,196.8417,215.64731,1649.47441,5976.71222,3020.52558,2956.18664,1620.09793,305.30234
2011-06-01,57746.13169,294.37751,243.45767,50.91984,835.26673,824.27089,10.99584,1233.36878,5507.64902,1344.22963,256.75303,1869.27734,7738.35866,3233.43395,1074.0989,828.17843,583.2619,876.43948,903.28736,223.50316,12557.79619,2017.84744,359.79156,1059.5422,1631.96188,999.9143,1051.66762,900.64888,557.9174,407.01441,223.27808,414.6884,10089.10965,3057.336,1924.47539,853.80541,826.35621,753.99151,72.3647,27.4492,368.3294,617.86764,452.85439,1030.9535,1442.52999,289.88339,12450.09894,7518.13249,6293.00044,1135.96867,2367.41381,202.44828,239.70418,1926.00828,7040.10621,3481.08621,3559.02,1889.06889,355.27524
2011-07-01,57817.62864,274.15467,226.20443,47.95024,816.83346,805.08912,11.74434,1383.84788,5598.69528,1416.33474,283.64883,1851.25692,7575.13133,3119.11957,1100.06651,851.18719,567.91942,834.35477,867.93798,218.40272,12356.10062,2093.81898,337.23172,1076.2327,1422.61644,1074.61737,1031.07822,837.14502,551.41171,386.62787,220.85438,413.13683,10593.78452,3208.92523,2077.63453,894.92173,859.52215,781.00474,78.51741,35.39958,402.60151,656.50708,476.56623,1124.667,1493.40223,304.40614,12455.00018,7701.54853,6384.30822,1226.15099,2691.70795,189.01291,199.04872,1476.41674,6764.0807,3553.3821,3210.6986,1948.19407,362.97435
2011-08-01,53556.8093,262.18077,211.17681,51.00396,823.58404,814.70161,8.88243,1397.8493,5471.60259,1639.44939,248.83948,1708.26193,7258.60337,3155.75974,1089.60274,771.2518,489.28038,785.55283,762.78992,190.99437,10841.82782,1729.9695,352.07708,932.38177,1314.36345,996.51308,909.93106,765.47142,532.50119,299.65972,174.52227,349.54592,9625.72721,2958.35448,1971.28178,789.06785,757.98716,688.89212,69.09504,31.08069,390.87055,608.83555,431.40512,964.5862,1369.55665,272.13463,10870.36078,6693.9749,5684.70479,947.88419,2334.30921,149.53811,201.34085,1298.90495,7005.07342,3236.0978,3768.97562,1741.09178,305.79958
2011-09-01,59738.1877,270.25089,225.35177,44.89912,832.86768,822.64083,10.22685,1215.47451,5424.36974,1476.92123,316.66011,1769.44007,7361.7989,3034.07196,1139.1323,879.85112,503.41317,769.00438,818.81231,204.34015,11495.49892,2103.94667,347.80475,883.67569,1021.21469,1064.42109,1041.41518,929.62741,573.12333,333.4517,158.83208,394.25842,10779.21805,3301.24088,2221.32017,819.43988,785.38211,709.47838,75.90373,34.05777,447.69798,696.32277,454.43986,1169.55391,1539.61894,295.66409,14472.31009,8636.58561,7288.56198,1235.16459,2975.51031,183.24177,224.01876,2195.15398,7886.39892,3688.31129,4198.08763,1940.93092,322.91026
2011-10-01,55069.27685,275.50621,230.77455,44.73166,740.32758,730.42338,9.9042,1202.18643,5503.57655,1607.28058,268.90788,1752.53356,7223.65952,3026.35898,1070.25642,873.19608,546.28437,692.49919,801.78863,196.96472,11022.37095,1985.26684,329.24615,891.74588,1001.74801,954.03616,1003.11956,865.52432,564.71942,345.03142,209.08455,368.44055,9716.96473,2746.38816,1793.81042,839.52417,804.50379,725.78988,78.71391,35.02038,348.60436,692.48361,432.64041,1013.13751,1433.2165,265.73226,12633.72366,8303.11271,7095.72048,1112.55499,2689.49683,203.16607,199.29167,1059.04582,6750.96122,3579.24073,3171.72049,1848.15118,313.02581
2011-11-01,51961.73431,319.91372,276.26564,43.64808,787.46582,778.96801,8.49781,763.75228,4823.18121,1351.06293,260.3786,1557.00241,6683.76267,2733.0102,944.98117,809.52803,541.43905,676.75328,775.14772,187.37886,10664.31482,1890.06077,296.24011,924.7211,1006.55258,1088.1439,875.18343,819.74465,518.7051,296.83099,167.5423,354.23583,8746.79005,2573.41713,1743.48732,467.65637,437.62305,375.84232,61.78073,30.03332,279.41025,617.62362,396.17156,957.29108,1333.61868,230.77404,12737.45722,7719.93765,6363.62523,1264.31543,2565.2026,262.69388,240.84215,1769.20201,6435.09652,3358.47149,3076.62503,1748.86407,296.86851
2011-12-01,56238.82024,388.52859,342.24352,46.28507,853.58587,842.60674,10.97913,730.39374,5462.94408,1448.57336,317.45161,1773.14965,7183.42699,2869.50459,1001.81187,915.6673,594.8587,704.96998,881.97158,197.82986,12192.47659,2031.31263,324.79095,875.84908,1396.84021,1227.44465,1119.14821,1004.47081,547.76699,344.82618,174.27337,378.14221,9810.32533,2950.45838,1991.94361,538.15736,502.99356,430.61427,72.37929,35.1638,286.77531,679.79318,438.76761,1105.10871,1457.31225,253.3598,12953.24301,8209.60743,6867.62634,1218.08062,2838.67344,271.77193,214.19494,1155.32446,6663.89604,3506.58613,3157.30991,1823.54616,360.35207
2012-01-01,45136.64053,218.50058,179.06962,39.43096,688.77625,681.46586,7.31039,688.83243,4559.42583,1514.73765,224.40745,1363.00028,5756.93359,2590.45869,797.32934,651.23429,379.49671,573.73239,630.20115,126.06416,8915.84163,1500.97063,253.42121,763.40267,1091.79533,811.85261,717.0524,780.27163,417.74367,235.55893,118.80132,279.56073,7608.38135,2352.22455,1598.7031,552.50601,520.52954,458.37336,62.15618,31.97647,234.50644,472.71459,359.73021,827.54918,1099.86248,211.45886,11622.07381,6698.55287,5705.89702,932.1922,2056.51943,234.54858,212.86607,2273.74218,5077.87506,2579.74251,2498.13255,1362.22716,271.72228
2012-02-01,54426.24486,277.37555,226.58749,50.78806,890.13213,880.00809,10.12404,611.03255,5200.23503,1521.32138,283.34741,1649.61844,6876.31482,2769.79877,1103.53634,860.77635,495.0718,670.41372,808.75838,155.16481,11771.35985,2090.3718,287.70557,944.7152,1370.25066,1146.08126,968.34971,900.94677,531.70992,381.34526,179.25015,337.2966,9265.66101,2749.44864,1830.21485,666.82001,630.3676,549.59705,80.77055,36.45241,295.11316,635.72333,421.96106,1026.82772,1335.19837,272.05508,13482.96585,8716.10673,7478.59461,1158.21103,2646.61051,313.01859,214.99994,1321.64898,6051.16807,3160.53502,2890.63305,1662.62942,306.17581
2012-03-01,62033.93875,314.96554,264.57455,50.39099,1011.09957,1000.48215,10.61742,829.03115,5946.92221,1728.77797,295.07444,1938.96702,8253.75558,3475.40115,1329.81904,986.4436,555.29193,788.36656,919.55312,185.45397,13422.05125,2317.02943,350.90324,892.25152,1316.71747,1458.07632,1068.83333,1241.05308,591.9313,414.78534,209.13025,385.48479,11079.0077,3070.53694,2055.68405,955.01317,910.22269,810.43345,99.78924,44.79048,395.61055,871.2643,506.85097,1219.57413,1493.62869,316.35312,14493.36532,8706.8169,7231.14386,1361.75109,3051.24263,291.61697,289.36148,1947.61894,6683.74043,3532.43629,3151.30414,1835.05767,379.4175
2012-04-01,55648.98273,310.47247,256.18315,54.28932,913.63209,902.91387,10.71822,826.33719,5593.75319,1548.43937,303.8659,1802.97203,7231.70709,2754.20337,1198.25347,917.70775,536.40691,741.31134,894.86375,175.65314,11451.87806,1923.07475,277.83764,967.39507,1152.42825,1092.6341,999.47754,932.44965,489.69255,304.12753,142.40191,369.74738,9528.33538,2659.55321,1718.886,803.91044,768.08388,689.44306,78.64082,35.82656,359.51738,628.7459,429.09149,1051.36979,1385.05438,297.74504,13789.57308,8160.50971,6871.18528,1180.69739,2865.23066,230.56976,259.03753,1845.48144,6003.29418,3288.41677,2714.87741,1775.07347,336.40468
2012-05-01,52368.57826,272.00456,222.16953,49.83503,977.27691,964.86315,12.41376,1045.63358,5253.64649,1522.72414,256.29705,1715.26328,7575.32572,3358.80939,1090.65186,850.49356,521.05849,733.11066,836.85659,170.62899,10424.65563,1913.09475,263.67723,896.84949,956.43506,987.58839,843.5889,800.81562,461.84272,324.31839,164.07979,338.91587,8960.28081,2587.77674,1697.51965,689.32333,658.8736,597.15959,61.71401,30.44973,360.3985,679.07517,358.26488,998.97355,1275.55074,262.68728,12250.41397,7539.79871,6434.5594,1012.60587,2691.20306,151.50144,306.75545,1313.95387,5609.34059,3032.78625,2576.55434,1598.83278,330.22956
2012-06-01,56418.46688,298.37192,237.95257,60.41935,902.47825,891.11274,11.36551,942.36614,5261.77176,1327.80009,260.7656,1761.98138,7509.03822,3046.27307,1092.07441,979.37373,580.29842,768.74199,847.13584,177.51615,11270.84055,1849.58932,290.35133,843.96151,984.42521,1063.96284,958.59376,917.44077,493.36191,354.56013,154.40657,378.84102,10126.00976,2850.16611,1855.0139,911.09929,876.57865,812.62847,63.95018,34.52064,383.17034,727.40379,387.81695,1194.20104,1396.17031,291.2321,14097.15269,8162.87193,6781.87054,1256.79207,2890.21647,163.43697,243.44329,2416.22703,6010.43759,3337.5747,2672.86289,1776.70614,332.01769
2012-07-01,53122.10774,274.96808,218.50328,56.4648,826.08649,815.21269,10.8738,1040.89217,5134.38855,1327.49182,273.07761,1672.17443,7168.94175,3058.23938,973.19899,885.20917,526.64768,718.42493,816.3159,175.11358,10689.87523,1864.83077,262.7152,825.58857,910.51836,1178.47496,881.14945,836.56237,508.97774,334.37476,146.75796,355.4313,9612.47628,2759.83464,1775.70373,810.94195,776.60574,716.30078,60.30496,34.33621,353.03731,709.96628,358.022,1102.62211,1350.92101,286.70387,12615.90083,8055.87909,6793.09788,1140.08004,2726.5524,137.61346,275.34941,1210.6595,5758.57836,3211.90391,2546.67445,1752.15333,317.72843
2012-08-01,50444.05366,283.84562,233.17739,50.66823,790.61751,781.70704,8.91047,951.97761,5283.26741,1441.92763,258.4056,1702.93442,6841.32854,2894.41385,977.81393,846.28395,480.04663,727.84617,742.23148,159.74757,10290.04993,1732.8883,264.337,919.51084,981.2352,1226.68977,865.74709,722.89171,448.26607,288.8195,138.15679,323.63151,9543.15014,2854.69129,1912.80652,738.88653,704.75991,641.77844,62.98147,34.12662,433.08655,640.30693,338.65203,1018.32843,1331.06404,290.5686,10627.11079,6571.85418,5515.85448,951.23143,2538.77451,129.87735,264.46873,929.62708,5832.70611,3181.29945,2651.40666,1777.40437,308.90775
2012-09-01,53579.33278,298.17102,254.04548,44.12554,809.73326,798.98033,10.75293,1033.19451,5265.58027,1464.44362,269.29144,1741.28544,6943.77439,2838.09209,1008.01614,906.80926,472.47484,755.0186,778.86249,170.73862,10287.80199,1883.05037,293.74874,802.76885,805.22619,1102.71724,857.52374,782.09114,470.58468,304.59921,159.51696,339.78286,10210.52758,3043.4616,2056.18603,839.86262,806.81428,728.17681,78.63747,33.04834,360.1462,690.31967,410.71927,1065.99585,1428.16339,290.23767,12068.70473,7365.97102,6107.9597,1105.11346,2785.27453,173.79491,260.48476,1308.04733,6661.84503,3507.56055,3154.28448,1917.26852,285.25041
2012-10-01,51480.10964,305.73324,268.86894,36.8643,904.06644,893.12663,10.93981,821.46456,5408.80249,1582.85709,293.49193,1730.27774,6704.53605,2731.62206,977.76435,863.89715,522.64485,688.20071,736.84228,169.88683,9772.35131,1807.69324,260.35039,856.46916,637.58342,1134.53453,930.63956,593.43113,428.11651,292.35814,176.39475,324.09492,9477.53077,2858.34032,1972.32955,740.66607,704.5149,639.17481,65.34009,36.15117,347.12357,654.68263,362.59167,950.07455,1388.47568,283.13558,11723.00151,7280.67533,6163.37982,975.52527,2667.43165,201.1765,289.83444,981.05002,6362.62327,3340.98151,3021.64176,1821.14242,315.02441
