統計名：,法人企業統計調査 時系列データ,,,,,,,,,,,,,,,
表番号：,1,,,,,,,,,,,,,,,
表題：,[時系列データ] 金融業、保険業以外の業種(原数値),,,,,,,,,,,,,,,
実施年月：,2017年,1～3月期,,,,,,,,,,,,,,
業種（金融業、保険業以外の業種）：,137,サービス業(集約),,,,,,,,,,,,,,
規模（金融業、保険業以外の業種）：,26,全規模,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,2,13,27,28,40,225,78,86,88,89,91,154,171,172
,,,現金・預金(当期末流動資産)【百万円】,資産合計(当期末)【百万円】,利益剰余金(当期末純資産)【百万円】,負債及び純資産合計(当期末)【百万円】,設備投資(当期末新設固定資産合計)【百万円】,ソフトウェアを除く設備投資(当期末新設固定資産)【百万円】,売上高(当期末)【百万円】,経常利益(当期末)【百万円】,従業員数(当期末)【人】,人員計(当期末)【人】,従業員給与(当期末)【百万円】,売上高経常利益率(当期末)【％】,負債計(当期末)【百万円】,純資産計(当期末)【百万円】
19542,,1954年4 - 6 月,8630,51629,12072,51629,1240,1240,21539,2544,100066,101542,5567,11.8,23719,27910
19543,,1954年7 - 9 月,9574,55695,12769,55695,1930,1930,21713,481,99871,101433,5607,2.2,25434,30261
19544,,1954年10-12月,10160,62686,12515,62686,1992,1992,23564,1603,94176,95581,5922,6.8,32371,30315
19551,,1955年1 - 3 月,11170,57491,12668,57491,1278,1278,22979,1424,94374,95889,6181,6.2,28951,28540
19552,,1955年4 - 6 月,10642,71469,13036,71469,1433,1433,26859,2267,85285,86504,4932,8.4,40493,30976
19553,,1955年7 - 9 月,11291,73176,11932,73176,1647,1647,26218,155,83248,84470,5990,0.6,41887,31289
19554,,1955年10-12月,11141,80981,13084,80981,1712,1712,28688,1046,81023,82199,5225,3.6,46763,34218
19561,,1956年1 - 3 月,11789,65359,12404,65359,964,964,22986,852,75725,76969,4463,3.7,36274,29085
19562,,1956年4 - 6 月,4161,56272,8631,56272,1602,1602,13132,1240,44088,45984,2214,9.4,28810,27462
19563,,1956年7 - 9 月,7100,70633,9424,70633,1779,1779,23174,788,67580,69489,2900,3.4,41601,29032
19564,,1956年10-12月,8876,82460,11995,82460,2861,2861,28867,1143,53922,55498,3756,4,49717,32743
19571,,1957年1 - 3 月,11884,97703,15476,97703,3223,3223,34908,2320,66263,68240,3814,6.6,57902,39801
19572,,1957年4 - 6 月,10848,110797,10304,110797,2402,2402,43791,2523,150296,152641,5992,5.8,71121,39676
19573,,1957年7 - 9 月,11676,105597,10563,105597,4432,4432,34936,1257,60709,62421,3442,3.6,64154,41443
19574,,1957年10-12月,9312,103740,10748,103740,3492,3492,24875,1580,64902,67326,4627,6.4,58132,45608
19581,,1958年1 - 3 月,10095,125999,8639,125999,2757,2757,39412,2888,66497,68422,16069,7.3,77683,48316
19582,,1958年4 - 6 月,15882,165839,19705,165839,3328,3328,63055,3417,82289,84800,5779,5.4,106993,58846
19583,,1958年7 - 9 月,16184,170150,22207,170150,4824,4824,59227,2186,133532,136877,7334,3.7,105421,64729
19584,,1958年10-12月,19769,197429,20043,197429,6896,6896,79055,2167,85755,88284,6918,2.7,137014,60415
19591,,1959年1 - 3 月,9002,122004,14883,122004,4306,4306,28103,3877,73601,76512,3599,13.8,66099,55905
19592,,1959年4 - 6 月,18534,182139,20542,182139,4764,4764,69823,5309,101126,103830,6743,7.6,117186,64953
19593,,1959年7 - 9 月,22013,204861,23660,204861,4067,4067,70032,1303,110232,112901,9565,1.9,132436,72425
19594,,1959年10-12月,24318,225948,23872,225948,5642,5642,86082,3481,107900,110933,9571,4,153361,72587
19601,,1960年1 - 3 月,34089,258292,27127,258292,7566,7566,109516,3135,98779,101817,9003,2.9,178937,79355
19602,,1960年4 - 6 月,17090,195744,22404,195744,4411,4411,41413,3421,88228,91010,4758,8.3,113759,81985
19603,,1960年7 - 9 月,15645,198597,21944,198597,5578,5578,37361,2183,98524,101453,5638,5.8,113302,85295
19604,,1960年10-12月,19041,213895,19046,213895,5373,5373,54443,1006,95776,99134,6078,1.8,128972,84923
19611,,1961年1 - 3 月,16759,226996,19972,226996,4534,4534,38097,4647,86139,89178,4834,12.2,135690,91306
19612,,1961年4 - 6 月,24218,297083,22754,297083,9997,9997,62979,3596,145092,148493,8468,5.7,194674,102409
19613,,1961年7 - 9 月,22672,306805,22048,306805,9085,9085,80354,3386,220479,224338,10541,4.2,198830,107975
19614,,1961年10-12月,20321,362596,23538,362596,20248,20248,57030,635,146211,150375,9806,1.1,237273,125323
