"Date","RUSSIA:News-Based Policy Uncertainty Index"
1994-01-01,312.887603759766
1994-02-01,229.424377441406
1994-03-01,177.627624511719
1994-04-01,100.256240844727
1994-05-01,119.05428314209
1994-06-01,139.951538085938
1994-07-01,83.8635330200195
1994-08-01,82.3977890014648
1994-09-01,97.4392471313477
1994-10-01,88.9847259521484
1994-11-01,45.3654251098633
1994-12-01,70.3854598999023
1995-01-01,85.9931182861328
1995-02-01,170.021636962891
1995-03-01,109.732795715332
1995-04-01,228.194763183594
1995-05-01,271.793090820312
1995-06-01,178.896392822266
1995-07-01,167.542770385742
1995-08-01,207.603454589844
1995-09-01,226.575637817383
1995-10-01,200.459411621094
1995-11-01,186.385070800781
1995-12-01,231.326049804688
1996-01-01,421.654479980469
1996-02-01,151.104049682617
1996-03-01,208.093124389648
1996-04-01,261.943695068359
1996-05-01,173.503112792969
1996-06-01,221.423812866211
1996-07-01,229.800277709961
1996-08-01,206.95588684082
1996-09-01,271.250854492188
1996-10-01,182.888000488281
1996-11-01,153.86311340332
1996-12-01,290.2890625
1997-01-01,196.844619750977
1997-02-01,116.490669250488
1997-03-01,62.8100166320801
1997-04-01,110.090087890625
1997-05-01,197.988098144531
1997-06-01,155.925262451172
1997-07-01,74.809196472168
1997-08-01,20.713020324707
1997-09-01,20.9293823242188
1997-10-01,28.4204177856445
1997-11-01,50.007640838623
1997-12-01,22.7170028686523
1998-01-01,61.1694564819336
1998-02-01,29.654260635376
1998-03-01,47.4796104431152
1998-04-01,29.5086822509766
1998-05-01,34.8055534362793
1998-06-01,37.6152610778809
1998-07-01,69.8132247924805
1998-08-01,59.3573303222656
1998-09-01,239.319900512695
1998-10-01,37.6623954772949
1998-11-01,22.1805114746094
1998-12-01,88.5260467529297
1999-01-01,73.6116714477539
1999-02-01,60.109188079834
1999-03-01,18.0399703979492
1999-04-01,56.7424697875977
1999-05-01,106.012672424316
1999-06-01,61.2942085266113
1999-07-01,95.1697006225586
1999-08-01,152.340438842773
1999-09-01,18.9260654449463
1999-10-01,109.190170288086
1999-11-01,29.150915145874
1999-12-01,31.096321105957
2000-01-01,117.126235961914
2000-02-01,27.0275115966797
2000-03-01,27.2727699279785
2000-04-01,25.9091320037842
2000-05-01,42.9760627746582
2000-06-01,115.941421508789
2000-07-01,15.7766895294189
2000-08-01,28.982250213623
2000-09-01,101.02384185791
2000-10-01,53.2646751403809
2000-11-01,55.5024795532227
2000-12-01,85.6662979125977
2001-01-01,72.2900619506836
2001-02-01,82.5999755859375
2001-03-01,48.358154296875
2001-04-01,36.2103538513184
2001-05-01,58.2171287536621
2001-06-01,26.456506729126
2001-07-01,12.3987598419189
2001-08-01,35.7934799194336
2001-09-01,104.175369262695
2001-10-01,55.4512786865234
2001-11-01,89.9069061279297
2001-12-01,55.7082366943359
2002-01-01,83.7953338623047
2002-02-01,13.2691354751587
2002-03-01,36.3270683288574
2002-04-01,68.0628128051758
2002-05-01,22.0908432006836
2002-06-01,75.0426788330078
2002-07-01,41.6268577575684
2002-08-01,33.1484489440918
2002-09-01,62.548583984375
2002-10-01,118.159034729004
2002-11-01,98.4428253173828
2002-12-01,79.5997543334961
2003-01-01,68.2025604248047
2003-02-01,108.110046386719
2003-03-01,87.9646606445312
2003-04-01,86.3886032104492
2003-05-01,95.076042175293
2003-06-01,24.1111850738525
2003-07-01,70.3305587768555
2003-08-01,59.1858863830566
2003-09-01,62.6354866027832
2003-10-01,96.2727203369141
2003-11-01,107.184707641602
2003-12-01,78.4130325317383
2004-01-01,124.426239013672
2004-02-01,109.14510345459
2004-03-01,77.4381103515625
2004-04-01,110.596473693848
2004-05-01,88.8531951904297
2004-06-01,116.626281738281
2004-07-01,75.1051864624023
2004-08-01,36.5183410644531
2004-09-01,64.5410003662109
2004-10-01,56.4582214355469
2004-11-01,39.2485694885254
2004-12-01,81.4763641357422
2005-01-01,175.245452880859
2005-02-01,112.564018249512
2005-03-01,107.547340393066
2005-04-01,75.7519683837891
2005-05-01,32.7154502868652
2005-06-01,85.2439880371094
2005-07-01,26.1230697631836
2005-08-01,49.5133323669434
2005-09-01,138.844970703125
2005-10-01,141.338363647461
2005-11-01,55.5743217468262
2005-12-01,96.3631439208984
2006-01-01,104.824195861816
2006-02-01,79.3595428466797
2006-03-01,94.5112991333008
2006-04-01,162.165069580078
2006-05-01,116.807594299316
2006-06-01,91.2588882446289
2006-07-01,79.2300338745117
2006-08-01,101.621612548828
2006-09-01,95.0235595703125
2006-10-01,128.989669799805
2006-11-01,102.033699035645
2006-12-01,58.9305801391602
2007-01-01,149.06184387207
2007-02-01,106.78694152832
2007-03-01,83.0811157226562
2007-04-01,154.736511230469
2007-05-01,87.8055725097656
2007-06-01,86.8629837036133
2007-07-01,84.8600234985352
2007-08-01,39.6150169372559
2007-09-01,61.4864845275879
2007-10-01,85.8396072387695
2007-11-01,57.5317611694336
2007-12-01,125.646286010742
2008-01-01,124.265892028809
2008-02-01,143.630065917969
2008-03-01,145.353317260742
2008-04-01,145.442199707031
2008-05-01,111.404998779297
2008-06-01,103.027496337891
2008-07-01,25.9875411987305
2008-08-01,85.4517288208008
2008-09-01,120.657127380371
2008-10-01,199.234954833984
2008-11-01,111.727111816406
2008-12-01,143.165802001953
2009-01-01,121.889999389648
2009-02-01,57.714054107666
2009-03-01,94.7240676879883
2009-04-01,92.3538818359375
2009-05-01,45.9550361633301
2009-06-01,122.244132995605
2009-07-01,95.6137619018555
2009-08-01,94.1658325195312
2009-09-01,32.3864135742188
2009-10-01,67.6296005249023
2009-11-01,109.062805175781
2009-12-01,130.106460571289
2010-01-01,93.9206085205078
2010-02-01,146.211532592773
2010-03-01,67.2061614990234
2010-04-01,71.5926513671875
2010-05-01,162.106750488281
2010-06-01,123.899971008301
2010-07-01,123.318954467773
2010-08-01,161.873931884766
2010-09-01,104.356224060059
2010-10-01,83.0237426757812
2010-11-01,79.6675796508789
2010-12-01,122.255973815918
2011-01-01,56.3347587585449
2011-02-01,75.1364822387695
2011-03-01,84.2337188720703
2011-04-01,111.905403137207
2011-05-01,91.9100723266602
2011-06-01,92.5896301269531
2011-07-01,162.238021850586
2011-08-01,191.065444946289
2011-09-01,241.775817871094
2011-10-01,158.832260131836
2011-11-01,271.636077880859
2011-12-01,151.123031616211
2012-01-01,205.853378295898
2012-02-01,194.128311157227
2012-03-01,219.376586914062
2012-04-01,128.831695556641
2012-05-01,103.851387023926
2012-06-01,98.4105834960938
2012-07-01,104.939224243164
2012-08-01,78.0638732910156
2012-09-01,250.454956054688
2012-10-01,169.321640014648
2012-11-01,36.585018157959
2012-12-01,156.432495117188
2013-01-01,197.727584838867
2013-02-01,151.245254516602
2013-03-01,230.156433105469
2013-04-01,167.341827392578
2013-05-01,150.05859375
2013-06-01,192.287872314453
2013-07-01,82.5108947753906
2013-08-01,207.559341430664
2013-09-01,214.21662902832
2013-10-01,153.688247680664
2013-11-01,77.4104156494141
2013-12-01,206.560775756836
2014-01-01,255.24072265625
2014-02-01,162.457260131836
2014-03-01,123.987594604492
2014-04-01,254.084716796875
2014-05-01,370.506225585938
2014-06-01,143.527191162109
2014-07-01,153.228073120117
2014-08-01,246.013031005859
2014-09-01,284.684936523438
2014-10-01,161.583831787109
2014-11-01,315.326873779297
2014-12-01,321.743103027344
2015-01-01,345.455078125
2015-02-01,298.555572509766
2015-03-01,239.861068725586
2015-04-01,222.461837768555
2015-05-01,124.707862854004
2015-06-01,161.088928222656
2015-07-01,62.6572494506836
2015-08-01,180.087448120117
2015-09-01,315.699523925781
2015-10-01,174.173431396484
2015-11-01,155.723281860352
2015-12-01,195.300598144531
2016-01-01,55.0954971313477
2016-02-01,190.369552612305
2016-03-01,183.259704589844
2016-04-01,135.033462524414
2016-05-01,73.066276550293
2016-06-01,249.321670532227
2016-07-01,97.6432495117188
2016-08-01,313.068695068359
2016-09-01,237.500381469727
2016-10-01,113.413558959961
2016-11-01,233.343124389648
2016-12-01,323.782073974609
2017-01-01,400.016754150391
2017-02-01,227.878128051758
2017-03-01,291.414947509766
2017-04-01,143.630065917969
