"Date","東京市場　ユーロ・ドル　スポット　9時時点","東京市場　ユーロ・ドル　スポット　最高値","東京市場　ユーロ・ドル　スポット　最安値","東京市場　ユーロ・ドル　スポット　17時時点"
2011-07-07,1.4335,1.4348,1.4276,1.4296
2011-07-08,1.4361,1.437,1.4309,1.4319
2011-07-11,1.4212,1.4227,1.4133,1.4142
2011-07-12,1.4039,1.4063,1.3838,1.3846
2011-07-13,1.399,1.4067,1.3952,1.4047
2011-07-14,1.4269,1.4282,1.4168,1.4203
2011-07-15,1.4162,1.4199,1.4095,1.4111
2011-07-19,1.4127,1.4163,1.407,1.4146
2011-07-20,1.417,1.4192,1.4133,1.4175
2011-07-21,1.4261,1.4295,1.4209,1.4241
2011-07-22,1.4409,1.4438,1.4382,1.4395
2011-07-25,1.4367,1.4404,1.4332,1.436
2011-07-26,1.4373,1.4522,1.4358,1.4502
2011-07-27,1.4509,1.4536,1.447,1.448
2011-07-28,1.4362,1.438,1.433,1.4375
2011-07-29,1.4327,1.4364,1.4259,1.428
2011-08-01,1.4356,1.4424,1.4347,1.4389
2011-08-02,1.4273,1.4283,1.4158,1.4191
2011-08-03,1.4184,1.4261,1.4143,1.4239
2011-08-04,1.435,1.4369,1.4258,1.4261
2011-08-05,1.4076,1.4169,1.4055,1.4159
2011-08-08,1.4308,1.4401,1.429,1.4357
2011-08-09,1.4175,1.4282,1.4152,1.4206
2011-08-10,1.4354,1.4393,1.4311,1.4378
2011-08-11,1.4136,1.4273,1.4122,1.4251
2011-08-12,1.4216,1.4238,1.415,1.4202
2011-08-15,1.4284,1.4329,1.4267,1.4308
2011-08-16,1.4438,1.4448,1.4365,1.4398
2011-08-17,1.4381,1.4418,1.4325,1.439
2011-08-18,1.4429,1.4435,1.438,1.4409
2011-08-19,1.4295,1.434,1.426,1.4279
2011-08-22,1.4367,1.4413,1.4347,1.441
2011-08-23,1.4358,1.4477,1.4354,1.4465
2011-08-24,1.4439,1.4442,1.438,1.4396
2011-08-25,1.4408,1.4469,1.439,1.4455
2011-08-26,1.4388,1.445,1.437,1.4428
2011-08-29,1.4481,1.455,1.4466,1.4529
2011-08-30,1.4516,1.4533,1.4472,1.4482
2011-08-31,1.4439,1.4466,1.4417,1.4468
2011-09-01,1.4364,1.4379,1.429,1.4302
2011-09-02,1.427,1.4288,1.4209,1.4233
2011-09-05,1.415,1.4173,1.4113,1.4144
2011-09-06,1.4069,1.4115,1.4038,1.4112
2011-09-07,1.401,1.4093,1.3995,1.4083
2011-09-08,1.408,1.4096,1.405,1.4062
2011-09-09,1.3892,1.3937,1.3862,1.3881
2011-09-12,1.3582,1.3622,1.3495,1.3562
2011-09-13,1.364,1.3695,1.358,1.3585
2011-09-14,1.3681,1.3705,1.3592,1.3657
2011-09-15,1.3747,1.3775,1.3703,1.3767
2011-09-16,1.3881,1.3884,1.3785,1.3796
2011-09-20,1.3622,1.3681,1.3594,1.3669
2011-09-21,1.3707,1.3724,1.3667,1.3675
2011-09-22,1.3576,1.3601,1.3515,1.3524
2011-09-26,1.3516,1.3551,1.3361,1.3421
2011-09-27,1.3497,1.3569,1.3478,1.3511
2011-09-28,1.3586,1.3638,1.3541,1.3638
2011-09-29,1.3523,1.3664,1.352,1.3659
2011-09-30,1.3596,1.3601,1.3488,1.3527
2011-10-03,1.3357,1.337,1.3314,1.3357
2011-10-04,1.3187,1.3225,1.3145,1.3158
2011-10-05,1.3317,1.3337,1.326,1.3299
2011-10-06,1.3344,1.3366,1.3312,1.3337
2011-10-07,1.3427,1.3465,1.3403,1.3446
2011-10-11,1.3627,1.3672,1.3617,1.3638
2011-10-12,1.3634,1.3689,1.3582,1.3689
2011-10-13,1.3778,1.3824,1.3767,1.381
2011-10-14,1.3752,1.3815,1.3724,1.3769
2011-10-17,1.3872,1.3898,1.3827,1.3893
2011-10-18,1.3744,1.3788,1.3689,1.3713
2011-10-19,1.3733,1.384,1.3725,1.3812
2011-10-20,1.3767,1.3783,1.3674,1.3713
2011-10-21,1.3795,1.3809,1.3728,1.3737
2011-10-24,1.3849,1.3955,1.383,1.3888
2011-10-25,1.3919,1.3945,1.3877,1.3928
2011-10-26,1.39,1.3941,1.3893,1.3934
2011-10-27,1.3885,1.4037,1.3865,1.4008
2011-10-28,1.4199,1.42,1.4157,1.4171
2011-10-31,1.4139,1.4171,1.3974,1.4045
2011-11-01,1.3859,1.3871,1.3747,1.3775
2011-11-02,1.3656,1.3763,1.3637,1.3759
2011-11-04,1.3822,1.3837,1.3788,1.3801
2011-11-07,1.3787,1.3832,1.3715,1.3726
2011-11-08,1.3759,1.3778,1.3728,1.3733
2011-11-09,1.3825,1.386,1.3784,1.3792
2011-11-10,1.3526,1.356,1.3485,1.3497
2011-11-11,1.3609,1.3648,1.3579,1.3624
2011-11-14,1.3785,1.3808,1.3733,1.3737
2011-11-15,1.3625,1.3641,1.3576,1.3602
2011-11-16,1.3504,1.3538,1.3429,1.3457
2011-11-17,1.344,1.3518,1.3421,1.3475
2011-11-18,1.3454,1.3534,1.3448,1.3515
2011-11-21,1.3536,1.354,1.3475,1.3493
2011-11-22,1.3483,1.3532,1.3469,1.3526
2011-11-24,1.3346,1.3393,1.3341,1.3375
2011-11-25,1.333,1.335,1.3298,1.3307
2011-11-28,1.3311,1.3335,1.3275,1.3296
2011-11-29,1.3315,1.3373,1.3286,1.3344
2011-11-30,1.3323,1.3359,1.3259,1.3271
2011-12-01,1.3441,1.3473,1.343,1.3442
2011-12-02,1.3466,1.3488,1.3449,1.3479
2011-12-05,1.3417,1.3451,1.3398,1.3447
2011-12-06,1.3387,1.3402,1.3335,1.3349
2011-12-07,1.341,1.3453,1.34,1.3436
2011-12-08,1.3399,1.3427,1.3392,1.3414
2011-12-09,1.3345,1.3372,1.3282,1.3298
2011-12-12,1.337,1.338,1.33,1.3309
2011-12-13,1.3164,1.3212,1.316,1.3193
2011-12-14,1.3018,1.3055,1.3015,1.3021
2011-12-15,1.2985,1.3029,1.2979,1.3023
2011-12-16,1.3029,1.3045,1.301,1.302
2011-12-19,1.3036,1.3041,1.2983,1.3009
2011-12-20,1.3006,1.3017,1.2993,1.3014
2011-12-21,1.3087,1.3128,1.3075,1.3124
2011-12-22,1.3036,1.3078,1.3033,1.3065
2011-12-26,1.3043,1.3074,1.3039,1.3072
2011-12-27,1.3048,1.3079,1.3043,1.3072
2011-12-28,1.3068,1.3077,1.3057,1.3063
2011-12-29,1.2925,1.2943,1.2887,1.2932
2011-12-30,1.2953,1.2964,1.2927,1.2941
2012-01-04,1.3054,1.3058,1.3023,1.3041
2012-01-05,1.293,1.2946,1.291,1.2935
2012-01-06,1.2792,1.2799,1.2763,1.2776
2012-01-10,1.2772,1.2797,1.276,1.2765
2012-01-11,1.2754,1.2779,1.2729,1.2754
2012-01-12,1.2722,1.2728,1.27,1.2709
2012-01-13,1.2821,1.2879,1.2808,1.2861
2012-01-16,1.2649,1.267,1.2626,1.2659
2012-01-17,1.2667,1.2768,1.2648,1.2761
2012-01-18,1.2746,1.2807,1.2735,1.2796
2012-01-19,1.2864,1.288,1.2842,1.2848
2012-01-20,1.2962,1.2986,1.2954,1.2967
2012-01-23,1.2887,1.2909,1.2877,1.29
2012-01-24,1.3023,1.3037,1.2987,1.3036
2012-01-25,1.3036,1.3047,1.3015,1.303
2012-01-26,1.3106,1.3134,1.309,1.3104
2012-01-27,1.309,1.312,1.3077,1.3089
2012-01-30,1.3206,1.3222,1.3135,1.3156
2012-01-31,1.3138,1.32,1.3134,1.3163
2012-02-01,1.3076,1.3091,1.3026,1.3049
2012-02-02,1.317,1.3197,1.3161,1.3185
2012-02-03,1.3136,1.3156,1.3114,1.3149
2012-02-06,1.3124,1.3132,1.3053,1.3093
2012-02-07,1.3118,1.3166,1.3089,1.3148
2012-02-08,1.3248,1.3288,1.3241,1.3269
2012-02-09,1.3248,1.3313,1.3215,1.3282
2012-02-10,1.3275,1.3291,1.3241,1.3255
2012-02-13,1.3241,1.3278,1.3201,1.3254
2012-02-14,1.3154,1.3192,1.3128,1.3153
2012-02-15,1.3129,1.3189,1.3109,1.3166
2012-02-16,1.3056,1.3067,1.2993,1.3022
2012-02-17,1.3127,1.3147,1.3115,1.3143
2012-02-20,1.3224,1.3237,1.3175,1.3195
2012-02-21,1.3208,1.3293,1.3187,1.3254
2012-02-22,1.325,1.3262,1.3211,1.3259
2012-02-23,1.3256,1.3287,1.3231,1.3274
2012-02-24,1.3375,1.3385,1.3357,1.3375
2012-02-27,1.3467,1.348,1.3432,1.3459
2012-02-28,1.3407,1.3452,1.3391,1.3446
2012-02-29,1.3479,1.3486,1.3455,1.3461
2012-03-01,1.3325,1.3357,1.3307,1.3317
2012-03-02,1.3327,1.3333,1.3265,1.3267
2012-03-05,1.3186,1.3214,1.3172,1.3183
2012-03-06,1.3224,1.3226,1.3187,1.3194
2012-03-07,1.312,1.3153,1.311,1.3137
2012-03-08,1.3141,1.3183,1.3135,1.3179
2012-03-09,1.3272,1.3275,1.3217,1.3222
2012-03-12,1.3122,1.3125,1.3079,1.311
2012-03-13,1.317,1.3192,1.3148,1.3165
2012-03-14,1.308,1.309,1.3031,1.3048
2012-03-15,1.3021,1.3067,1.3004,1.3052
2012-03-16,1.3077,1.31,1.3068,1.3078
2012-03-19,1.3176,1.3188,1.3158,1.3161
2012-03-21,1.3238,1.3284,1.3224,1.3252
2012-03-22,1.3218,1.3255,1.321,1.3223
2012-03-23,1.3205,1.325,1.319,1.3239
2012-03-26,1.3282,1.3285,1.3234,1.3239
2012-03-27,1.3358,1.3366,1.3327,1.3344
2012-03-28,1.3329,1.3363,1.3313,1.3358
2012-03-29,1.3325,1.3346,1.3307,1.334
2012-03-30,1.3315,1.3375,1.33,1.3353
2012-04-02,1.3357,1.3377,1.3333,1.3363
2012-04-03,1.3329,1.3356,1.3315,1.3339
2012-04-04,1.3224,1.3239,1.3182,1.3191
2012-04-05,1.3144,1.3164,1.313,1.3145
2012-04-06,1.3063,1.3079,1.3054,1.3063
2012-04-09,1.3087,1.3096,1.3033,1.3077
2012-04-10,1.3109,1.3145,1.3073,1.3085
2012-04-11,1.3072,1.3133,1.3067,1.3102
2012-04-12,1.3119,1.3151,1.3103,1.3112
2012-04-13,1.3189,1.3202,1.316,1.3168
2012-04-16,1.3043,1.3076,1.2995,1.3016
2012-04-17,1.3126,1.3147,1.309,1.3142
2012-04-18,1.3135,1.3142,1.3087,1.3112
2012-04-19,1.3118,1.3145,1.3106,1.3142
2012-04-20,1.3144,1.3165,1.3129,1.3151
2012-04-23,1.3208,1.3211,1.3137,1.3144
2012-04-24,1.3149,1.3183,1.3145,1.3171
2012-04-25,1.3196,1.322,1.3186,1.3208
2012-04-26,1.3231,1.3263,1.3217,1.3257
2012-04-27,1.3191,1.3212,1.3158,1.3184
2012-05-01,1.3239,1.3273,1.3234,1.3267
2012-05-02,1.3239,1.3242,1.3168,1.3176
2012-05-07,1.2963,1.303,1.2956,1.3015
2012-05-08,1.306,1.3067,1.301,1.3024
2012-05-09,1.2993,1.3006,1.2965,1.2994
2012-05-10,1.2936,1.2969,1.2925,1.2961
2012-05-11,1.2934,1.2944,1.2905,1.2924
2012-05-14,1.2897,1.2905,1.2873,1.2885
2012-05-15,1.283,1.2869,1.2814,1.2866
2012-05-16,1.2735,1.2738,1.2682,1.2714
2012-05-17,1.2733,1.275,1.2715,1.2723
2012-05-18,1.2698,1.2708,1.2642,1.2673
2012-05-21,1.2772,1.2813,1.2749,1.2774
2012-05-22,1.2813,1.2818,1.2782,1.28
2012-05-23,1.2661,1.2688,1.2644,1.2662
2012-05-24,1.2561,1.26,1.2516,1.2539
2012-05-25,1.2536,1.2585,1.2518,1.2583
2012-05-28,1.2567,1.2625,1.256,1.2589
2012-05-29,1.2521,1.2575,1.2509,1.2571
2012-05-30,1.2478,1.2493,1.2439,1.2454
2012-05-31,1.2373,1.2418,1.2358,1.2405
2012-06-01,1.2363,1.2366,1.2324,1.2349
2012-06-04,1.2399,1.2437,1.2386,1.2417
2012-06-05,1.2527,1.2543,1.244,1.2448
2012-06-06,1.2461,1.2521,1.2441,1.2516
2012-06-07,1.2576,1.2586,1.254,1.2548
2012-06-08,1.2568,1.2575,1.2473,1.249
2012-06-11,1.2645,1.2669,1.2591,1.2609
2012-06-12,1.2479,1.2523,1.2444,1.2497
2012-06-13,1.2501,1.2535,1.2473,1.2528
2012-06-14,1.2575,1.2589,1.2553,1.2581
2012-06-15,1.2627,1.2647,1.2613,1.262
2012-06-18,1.2705,1.2748,1.2674,1.2683
2012-06-19,1.2597,1.2621,1.2577,1.2595
2012-06-20,1.268,1.2694,1.2662,1.2672
2012-06-21,1.2681,1.2701,1.2643,1.265
2012-06-22,1.255,1.2565,1.252,1.2535
2012-06-25,1.2538,1.2559,1.2485,1.2496
2012-06-26,1.2503,1.2526,1.2495,1.2516
2012-06-27,1.2486,1.2509,1.248,1.2499
2012-06-28,1.2471,1.2525,1.2433,1.2459
2012-06-29,1.2441,1.2629,1.2433,1.2571
2012-07-02,1.2655,1.2671,1.2612,1.2637
2012-07-03,1.258,1.2614,1.2576,1.258
2012-07-04,1.2605,1.2607,1.2575,1.2581
2012-07-05,1.2516,1.2539,1.2512,1.2523
2012-07-06,1.2393,1.2396,1.2368,1.2385
2012-07-09,1.227,1.2307,1.2257,1.2289
2012-07-10,1.2317,1.2322,1.2281,1.2292
2012-07-11,1.2256,1.2278,1.2247,1.2269
2012-07-12,1.2245,1.2248,1.221,1.2211
2012-07-13,1.2188,1.2218,1.2181,1.2201
2012-07-17,1.2266,1.2314,1.2266,1.2289
2012-07-18,1.2296,1.2307,1.2267,1.2281
2012-07-19,1.2277,1.2322,1.2275,1.2295
2012-07-20,1.2277,1.2284,1.2247,1.2269
2012-07-23,1.2128,1.2134,1.2082,1.2091
2012-07-24,1.2124,1.2138,1.2093,1.2105
2012-07-25,1.2062,1.2119,1.2054,1.2089
2012-07-26,1.214,1.2161,1.2128,1.2148
2012-07-27,1.2278,1.2314,1.227,1.2276
2012-07-30,1.2303,1.231,1.2271,1.2285
2012-07-31,1.226,1.229,1.2251,1.2263
2012-08-01,1.2293,1.2335,1.2281,1.2318
2012-08-02,1.2239,1.2265,1.2217,1.2264
2012-08-03,1.2179,1.2212,1.2167,1.2206
2012-08-06,1.2428,1.2444,1.2352,1.2362
2012-08-07,1.2389,1.2433,1.2377,1.2424
2012-08-08,1.2385,1.2402,1.2362,1.2371
2012-08-09,1.2372,1.2388,1.235,1.2352
2012-08-10,1.2293,1.2304,1.2262,1.2269
2012-08-13,1.2276,1.2301,1.2262,1.228
2012-08-14,1.2326,1.2386,1.2326,1.2378
2012-08-15,1.2324,1.2343,1.2317,1.2322
2012-08-16,1.2289,1.2306,1.2257,1.2267
2012-08-17,1.2358,1.2375,1.2338,1.2347
2012-08-20,1.2332,1.2369,1.2321,1.2355
2012-08-21,1.2352,1.2416,1.2347,1.2404
2012-08-22,1.2477,1.2478,1.2448,1.246
2012-08-23,1.2534,1.2572,1.2524,1.2557
2012-08-24,1.256,1.2581,1.2528,1.2534
2012-08-27,1.2505,1.2524,1.2492,1.2516
2012-08-28,1.2501,1.251,1.2466,1.2507
2012-08-29,1.2571,1.257,1.2532,1.2539
2012-08-30,1.2531,1.256,1.2524,1.2551
2012-08-31,1.251,1.2521,1.2493,1.2513
2012-09-03,1.2574,1.2585,1.2561,1.2572
2012-09-04,1.2586,1.2629,1.2581,1.2616
2012-09-05,1.2535,1.2568,1.2517,1.2528
2012-09-06,1.2601,1.2631,1.2593,1.2615
2012-09-07,1.2631,1.2685,1.2627,1.2672
2012-09-10,1.2796,1.2808,1.2777,1.2788
2012-09-11,1.2761,1.2818,1.2759,1.28
2012-09-12,1.2851,1.2886,1.2847,1.2865
2012-09-13,1.2902,1.2932,1.2898,1.291
2012-09-14,1.2993,1.3054,1.298,1.3024
2012-09-18,1.3108,1.312,1.307,1.3079
2012-09-19,1.3047,1.3085,1.3034,1.3065
2012-09-20,1.3058,1.3059,1.2944,1.2965
2012-09-21,1.2974,1.3004,1.2959,1.2973
2012-09-24,1.2967,1.2979,1.2928,1.2954
2012-09-25,1.2941,1.2954,1.2887,1.2901
2012-09-26,1.2899,1.2913,1.2857,1.2876
2012-09-27,1.2878,1.29,1.2866,1.2884
2012-09-28,1.2913,1.2945,1.2908,1.2932
2012-10-01,1.2807,1.2876,1.2804,1.2869
2012-10-02,1.2888,1.2918,1.288,1.2897
2012-10-03,1.2911,1.2918,1.2877,1.2912
2012-10-04,1.2923,1.2954,1.2905,1.2948
2012-10-05,1.3013,1.3022,1.2995,1.3006
2012-10-09,1.2975,1.299,1.291,1.2926
2012-10-10,1.286,1.2884,1.2835,1.2871
2012-10-11,1.2859,1.2876,1.2825,1.2866
2012-10-12,1.2932,1.2984,1.2923,1.2983
2012-10-15,1.2935,1.2955,1.2891,1.2948
2012-10-16,1.2968,1.3013,1.2944,1.3002
2012-10-17,1.3106,1.3124,1.3084,1.3099
2012-10-18,1.3112,1.3119,1.3082,1.3091
2012-10-19,1.3069,1.3077,1.3046,1.307
2012-10-22,1.3023,1.3066,1.3017,1.3043
2012-10-23,1.3071,1.3075,1.3022,1.3029
2012-10-24,1.2974,1.2996,1.294,1.2959
2012-10-25,1.2965,1.3015,1.2962,1.3011
2012-10-26,1.2939,1.2956,1.2916,1.2928
2012-10-29,1.2922,1.2944,1.2903,1.2905
2012-10-30,1.2907,1.2942,1.2886,1.2934
2012-10-31,1.2962,1.2977,1.2946,1.2973
2012-11-01,1.2965,1.297,1.2927,1.2941
2012-11-02,1.2947,1.295,1.2888,1.2904
2012-11-05,1.2823,1.2843,1.2787,1.2792
2012-11-06,1.28,1.2803,1.2769,1.2785
2012-11-07,1.2806,1.2876,1.2783,1.2869
2012-11-08,1.2757,1.2782,1.2743,1.2767
2012-11-09,1.2742,1.2791,1.2733,1.2754
2012-11-12,1.2722,1.2739,1.27,1.271
2012-11-13,1.2706,1.271,1.2673,1.2688
2012-11-14,1.271,1.2736,1.27,1.2732
2012-11-15,1.273,1.2753,1.2717,1.2739
2012-11-16,1.2782,1.2788,1.2748,1.2757
2012-11-19,1.2759,1.2774,1.274,1.2763
2012-11-20,1.2767,1.2815,1.2765,1.2788
2012-11-21,1.2813,1.2823,1.2736,1.2764
2012-11-22,1.2864,1.2868,1.2826,1.2848
2012-11-26,1.2973,1.2985,1.2945,1.2973
2012-11-27,1.2989,1.301,1.2969,1.2993
2012-11-28,1.2938,1.2946,1.2912,1.2923
2012-11-29,1.2951,1.2965,1.2939,1.2965
2012-11-30,1.2972,1.3028,1.297,1.302
2012-12-03,1.2996,1.3048,1.2984,1.3033
2012-12-04,1.3064,1.3077,1.3046,1.3072
2012-12-05,1.3099,1.3125,1.3091,1.3117
2012-12-06,1.3072,1.3077,1.3042,1.3049
2012-12-07,1.2962,1.2973,1.293,1.2937
2012-12-10,1.2906,1.2915,1.2886,1.2896
2012-12-11,1.2937,1.2963,1.2929,1.2942
2012-12-12,1.3012,1.3015,1.2996,1.3004
2012-12-13,1.3066,1.3098,1.3055,1.3087
2012-12-14,1.3077,1.3119,1.3067,1.3111
2012-12-17,1.3167,1.3188,1.3145,1.3158
2012-12-18,1.3161,1.3178,1.3156,1.3166
2012-12-19,1.3229,1.3256,1.3224,1.3241
2012-12-20,1.3213,1.3229,1.3187,1.3215
2012-12-21,1.3237,1.3251,1.318,1.3199
2012-12-25,1.3179,1.3188,1.317,1.3185
2012-12-26,1.3179,1.32,1.3171,1.3196
2012-12-27,1.3228,1.3252,1.322,1.325
2012-12-28,1.3248,1.3256,1.323,1.3251
2013-01-04,1.3024,1.3054,1.3008,1.3009
2013-01-07,1.3068,1.3079,1.3029,1.3034
2013-01-08,1.3123,1.314,1.3105,1.3115
2013-01-09,1.3083,1.3094,1.3066,1.3076
2013-01-10,1.3054,1.3074,1.3039,1.3068
2013-01-11,1.3274,1.3279,1.3248,1.3273
2013-01-15,1.3377,1.3394,1.3334,1.3348
2013-01-16,1.331,1.3318,1.3272,1.328
2013-01-17,1.3285,1.3315,1.327,1.3292
2013-01-18,1.3374,1.3398,1.3362,1.3394
2013-01-21,1.3318,1.3332,1.3302,1.3323
2013-01-22,1.331,1.3372,1.3298,1.3361
2013-01-23,1.3314,1.333,1.3288,1.3299
2013-01-24,1.3307,1.3347,1.3295,1.3305
2013-01-25,1.3368,1.342,1.3349,1.3409
2013-01-28,1.3465,1.347,1.3431,1.3433
2013-01-29,1.3448,1.3461,1.3428,1.3439
2013-01-30,1.3488,1.3516,1.3482,1.3513
2013-01-31,1.3568,1.3584,1.3545,1.3552
2013-02-01,1.3613,1.364,1.3575,1.3628
2013-02-04,1.3646,1.366,1.3619,1.3627
2013-02-05,1.3511,1.352,1.346,1.347
2013-02-06,1.3583,1.3597,1.353,1.3545
2013-02-07,1.3522,1.3543,1.3503,1.3528
2013-02-08,1.3383,1.3417,1.3381,1.3398
2013-02-12,1.3402,1.3411,1.3369,1.3381
2013-02-13,1.3453,1.3472,1.3438,1.3465
2013-02-14,1.3445,1.3456,1.3383,1.3389
2013-02-15,1.335,1.3394,1.3347,1.3379
2013-02-18,1.334,1.3357,1.3326,1.3337
2013-02-19,1.3349,1.3366,1.3335,1.3337
2013-02-20,1.3396,1.3434,1.3384,1.341
2013-02-21,1.3273,1.329,1.3235,1.3262
2013-02-22,1.3193,1.3222,1.3183,1.3213
2013-02-25,1.3192,1.3224,1.3182,1.3222
2013-02-26,1.3066,1.3089,1.3018,1.3049
2013-02-27,1.3068,1.3094,1.3042,1.3093
2013-02-28,1.3155,1.3162,1.3129,1.3143
2013-03-01,1.3061,1.3084,1.3053,1.3076
2013-03-04,1.3017,1.3031,1.2987,1.3009
2013-03-05,1.3035,1.3051,1.3022,1.3048
2013-03-06,1.3048,1.307,1.3042,1.3051
2013-03-07,1.2979,1.2997,1.2966,1.2996
2013-03-08,1.3109,1.3115,1.308,1.3088
2013-03-11,1.2988,1.3024,1.298,1.3008
2013-03-12,1.3033,1.3046,1.3003,1.3006
2013-03-13,1.3031,1.3065,1.3024,1.3062
2013-03-14,1.2959,1.2982,1.2943,1.2957
2013-03-15,1.3013,1.3042,1.3,1.3034
2013-03-18,1.2891,1.2925,1.2882,1.2923
2013-03-19,1.2944,1.297,1.2934,1.2945
2013-03-21,1.2939,1.2955,1.2927,1.2932
2013-03-22,1.2904,1.2925,1.2888,1.2901
2013-03-25,1.302,1.305,1.2963,1.2997
2013-03-26,1.2859,1.2885,1.2848,1.2858
2013-03-27,1.2861,1.2867,1.2817,1.2824
2013-03-28,1.2775,1.2815,1.2773,1.279
2013-03-29,1.2814,1.2837,1.279,1.2812
2013-04-01,1.2806,1.2815,1.2772,1.2815
2013-04-02,1.2849,1.2878,1.2843,1.2856
2013-04-03,1.282,1.2826,1.279,1.2802
2013-04-04,1.2849,1.2854,1.2784,1.28
2013-04-05,1.2926,1.2938,1.2901,1.2909
2013-04-08,1.2991,1.3006,1.2968,1.2995
2013-04-09,1.303,1.3068,1.3006,1.3019
2013-04-10,1.3081,1.3115,1.3073,1.3105
2013-04-11,1.3052,1.3086,1.3043,1.3075
2013-04-12,1.3116,1.3127,1.3064,1.3063
2013-04-15,1.3097,1.311,1.3065,1.3075
2013-04-16,1.3053,1.3083,1.3031,1.3049
2013-04-17,1.3179,1.3188,1.3154,1.3158
2013-04-18,1.3034,1.3061,1.3022,1.3053
2013-04-19,1.3053,1.3081,1.3049,1.3072
2013-04-22,1.3059,1.3083,1.3036,1.3038
2013-04-23,1.3059,1.3084,1.298,1.2987
2013-04-24,1.2995,1.3011,1.2955,1.2992
2013-04-25,1.3017,1.3062,1.3011,1.3033
2013-04-26,1.3005,1.3048,1.2999,1.3036
2013-04-30,1.3094,1.3121,1.3067,1.308
2013-05-01,1.3168,1.3179,1.3161,1.3172
2013-05-02,1.318,1.3189,1.3149,1.3162
2013-05-07,1.3073,1.3094,1.3068,1.3081
2013-05-08,1.3075,1.312,1.3071,1.3096
2013-05-09,1.3161,1.317,1.3144,1.3168
2013-05-10,1.3032,1.3051,1.3007,1.3036
2013-05-13,1.2968,1.2992,1.2953,1.2963
2013-05-14,1.2987,1.3027,1.2977,1.3001
2013-05-15,1.2937,1.2942,1.2888,1.2903
2013-05-16,1.2883,1.2889,1.2857,1.2861
2013-05-17,1.2883,1.2889,1.2851,1.2874
2013-05-20,1.2831,1.2865,1.2819,1.2865
2013-05-21,1.2891,1.2904,1.2862,1.2877
2013-05-22,1.292,1.2945,1.2904,1.2935
2013-05-23,1.2844,1.2876,1.2821,1.2865
2013-05-24,1.2923,1.2958,1.2905,1.2928
2013-05-27,1.2937,1.2947,1.2916,1.2941
2013-05-28,1.2934,1.2935,1.2885,1.2904
2013-05-29,1.2845,1.2878,1.2838,1.2863
2013-05-30,1.2947,1.2986,1.2934,1.2961
2013-05-31,1.3042,1.3059,1.3019,1.3033
2013-06-03,1.2995,1.3035,1.2986,1.3031
2013-06-04,1.3071,1.3085,1.3052,1.3066
2013-06-05,1.3072,1.3107,1.3065,1.308
2013-06-06,1.3087,1.313,1.3075,1.3119
2013-06-07,1.3243,1.3268,1.3236,1.3247
2013-06-10,1.3203,1.3228,1.3179,1.3211
2013-06-11,1.3252,1.3292,1.3249,1.3269
2013-06-12,1.3313,1.3335,1.3293,1.3308
2013-06-13,1.3346,1.339,1.3335,1.3346
2013-06-14,1.336,1.3374,1.3321,1.3324
2013-06-17,1.3354,1.3358,1.3319,1.3348
2013-06-18,1.3363,1.339,1.3325,1.3375
2013-06-19,1.3394,1.341,1.3385,1.3392
2013-06-20,1.3282,1.3302,1.3215,1.3225
2013-06-21,1.3229,1.3255,1.3199,1.3224
2013-06-24,1.3107,1.3125,1.308,1.3111
2013-06-25,1.3136,1.315,1.3109,1.3143
2013-06-26,1.3076,1.3087,1.3055,1.3074
2013-06-27,1.3016,1.3042,1.3005,1.3036
2013-06-28,1.3037,1.3076,1.3031,1.3047
2013-07-01,1.3008,1.3053,1.3006,1.3047
2013-07-02,1.3068,1.3078,1.305,1.3057
2013-07-03,1.2975,1.2984,1.2923,1.2929
2013-07-04,1.3021,1.3022,1.2984,1.2991
2013-07-05,1.2893,1.2915,1.2878,1.2884
2013-07-08,1.2814,1.2839,1.2812,1.2831
2013-07-09,1.2861,1.2898,1.2845,1.2876
2013-07-10,1.2779,1.2813,1.2765,1.2811
2013-07-11,1.3117,1.3208,1.3009,1.303
2013-07-12,1.3087,1.31,1.3037,1.3039
2013-07-16,1.3059,1.3099,1.3054,1.3071
2013-07-17,1.3148,1.3155,1.3123,1.3147
2013-07-18,1.3117,1.3126,1.3091,1.3102
2013-07-19,1.3109,1.3151,1.3089,1.3127
2013-07-22,1.3158,1.317,1.3138,1.3158
2013-07-23,1.3191,1.3207,1.318,1.3195
2013-07-24,1.3222,1.3255,1.3191,1.3243
2013-07-25,1.3191,1.3239,1.3188,1.3228
2013-07-26,1.3275,1.3291,1.327,1.3288
2013-07-29,1.3287,1.3294,1.3263,1.327
2013-07-30,1.3263,1.3278,1.3248,1.3271
2013-07-31,1.3267,1.3283,1.3242,1.3281
2013-08-01,1.3301,1.3311,1.3232,1.3238
2013-08-02,1.3213,1.3223,1.319,1.322
2013-08-05,1.3278,1.33,1.3265,1.329
2013-08-06,1.3258,1.3271,1.3246,1.326
2013-08-07,1.3308,1.3315,1.3276,1.3281
2013-08-08,1.3341,1.3369,1.3328,1.3346
2013-08-09,1.338,1.339,1.3371,1.3376
2013-08-12,1.3339,1.3344,1.3304,1.3308
2013-08-13,1.3292,1.3316,1.3286,1.3294
2013-08-14,1.3266,1.3281,1.3254,1.3271
2013-08-15,1.3265,1.3311,1.3255,1.3291
2013-08-16,1.3351,1.3356,1.3326,1.3344
