"Date","NETHERLANDS:EBO Index","NETHERLANDS:EBO-NL Index"
2003-03-01,96.9846605447316,111.972810603751
2003-04-01,120.026641302448,97.9328172762705
2003-05-01,109.01917871151,131.711592850463
2003-06-01,163.592969487528,186.595843847508
2003-07-01,88.1173747096833,115.471505803048
2003-08-01,65.7932122611813,39.2596825461655
2003-09-01,96.701774228912,132.817921478872
2003-10-01,73.976883036008,61.6248347944021
2003-11-01,66.0134183586764,65.5165816939919
2003-12-01,87.7908980584889,82.018175192003
2004-01-01,61.1175235599425,54.9160047736999
2004-02-01,50.8853519134946,42.1995785973828
2004-03-01,80.6391083856762,69.7475324520718
2004-04-01,47.2602085982986,41.0409118863263
2004-05-01,65.9256954835557,63.3750494228164
2004-06-01,81.2373449628456,82.6721039281711
2004-07-01,61.9015139712505,41.111671123794
2004-08-01,72.3815493271328,64.953901090368
2004-09-01,107.499610544629,135.377615779192
2004-10-01,67.598645884879,71.7505007881692
2004-11-01,70.3890948296285,79.4451847404858
2004-12-01,61.708949891645,93.3670904360766
2005-01-01,54.4641169466288,72.9580886204362
2005-02-01,55.7189694736998,50.1295598552088
2005-03-01,58.5679032965129,68.5094979740871
2005-04-01,49.7563504560638,57.9124375228345
2005-05-01,64.7734814581823,42.5860990654158
2005-06-01,88.765981622399,108.470303474868
2005-07-01,63.0339838342948,81.8951920063329
2005-08-01,92.4488908062573,120.032110559404
2005-09-01,136.387771451149,184.304692901211
2005-10-01,51.3023301285868,48.54337964108
2005-11-01,63.2195116887848,80.5274563899464
2005-12-01,91.4262988628868,140.37030213384
2006-01-01,62.9719397935035,98.8444784990282
2006-02-01,42.5265562181959,34.5144243640574
2006-03-01,72.211108670021,94.4440732515594
2006-04-01,63.2397279552352,73.2013524989866
2006-05-01,64.867249581136,77.1987521493768
2006-06-01,43.0957791715075,60.3692981732495
2006-07-01,50.6260612072479,53.4093650119508
2006-08-01,81.2820718893683,129.288709772712
2006-09-01,66.4952794954338,80.5442104889358
2006-10-01,60.658210546455,60.354759668746
2006-11-01,63.4704389301026,82.7071846910142
2006-12-01,54.0890479952303,64.3254899565107
2007-01-01,41.7736505465826,31.1942387933832
2007-02-01,60.5760011994994,69.432669935277
2007-03-01,54.2825445438361,50.7556207821199
2007-04-01,39.7435476023839,33.2589832277284
2007-05-01,27.2133611447053,25.9458837953952
2007-06-01,52.3939827087371,58.7773468794121
2007-07-01,44.4262188104255,48.0803233303685
2007-08-01,43.6158026434682,47.6987328527001
2007-09-01,69.8787987955363,100.089166101564
2007-10-01,46.8236452682417,43.8020928737387
2007-11-01,55.9381002904216,24.0989572819402
2007-12-01,48.0310544698699,42.713687340614
2008-01-01,99.9305551538768,123.013261133725
2008-02-01,85.3109071925188,67.9505317630152
2008-03-01,62.3904686041967,59.6610512216613
2008-04-01,75.8236557864495,121.7324585212
2008-05-01,49.9139873029115,28.2761920752303
2008-06-01,63.6603786073606,74.7176468431459
2008-07-01,67.9242541604439,44.8592212245011
2008-08-01,96.7679460870091,93.3114536986332
2008-09-01,162.135512594519,164.323756569433
2008-10-01,145.636533301981,142.58657540727
2008-11-01,136.903195353471,151.112641168141
2008-12-01,177.2618449719,194.516154918539
2009-01-01,175.239761652718,165.292044657242
2009-02-01,230.89850835797,260.889919735465
2009-03-01,158.524059212778,164.022154630446
2009-04-01,130.250173569997,96.7360354674395
2009-05-01,105.509812082399,111.64032360329
2009-06-01,84.0920854028142,74.6429446039949
2009-07-01,109.172840161363,84.3121597100561
2009-08-01,120.76677471993,137.644392216952
2009-09-01,137.890503990919,178.395619894392
2009-10-01,99.4239848224664,74.5740953866362
2009-11-01,104.48627665328,98.7260950090132
2009-12-01,117.316804256116,154.221715545028
2010-01-01,107.267840667729,69.708165842087
2010-02-01,111.442672744297,63.3926909834845
