"Date","合計","衣料品","衣料品:紳士服・洋品","衣料品:婦人･子供服・洋品","衣料品:その他の衣料品","衣料品:身の回り品","飲食料品","その他","その他:家具","その他:家庭用電気機械器具","その他:家庭用品","その他:その他の商品","その他:食堂･喫茶"
1994-12-01,14307.35,6049.08,1394.2,2885.59,621.92,1147.37,4928.24,3330.02,399.33,134.66,476.74,2053.32,265.98
1995-01-01,8418.84,4852.65,895.75,2744.85,425.63,786.43,1494.19,2071.99,252.12,83.15,309.86,1212.11,214.76
1995-02-01,7044.79,3436.67,607.5,1833.94,388.81,606.43,1533.1,2075.01,313.66,75.54,306.22,1200.76,178.84
1995-03-01,9207.77,4932.57,778.7,2719.64,480.35,953.88,1710.78,2564.43,327.6,103.37,387.99,1515.13,230.33
1995-04-01,8491.77,4454.96,812.69,2390.77,432.95,818.56,1555.03,2481.77,322.53,97.33,402.4,1449.63,209.88
1995-05-01,8417.41,4474.07,828.61,2372.78,423.29,849.39,1571.65,2371.69,312.92,97.48,370.59,1373.95,216.75
1995-06-01,8414.29,4278.16,899.6,2123.51,414.73,840.32,1846.51,2289.63,285.33,104.92,360.98,1331.21,207.19
1995-07-01,11415.72,5096.11,920.25,2742.7,485.71,947.46,3635.46,2684.15,352.93,118.56,368.93,1580.25,263.48
1995-08-01,7194.54,3179.32,481.6,1686.22,352.62,658.88,1828.85,2186.37,340,86.24,287.21,1213.42,259.49
1995-09-01,7675.25,4017.38,598.98,2210.56,409.78,798.06,1485.88,2171.99,283.47,86.1,330.88,1270.73,200.81
1995-10-01,8932.99,4947.39,928.99,2671.9,483.46,863.04,1597.4,2388.19,301.12,108.88,376.87,1390.6,210.72
1995-11-01,9039.83,4792.56,1006.91,2529.74,470.74,785.17,1858.79,2388.49,310.42,117.45,366.04,1390.64,203.94
1995-12-01,13995.18,5899.92,1368.93,2815.48,578.06,1137.46,4804.45,3290.81,392.05,124.53,479.54,2038.23,256.46
1996-01-01,8778.12,5077.79,937.43,2875.69,416.02,848.65,1531.04,2169.28,274.96,76.29,328.67,1267.44,221.93
1996-02-01,7325.71,3555.19,631.72,1892.41,379.67,651.39,1606.09,2164.43,328.53,71.48,313.45,1262.19,188.78
1996-03-01,9617.69,5204.64,831.09,2896.5,458.47,1018.58,1752.14,2660.91,351.89,98.42,402.4,1569.73,238.47
1996-04-01,8617.8,4533.88,811.05,2456.54,421.81,844.49,1582.04,2501.87,330.1,95.73,395.06,1466.84,214.14
1996-05-01,8503.15,4527.42,818.91,2410.14,410.08,888.29,1583.44,2392.29,300.07,90.14,374.3,1409.44,218.33
1996-06-01,8672.45,4431.83,942.13,2203.75,407.31,878.64,1891.51,2349.12,278.04,105.87,361.7,1388.53,214.97
1996-07-01,11123.51,4934.7,854.89,2675.28,466.34,938.19,3543.43,2645.38,324.92,113.54,354.25,1597.91,254.76
1996-08-01,7277.86,3248.81,477.52,1746.05,344.02,681.22,1835.9,2193.15,314.12,78.82,293.69,1250.55,255.98
1996-09-01,7862.38,4165.17,611.87,2324,399.44,829.87,1506.97,2190.24,268.11,80.26,322.25,1310.6,209.03
1996-10-01,9246.43,5210.05,975.74,2853.98,476.39,903.94,1650.27,2386.11,289.45,95.94,372.6,1412.69,215.44
1996-11-01,9315.66,4959.03,1026.11,2639.37,459.45,834.1,1950.88,2405.75,288.56,110.29,366.53,1428.83,211.55
1996-12-01,14048.95,5957.31,1368.23,2856.55,554.78,1177.75,4785.51,3306.13,370.01,121.36,475.48,2078.43,260.86
1997-01-01,8940.14,5163.5,955.36,2926.24,403.45,878.46,1571.57,2205.08,269.77,76.54,321.2,1318.63,218.94
1997-02-01,7429.09,3585.31,643.16,1908.31,373.72,660.12,1610.68,2233.1,356.41,82.05,311.67,1296.77,186.21
1997-03-01,11807.27,6418.32,1038.37,3506.25,636.5,1237.21,1865.89,3523.06,551.25,145.86,492.84,2079.15,253.95
1997-04-01,7649.97,4064.11,717.76,2284.78,302.57,759.01,1531.76,2054.09,232.34,61.63,333.8,1212.4,213.93
1997-05-01,8352.79,4503.07,818.14,2451.41,349.69,883.84,1618.14,2231.58,237.63,75.9,354.46,1338.42,225.17
1997-06-01,8485.48,4294.73,904.58,2185.17,356.58,848.39,1942.3,2248.45,246.14,85.05,340.28,1357.32,219.66
1997-07-01,11055.65,4965.68,860.69,2745.67,417.58,941.74,3583.33,2506.65,287.08,92.01,344.29,1520.98,262.28
1997-08-01,7380.34,3300.91,490.74,1799.5,322.18,688.49,1890.83,2188.59,303.99,73.31,287.79,1259.86,263.64
1997-09-01,7869.8,4170.81,620.17,2371.26,354.75,824.63,1532.45,2166.55,259.05,73.07,310.33,1307.87,216.23
