Date,総数,0~4歳,5~9,10~14,15~19,20~24,25~29,30~34,35~39,40~44,45~49,50~54,55~59,60~64,65~69,70~74,75~79,80~84,85~89,90~94,95~99,100歳以上,0~14歳,15~64,65歳以上,うち75歳以上,うち85歳以上,種別,85歳以上,75歳以上
2012-02-01,61406,2684,2774,2998,3081,3149,3550,3977,4808,4696,3958,3775,4033,5149,3757,3374,2693,1770,NA,NA,NA,NA,13.8,65.4,20.8,9.2,NA,NA,1178,NA
2012-03-01,61381,2685,2771,2998,3078,3146,3544,3967,4791,4691,3972,3778,4011,5138,3765,3384,2699,1777,NA,NA,NA,NA,13.8,65.4,20.9,9.2,NA,NA,1188,NA
2012-04-01,61370,2684,2770,2999,3077,3140,3540,3955,4777,4684,3990,3781,3991,5124,3777,3387,2703,1788,NA,NA,NA,NA,13.8,65.3,21,9.3,NA,NA,1203,NA
2012-05-01,61346,2682,2763,2996,3075,3136,3534,3941,4765,4684,4002,3783,3978,5110,3795,3393,2708,1794,NA,NA,NA,NA,13.8,65.2,21,9.3,NA,NA,1207,NA
2012-06-01,61337,2680,2760,2992,3075,3133,3529,3927,4756,4688,4018,3785,3967,5095,3814,3397,2711,1799,NA,NA,NA,NA,13.7,65.2,21.1,9.3,NA,NA,1211,NA
2012-07-01,61342,2679,2761,2991,3076,3131,3522,3917,4747,4697,4034,3786,3956,5075,3835,3404,2713,1804,NA,NA,NA,NA,13.7,65.1,21.1,9.3,NA,NA,1214,NA
2012-08-01,61351,2679,2759,2991,3076,3128,3515,3907,4736,4707,4051,3790,3944,5051,3862,3413,2717,1810,NA,NA,NA,NA,13.7,65,21.2,9.4,NA,NA,1218,NA
2012-09-01,61330,2676,2750,2984,3072,3121,3504,3898,4723,4717,4065,3794,3931,5024,3888,3421,2723,1815,NA,NA,NA,NA,13.7,65,21.3,9.4,NA,NA,1224,NA
2012-10-01,61328,2675,2746,2983,3068,3117,3495,3889,4712,4727,4077,3802,3917,4997,3914,3426,2730,1822,NA,NA,NA,NA,13.7,64.9,21.4,9.4,NA,NA,1231,NA
2012-11-01,61311,2673,2744,2981,3066,3114,3487,3878,4699,4736,4084,3807,3901,4970,3939,3426,2735,1830,NA,NA,NA,NA,13.7,64.8,21.5,9.5,NA,NA,1239,NA
2012-12-01,61299,2671,2744,2979,3066,3111,3482,3870,4685,4745,4094,3809,3889,4947,3959,3422,2741,1840,NA,NA,NA,NA,13.7,64.8,21.5,9.5,NA,NA,1247,NA
2013-01-01,61321,2673,2744,2979,3068,3113,3477,3866,4674,4759,4106,3816,3883,4933,3975,3424,2745,1841,NA,NA,NA,NA,13.7,64.7,21.6,9.5,NA,NA,1246,NA
2013-02-01,61267,2669,2738,2975,3065,3110,3466,3854,4651,4763,4102,3811,3867,4894,4008,3426,2754,1854,NA,NA,NA,NA,13.7,64.6,21.7,9.6,NA,NA,1260,NA
2013-03-01,61245,2666,2738,2973,3064,3106,3459,3845,4634,4770,4104,3813,3855,4863,4033,3434,2759,1860,NA,NA,NA,NA,13.7,64.5,21.8,9.6,NA,NA,1271,NA
2013-04-01,61236,2665,2738,2971,3064,3104,3450,3837,4616,4777,4109,3814,3844,4836,4054,3441,2762,1867,NA,NA,NA,NA,13.7,64.4,21.9,9.7,NA,NA,1287,NA
2013-05-01,61211,2662,2733,2966,3062,3100,3441,3828,4599,4781,4116,3817,3838,4814,4074,3451,2766,1871,NA,NA,NA,NA,13.7,64.4,22,9.7,NA,NA,1291,NA
2013-06-01,61199,2661,2731,2963,3062,3099,3433,3816,4585,4791,4126,3818,3832,4795,4097,3457,2767,1873,NA,NA,NA,NA,13.7,64.3,22,9.7,NA,NA,1294,NA
2013-07-01,61203,2660,2731,2960,3064,3098,3427,3806,4572,4801,4138,3820,3827,4776,4117,3467,2765,1874,NA,NA,NA,NA,13.6,64.3,22.1,9.7,NA,NA,1298,NA
2013-08-01,61214,2661,2731,2959,3065,3096,3418,3798,4558,4811,4154,3823,3819,4759,4135,3481,2764,1877,NA,NA,NA,NA,13.6,64.2,22.2,9.7,NA,NA,1304,NA
2013-09-01,61189,2659,2722,2949,3062,3088,3411,3789,4543,4821,4166,3828,3811,4738,4148,3501,2764,1880,NA,NA,NA,NA,13.6,64.2,22.2,9.7,NA,NA,1311,NA
2013-10-01,61186,2658,2721,2945,3062,3081,3404,3782,4529,4830,4178,3830,3807,4712,4162,3521,2763,1883,967,282,62,7,13.6,64.1,22.3,9.7,2.2,NA,NA,NA
2013-11-01,61173,2657,2719,2941,3064,3073,3400,3774,4513,4838,4186,3829,3808,4682,4176,3539,2759,1887,973,286,62,7,13.6,64,22.4,9.8,2.2,NA,NA,NA
2013-12-01,61161,2656,2718,2938,3063,3069,3395,3767,4498,4845,4197,3827,3807,4652,4193,3551,2756,1891,979,289,62,8,13.6,64,22.4,9.8,2.2,NA,NA,NA
2014-01-01,61187,2658,2720,2937,3066,3073,3390,3764,4485,4855,4212,3831,3807,4635,4206,3563,2751,1895,980,290,62,8,13.6,63.9,22.5,9.8,2.2,NA,NA,NA
2014-02-01,61147,2654,2715,2932,3062,3070,3380,3754,4464,4854,4218,3825,3797,4594,4235,3576,2759,1902,990,295,62,8,13.6,63.8,22.6,9.8,2.2,NA,NA,NA
2014-03-01,61109,2651,2711,2930,3059,3070,3369,3747,4446,4854,4220,3823,3787,4567,4246,3595,2760,1908,997,299,63,8,13.6,63.7,22.7,9.9,2.2,NA,NA,NA
2014-04-01,61094,2650,2710,2930,3057,3069,3361,3741,4428,4856,4227,3822,3783,4536,4262,3609,2757,1914,1006,304,64,8,13.6,63.6,22.8,9.9,2.3,NA,NA,NA
2014-05-01,61069,2647,2704,2924,3054,3069,3353,3735,4409,4855,4235,3824,3785,4509,4278,3629,2756,1918,1009,304,64,8,13.6,63.6,22.9,9.9,2.3,NA,NA,NA
2014-06-01,61060,2646,2702,2919,3050,3072,3345,3728,4394,4860,4245,3828,3787,4481,4297,3642,2753,1922,1013,305,63,8,13.5,63.5,22.9,9.9,2.3,NA,NA,NA
2014-07-01,61064,2646,2704,2918,3049,3075,3337,3720,4380,4866,4255,3834,3786,4457,4316,3652,2752,1924,1016,305,63,8,13.5,63.5,23,9.9,2.3,NA,NA,NA
2014-08-01,61076,2646,2704,2917,3046,3079,3326,3715,4362,4878,4265,3844,3781,4432,4342,3660,2752,1928,1019,307,63,8,13.5,63.4,23.1,10,2.3,NA,NA,NA
2014-09-01,61045,2643,2695,2907,3039,3077,3314,3710,4344,4888,4272,3851,3775,4407,4366,3668,2754,1933,1023,309,63,8,13.5,63.4,23.1,10,2.3,NA,NA,NA
2014-10-01,61041,2644,2692,2904,3034,3076,3304,3703,4328,4898,4279,3860,3769,4379,4391,3674,2758,1938,1027,311,62,8,13.5,63.3,23.2,10,2.3,NA,NA,NA
2014-11-01,61027,2643,2691,2901,3029,3078,3295,3695,4313,4906,4282,3866,3764,4350,4414,3677,2762,1942,1030,315,63,8,13.5,63.2,23.3,10,2.3,NA,NA,NA
2014-12-01,61013,2642,2688,2899,3025,3079,3289,3689,4300,4911,4287,3873,3758,4324,4439,3670,2768,1946,1035,318,64,8,13.5,63.2,23.4,10.1,2.3,NA,NA,NA
2015-01-01,61041,2644,2691,2899,3025,3085,3285,3687,4291,4916,4299,3886,3756,4302,4469,3668,2768,1946,1035,318,64,8,13.5,63.1,23.4,10.1,2.3,NA,NA,NA
2015-02-01,60979,2640,2686,2892,3021,3083,3276,3676,4271,4908,4299,3884,3741,4280,4509,3640,2776,1958,1042,324,65,8,13.5,63,23.5,10.1,2.4,NA,NA,NA
2015-03-01,60963,2639,2686,2885,3022,3083,3269,3668,4256,4907,4301,3889,3736,4258,4528,3637,2780,1969,1048,327,66,8,13.5,63,23.6,10.2,2.4,NA,NA,NA
2015-04-01,60951,2639,2688,2881,3022,3082,3263,3661,4241,4904,4303,3894,3733,4238,4545,3631,2781,1978,1057,333,67,9,13.5,62.9,23.6,10.2,2.4,NA,NA,NA
2015-05-01,60926,2638,2685,2874,3020,3080,3256,3654,4224,4899,4309,3899,3732,4225,4561,3630,2786,1984,1060,334,68,9,13.5,62.9,23.7,10.2,2.4,NA,NA,NA
2015-06-01,60916,2638,2685,2867,3019,3081,3250,3647,4210,4898,4319,3905,3731,4211,4575,3629,2789,1988,1061,335,68,8,13.4,62.8,23.7,10.3,2.4,NA,NA,NA
2015-07-01,60923,2636,2690,2865,3019,3083,3243,3641,4198,4898,4328,3916,3730,4196,4596,3620,2795,1991,1064,336,68,8,13.4,62.8,23.8,10.3,2.4,NA,NA,NA
2015-08-01,60933,2637,2692,2861,3018,3086,3233,3637,4185,4898,4339,3929,3729,4178,4621,3612,2801,1995,1067,338,68,8,13.4,62.7,23.8,10.3,2.4,NA,NA,NA
2015-09-01,60902,2633,2685,2849,3014,3082,3225,3631,4171,4897,4343,3944,3724,4161,4642,3607,2805,2001,1071,339,68,8,13.4,62.7,23.9,10.3,2.4,NA,NA,NA
2015-10-01,61007,2636,2689,2849,3019,3086,3222,3631,4168,4907,4352,3966,3729,4151,4674,3605,2813,2013,1078,343,69,8,13.4,62.7,23.9,10.4,2.5,NA,NA,NA
2015-11-01,60990,2632,2690,2843,3021,3082,3214,3626,4156,4906,4348,3983,3725,4132,4697,3592,2815,2022,1082,347,69,9,13.4,62.6,24,10.4,2.5,NA,NA,NA
2015-12-01,60979,2628,2694,2836,3023,3080,3208,3621,4145,4903,4351,3993,3721,4113,4726,3569,2816,2033,1088,351,70,9,13.4,62.6,24,10.4,2.5,NA,NA,NA
2016-01-01,61009,2628,2700,2833,3028,3084,3205,3621,4134,4902,4368,4004,3722,4093,4758,3553,2820,2037,1088,353,70,9,13.4,62.5,24.1,10.5,2.5,NA,NA,NA
2016-02-01,60951,2622,2697,2826,3026,3081,3197,3612,4114,4891,4388,3985,3713,4064,4804,3513,2827,2052,1098,360,71,9,13.4,62.5,24.2,10.5,2.5,NA,NA,NA
2016-03-01,60928,2621,2696,2823,3023,3082,3191,3606,4100,4884,4409,3972,3709,4043,4834,3489,2835,2061,1103,365,72,9,13.4,62.4,24.2,10.6,2.5,NA,NA,NA
2016-04-01,60917,2620,2698,2823,3023,3079,3185,3601,4084,4878,4436,3957,3705,4027,4865,3463,2842,2066,1111,372,73,10,13.4,62.3,24.3,10.6,2.6,NA,NA,NA
2016-05-01,60891,2616,2695,2817,3020,3078,3181,3592,4070,4870,4463,3942,3706,4016,4889,3446,2848,2072,1113,374,73,10,13.3,62.3,24.3,10.7,2.6,NA,NA,NA
2016-06-01,60880,2613,2694,2813,3017,3079,3176,3585,4056,4866,4492,3931,3705,4006,4906,3435,2854,2076,1114,377,73,10,13.3,62.3,24.4,10.7,2.6,NA,NA,NA
2016-07-01,60903,2513,2697,2817,3068,3026,3147,3600,4069,4876,4536,3939,3723,4025,4946,3434,2857,2075,1106,371,67,9,13.2,62.4,24.4,10.6,2.5,NA,NA,NA
2016-08-01,60910,2513,2698,2814,3065,3030,3140,3595,4056,4871,4568,3933,3724,4011,4954,3431,2869,2080,1110,373,67,9,13.2,62.4,24.4,10.7,2.6,NA,NA,NA
